Date_Stock,Open,High,Low,Close,Volume,Sentiment_Score,MA_5,MA_10,MA_20,RSI_14,MACD,MACD_signal,Volatility_10,Decayed_Sentiment,Decayed_Prediction
2023-03-23,9.69,9.7,9.5,9.63,89504.0,0.0,9.498000000000001,9.577000000000002,9.576,55.29411764705887,-0.040283858527859095,-0.03171230577543588,0.12798003316513074,0.0,Neutral
2023-03-22,9.66,9.66,9.51,9.57,133486.0,0.0,9.492,9.574,9.5835,49.43820224719102,-0.049675616846318604,-0.02956941758733007,0.12694705808176315,0.0,Neutral
2023-03-20,9.44,9.49,9.2,9.49,47780.0,0.0,9.491999999999999,9.56,9.5975,52.1276595744681,-0.05483127030956858,-0.024542867772582935,0.1349073756325379,0.0,Neutral
2023-03-19,9.6,9.65,9.32,9.32,47728.0,0.0,9.532,9.574,9.619,40.909090909090914,-0.05246875861634415,-0.01697076713833652,0.13409780841714464,0.0,Neutral
2023-03-16,9.53,9.54,9.48,9.48,36250.0,0.0,9.594,9.604000000000001,9.6525,44.0217391304348,-0.031381061748026795,-0.008096269268834616,0.10024414640740138,0.0,Neutral
2023-03-15,9.6,9.64,9.55,9.6,56215.0,0.0,9.656,9.600999999999999,9.683499999999999,48.876404494381994,-0.020299949574308584,-0.00227507114903657,0.10471654862348723,0.0,Neutral
2023-03-14,9.54,9.57,9.54,9.57,12200.0,0.0,9.656,9.6,9.706,44.44444444444445,-0.01807933076968382,0.0022311484572814333,0.10477489097029577,0.0,Neutral
2023-03-13,9.5,9.73,9.5,9.69,78075.0,0.0,9.628,9.584,9.727500000000001,45.65217391304347,-0.011927496138765648,0.007308768264022747,0.12084884957873492,0.0,Neutral
2023-03-12,9.7,9.7,9.6,9.63,29575.0,0.0,9.616,9.583,9.7475,42.162162162162176,-0.01612020908419609,0.012117834364719844,0.11991200477411809,0.0,Neutral
2023-03-09,9.5,9.79,9.5,9.79,33300.0,0.0,9.613999999999999,9.59,9.766,44.318181818181785,-0.015128068747866763,0.019177345226948826,0.12489995996820552,0.0,Neutral
2023-03-07,9.5,9.6,9.5,9.6,40200.0,0.0,9.546000000000001,9.575,9.7785,35.11904761904762,-0.029932601354982324,0.027753698720652725,0.1057512805283814,0.0,Neutral
2023-03-05,9.62,9.62,9.43,9.43,44720.0,0.0,9.544,9.593,9.801,30.12820512820508,-0.02904773059017529,0.04217527373956149,0.12419071355537317,0.0,Neutral
2023-03-02,9.5,9.63,9.48,9.63,19100.0,0.0,9.540000000000001,9.635,9.828999999999999,36.87943262411348,-0.01018671036905161,0.05998102482199568,0.13360389215909915,0.2223791778087616,Positive
2023-03-01,9.63,9.74,9.49,9.62,44936.0,0.0,9.55,9.664,9.855,34.228187919463025,-0.006328656045086589,0.0775229586197575,0.1610520964714169,0.5547833582386374,Positive
2023-02-28,9.78,9.89,9.41,9.45,68310.0,0.8895167112350464,9.565999999999999,9.700999999999999,9.881499999999999,30.49645390070914,-0.0002941408018415359,0.09848586228596852,0.18976301009433222,1.109566716477275,Strongly Positive
2023-02-27,9.42,9.59,9.41,9.59,26677.0,0.4401000104844569,9.604,9.766,9.916500000000001,32.824427480916,0.024721464338469445,0.12318086305792103,0.2049498583666438,0.4401000104844569,Positive
