Date_Stock,Open,High,Low,Close,Volume,Sentiment_Score,MA_5,MA_10,MA_20,RSI_14,MACD,MACD_signal,Volatility_10,Decayed_Sentiment,Decayed_Prediction
2023-06-05,100.0,100.0,100.0,100.0,79401.0,0,144.0,134.0,234.8,18.032786885245898,-18.324600929842973,1.4724869143493304,33.429860238348944,0.0,Neutral
2022-08-16,109.0,109.0,109.0,109.0,45599.0,0,151.4,150.5,236.2,34.27719821162444,-12.933777114590072,6.421758875397406,50.92532659579985,0.0,Neutral
2021-12-09,163.0,163.0,163.0,163.0,30203.0,0,152.0,183.6,237.15,44.07514450867052,-6.781361596000522,11.260642872894275,102.45454276572285,0.0,Neutral
2021-06-09,211.0,211.0,211.0,211.0,66968.0,0,141.8,211.3,235.4,47.36024844720497,-4.328185983604357,15.771143990117974,130.0068801598165,0.0,Neutral
2020-12-31,137.0,137.0,137.0,137.0,3525.0,0,122.4,234.7,231.25,40.173913043478265,-6.021359133111787,20.795976483548557,149.5385866219448,0.0,Neutral
2020-10-21,137.0,137.0,137.0,137.0,266431.0,0,124.0,266.1,230.8,39.827586206896555,-0.5603349110923261,27.50031038771364,159.38663683006803,0.0,Neutral
2019-10-23,112.0,112.0,112.0,112.0,2561.0,0,149.6,284.4,230.35,48.82697947214076,6.41806814917382,34.51547171241513,153.30666434742272,0.0,Neutral
2019-09-12,112.0,112.0,112.0,112.0,419717.0,0,215.2,297.7,,48.82697947214076,17.777148882107383,41.53982260322546,142.04385081922962,0.0,Neutral
2019-09-11,114.0,114.0,114.0,114.0,167032.0,0,280.8,311.0,,48.970588235294116,32.016889761130074,47.480491033504975,128.28440625769326,0.0,Neutral
2018-02-28,145.0,145.0,145.0,145.0,2280.0,0,347.0,324.6,,51.30970724191063,49.52264063201173,51.3463913515987,111.14275105066957,0.0,Neutral
2017-06-13,270.0,265.0,265.0,265.0,250.0,0,408.2,335.6,,62.948960302457465,67.98965151619862,51.80232903149543,95.77311151303842,0.0,Neutral
2017-02-22,440.0,440.0,440.0,440.0,750.0,0,419.2,321.9,,94.0677966101695,78.3531504772343,47.75549841031964,114.88588541098801,0.0,Neutral
2016-09-21,445.0,440.0,440.0,440.0,7000.0,0,380.2,290.7,,94.0677966101695,72.622879689651,40.10608539359097,121.4285798319325,0.0,Neutral
2016-09-12,451.0,445.0,445.0,445.0,61000.0,0,341.2,259.5,,,64.25263763437698,31.976886819575963,118.86056256527365,0.0,Neutral
2016-09-08,460.0,451.0,451.0,451.0,62000.0,0,302.2,227.8,,,52.1254903182363,23.90794911587571,105.40061142559321,0.0,Neutral
2016-04-10,326.0,320.0,320.0,320.0,18471.0,0,263.0,195.5,,,35.277742430096964,16.85356381528556,74.30604880417805,0.0,Neutral
2015-11-08,245.0,245.0,245.0,245.0,60000.0,0,224.6,176.3,,,26.59894069025225,12.24751916158271,62.41625500531804,0.0,Neutral
2015-10-08,250.0,245.0,245.0,245.0,324068.0,0,201.2,,,,22.77110369590133,8.659663779415325,,0.0,Neutral
2015-07-15,255.0,250.0,250.0,250.0,138607.0,0,177.8,,,,17.554175696625805,5.131803800293822,,0.0,Neutral
2015-06-16,260.0,255.0,255.0,255.0,137557.0,0,153.4,,,,10.131054131054128,2.026210826210826,,0.0,Neutral
2013-10-02,128.0,128.0,128.0,128.0,6945.0,0,128.0,,,,0.0,0.0,,0.0,Neutral
2013-10-01,128.0,128.0,128.0,128.0,13891.0,0,128.0,,,,0.0,0.0,,0.0,Neutral
2013-09-29,128.0,128.0,128.0,128.0,74000.0,0,,,,,0.0,0.0,,0.0,Neutral
2013-09-22,128.0,128.0,128.0,128.0,70992.0,0,,,,,0.0,0.0,,0.0,Neutral
2011-11-22,128.0,128.0,128.0,128.0,52920.0,0,,,,,0.0,0.0,,0.0,Neutral
2011-11-17,450.0,128.0,128.0,128.0,783405.0,0,,,,,0.0,0.0,,0.0,Neutral
