Date,Headline,Link
2020-01-26,What is the current average base rate of commercial banks? Look at the minimum and maximum interest rate charged on margin type loan,https://www.sharesansar.com/newsdetail/what-is-the-current-average-base-rate-of-commercial-banks-look-at-the-minimum-and-maximum-interest-rate-charged-on-margin-type-loan
2020-01-20,"Investors can apply for ’10.35% ADBL Rinpatra 2083’ from Magh 14, 2076; total 10 Lakh units offered to general public",https://www.sharesansar.com/newsdetail/investors-can-apply-for-1035-adbl-rinpatra-2083-from-magh-14-2076-total-10-lakh-units-offered-to-general-public
2020-01-17,ICRA Nepal assigns top Issuer ratings to Agricultural Development Bank and reaffirms ratings for subordinate debentures worth NPR 2500 Million,https://www.sharesansar.com/newsdetail/icra-nepal-assigns-top-issuer-ratings-to-agricultural-development-bank-and-reaffirms-ratings-for-subordinate-debentures-worth-npr-2500-million
2020-01-16,"SEBON approves ""10.35% ADBL Rinpatra 2083""; Bank issuing debentures worth Rs 2.5 arba",https://www.sharesansar.com/newsdetail/sebon-approves-1035-adbl-rinpatra-2083-bank-issuing-debentures-worth-rs-25-arba
2019-12-26,"Last trading day in NEPSE to clinch dividend of Agricultural Development Bank, Nepal Bank, RMDC, Nerude, United Modi and Vijaya Laghubitta",https://www.sharesansar.com/newsdetail/last-trading-day-in-nepse-to-clinch-dividend-of-agricultural-development-bank-nepal-bank-rmdc-nerude-united-modi-and-vijaya-laghubitta
2019-12-20,"Agricultural Development Bank announces 13th AGM on Poush 27, 2076; to endorse 30% dividend",https://www.sharesansar.com/newsdetail/agricultural-development-bank-announces-13th-agm-on-poush-27-2076-to-endorse-30-dividend
2019-12-10,Agricultural Development Bank announces dividend for FY 75/76; to endorse 6% bonus shares and 24% cash dividend,https://www.sharesansar.com/newsdetail/agricultural-development-bank-announces-dividend-for-fy-7576-to-endorse-6-bonus-shares-and-24-cash-dividend
2019-12-02,How relevant is annualizing EPS based on first quarter reports of commercial banks? Analysis of expected against actual EPS and deviation,https://www.sharesansar.com/newsdetail/how-relevant-is-annualizing-eps-based-on-first-quarter-reports-of-commercial-banks-analysis-of-expected-against-actual-eps-and-deviation
2019-11-27,"4 commercial banks and Youth Council move ahead to improve Subsidized loan disbursement in agriculture, entrepreneurship and self-employment",https://www.sharesansar.com/newsdetail/4-commercial-banks-and-youth-council-move-ahead-to-improve-subsidized-loan-disbursement-in-agriculture-entrepreneurship-and-self-employment
2019-11-25,ICRA Nepal assigns top ratings to proposed ADBL Debenture Issue worth Rs.2.50 Arba,https://www.sharesansar.com/newsdetail/icra-nepal-assigns-top-ratings-to-proposed-adbl-debenture-issue-worth-rs250-arba
2019-11-19,Comparative Analysis- Commercial banks have come out with their first quarter report of the new fiscal year! Are you planning to change your investment decision?,https://www.sharesansar.com/newsdetail/comparative-analysis-commercial-banks-have-come-out-with-their-first-quarter-report-of-the-new-fiscal-year-are-you-planning-to-change-your-investment-decision
2019-11-18,Agricultural Development Bank to issue 25 Lakh units of “10.35% ADBL Debentures 2083”; SEBON adds issue to pipeline,https://www.sharesansar.com/newsdetail/agricultural-development-bank-to-issue-25-lakh-units-of-1035-adbl-debentures-2083-sebon-adds-issue-to-pipeline
2019-11-13,Agricultural Dev. Bank profit rises by 10.31% to Rs 60.73 crore till Q1; base rate and CCD both decline,https://www.sharesansar.com/newsdetail/agricultural-dev-bank-profit-rises-by-1031-to-rs-6073-crore-till-q1-base-rate-and-ccd-both-decline
2019-10-25,18 commercial banks report call deposits higher than 10% of total deposits; Average ratio stands at 12.3%,https://www.sharesansar.com/newsdetail/18-commercial-banks-report-call-deposits-higher-than-10-of-total-deposits-average-ratio-stands-at-123
2019-09-26,ADBL software hacking: one Nepali agent arrested from Syangja,https://www.sharesansar.com/newsdetail/adbl-software-hacking-one-nepali-agent-arrested-from-syangja
2019-09-25,Agriculture Development Bank prey to embezzling employees; Rs 4 core transferred to their accounts,https://www.sharesansar.com/newsdetail/agriculture-development-bank-prey-to-embezzling-employees-rs-4-core-transferred-to-their-accounts
2019-09-11,"'A', 'B' and 'C' class banks floated Rs 45.41 arba margin loan in 2075/76; 26 Commercial banks floating a total of Rs 35.57 arba, see the list",https://www.sharesansar.com/newsdetail/a-b-and-c-class-banks-floated-rs-4541-arba-margin-loan-in-207576-26-commercial-banks-floating-a-total-of-rs-3557-arba-see-the-list
2019-08-27,How efficient have commercial banks been in utilizing their assets and equity? Does your bank provide the highest return?,https://www.sharesansar.com/newsdetail/how-efficient-have-commercial-banks-been-in-utilizing-their-assets-and-equity-does-your-bank-provide-the-highest-return
2019-08-26,"Base rate, interest spread rate and cost of funds of commercial banks as of Q4 of FY 2075/76; Banks with lower base rate enjoying higher spread rate",https://www.sharesansar.com/newsdetail/base-rate-interest-spread-rate-and-cost-of-funds-of-commercial-banks-as-of-q4-of-fy-207576-banks-with-lower-base-rate-enjoying-higher-spread-rate-2020-08-25
2019-08-19,How did commercial banks fare in major indicators in last quarter of 2075/76? Find the details,https://www.sharesansar.com/newsdetail/how-did-commercial-banks-fare-in-major-indicators-in-last-quarter-of-207576-find-the-details
2019-08-18,What is the dividend capacity of Commercial Banks? What can we expect?,https://www.sharesansar.com/newsdetail/what-is-the-dividend-capacity-of-commercial-banks-what-can-we-expect
2019-08-09,"What is the latest base rate, spread rate and margin lending rate of commercial banks? How will it impact the market?",https://www.sharesansar.com/newsdetail/what-is-the-latest-base-rate-spread-rate-and-margin-lending-rate-of-commercial-banks-how-will-it-impact-the-market
2019-08-09,"Among 13 commercial banks who have published their 4th Quarter report, which ones outperformed their past record?",https://www.sharesansar.com/newsdetail/among-13-commercial-banks-who-have-published-their-4th-quarter-report-which-ones-outperformed-their-past-record
2019-08-09,Microfinance sector fell this week after continuous last two week rallies; Hydropower sector lost the most by 6.02%; Weekly Wrap up of the NEPSE index,https://www.sharesansar.com/newsdetail/microfinance-sector-fell-this-week-after-continuous-last-two-week-rallies-hydropower-sector-lost-the-most-by-602-weekly-wrap-up-of-the-nepse-index
2019-08-09,Agriculture Development Bank also joins connectIPS; bank’s customers can start enjoying online payment gateway service now,https://www.sharesansar.com/newsdetail/agriculture-development-bank-also-joins-connectips-banks-customers-can-start-enjoying-online-payment-gateway-service-now
2019-08-06,Agricultural Development Bank earns massive Rs 4.35 arba in Q4; can distribute 33% dividend from last year profit,https://www.sharesansar.com/newsdetail/agricultural-development-bank-earns-massive-rs-435-arba-in-q4-can-distribute-33-dividend-from-last-year-profit
2019-08-02,Microfinance sector is booming this week too; NBL and ADBL traded the most;  Weekly Wrap up of the NEPSE index,https://www.sharesansar.com/newsdetail/microfinance-sector-is-booming-this-week-too-nbl-and-adbl-traded-the-most-weekly-wrap-up-of-the-nepse-index
2019-08-02,New Monetary Policy requires all commercial banks to issue minimum 25% of their paid up capital as debentures; look at the amount of debentures investors can expect from each bank,https://www.sharesansar.com/newsdetail/new-monetary-policy-requires-all-commercial-banks-to-issue-minimum-25-of-their-paid-up-capital-as-debentures-look-at-the-amount-of-debentures-investors-can-expect-from-each-bank
2019-07-24,"Aggressive debenture issue is giving opportunity to increase the business, but diminishing the dividend distribution capacity of Bank",https://www.sharesansar.com/newsdetail/aggressive-debenture-issue-is-giving-opportunity-to-increase-the-business-but-diminishing-the-dividend-distribution-capacity-of-bank
2019-07-17,Sector Wise Dividend distribution in fiscal year 2074/75: Most Companies distributed bonus share but few of them pay cash dividend for tax on bonus share,https://www.sharesansar.com/newsdetail/sector-wise-dividend-distribution-in-fiscal-year-207475-most-companies-distributed-bonus-share-but-few-of-them-pay-cash-dividend-for-tax-on-bonus-share
2019-07-08,Top 10 bank in the world: Chinese bank still dominating the rank; know where Nepalese Banks stand comparative to world top banks,https://www.sharesansar.com/newsdetail/top-10-bank-in-the-world-chinese-bank-still-dominating-the-rank-know-where-nepalese-banks-stand-comparative-to-world-top-banks
2019-07-04,Underpriced and Overpriced commercial banks in NEPSE according to CAMELS rating; RBB and Nabil Bank among top,https://www.sharesansar.com/newsdetail/underpriced-and-overpriced-commercial-banks-in-nepse-according-to-camels-rating-rbb-and-nabil-bank-among-top
2019-07-04,Three including a bank staff of Agricultural Development Bank involved in banking fraud,https://www.sharesansar.com/newsdetail/three-including-a-bank-staff-of-agricultural-development-bank-involved-in-banking-fraud
2019-05-24,Nepal Rastra bank instruct banks to limit call deposits to 10%; total 14 banks crosses the 10% limit till falgun end,https://www.sharesansar.com/newsdetail/nepal-rastra-bank-instruct-banks-to-limit-call-deposits-to-10-total-14-banks-crosses-the-10-limit-till-falgun-end
2019-05-23,Agricultural Development Bank transferring 6% bonus shares directly to shareholders demat account; urge shareholders to dematerialize their shares,https://www.sharesansar.com/newsdetail/agricultural-development-bank-transferring-6-bonus-shares-directly-to-shareholders-demat-account-urge-shareholders-to-dematerialize-their-shares
2019-05-16,Bonus shares of Agricultural Development Bank and Global IME Laghubitta get listed on NEPSE; more than 5 Million units made tradeable,https://www.sharesansar.com/newsdetail/bonus-shares-of-agricultural-development-bank-and-global-ime-laghubitta-get-listed-on-nepse-more-than-5-million-units-made-tradeable
2019-05-14,Baisakh’s rise in NEPSE and outstanding performance of commercial banks! What will be your investment decision after comparing the performance on the basis of Q3 reports of commercial banks?,https://www.sharesansar.com/newsdetail/baisakhs-rise-in-nepse-and-outstanding-performance-of-commercial-banks-what-will-be-your-investment-decision-after-comparing-the-performance-on-the-basis-of-q3-reports-of-commercial-banks
2019-05-09,Agricultural Dev. Bank profit rises by 23.09% to Rs 2.21 arba till Q3; has capacity to distribute 16% dividend next year,https://www.sharesansar.com/newsdetail/agricultural-dev-bank-profit-rises-by-2309-to-rs-221-arba-till-q3-has-capacity-to-distribute-16-dividend-next-year
2019-04-25,Agricultural Development Bank and Shangrila Development Bank to distribute dividend directly to the accounts of shareholders; both urge shareholders to dematerialize their shares,https://www.sharesansar.com/newsdetail/agricultural-development-bank-and-shangrila-development-bank-to-distribute-dividend-directly-to-the-accounts-of-shareholders-both-urge-shareholders-to-dematerialize-their-shares
2019-04-10,6 Commercials banks behind on AGM schedule; See which bank distributed highest dividend,https://www.sharesansar.com/newsdetail/6-commercials-banks-behind-on-agm-schedule-see-which-bank-distributed-highest-dividend
2019-04-09,NRB publishes sector wise break down of loans and advances of all commercial banks; which sector has maximum credit concentration?,https://www.sharesansar.com/newsdetail/nrb-publishes-sector-wise-break-down-of-loans-and-advances-of-all-commercial-banks-which-sector-has-maximum-credit-concentration
2019-04-03,What are the current interest rates offered by commercial banks on deposit and loan products? Check if changing bankers will add more value to your operations,https://www.sharesansar.com/newsdetail/what-are-the-current-interest-rates-offered-by-commercial-banks-on-deposit-and-loan-products-check-if-changing-bankers-will-add-more-value-to-your-operations
2019-04-02,Agricultural Development Bank appoints three new directors approved by the 12th AGM; NEPSE published a circular,https://www.sharesansar.com/newsdetail/agricultural-development-bank-appoints-three-new-directors-approved-by-the-12th-agm-nepse-published-a-circular
2019-03-29,Three companies to convene their AGM today; bonus agendas to be endorsed,https://www.sharesansar.com/newsdetail/three-companies-to-convene-their-agm-today-bonus-agendas-to-be-endorsed
2019-03-03,Why the status of commercial banks is still risky? A brief picture of Funding and Non Funding Income,https://www.sharesansar.com/newsdetail/why-the-status-of-commercial-banks-is-still-risky-a-brief-picture-of-funding-and-non-funding-income
2019-02-27,Last day to hold shares of Agriculture Development Bank to be eligible for AGM and 21% dividend,https://www.sharesansar.com/newsdetail/last-day-to-hold-shares-of-agriculture-development-bank-to-be-eligible-for-agm-and-21-dividend
2019-02-22,Agriculture development bank to provide subsidized loan without any collateral,https://www.sharesansar.com/newsdetail/agriculture-development-bank-to-provide-subsidized-loan-without-any-collateral
2019-02-21,Agriculture Development Bank 12th AGM to be held on 15th Chaitra; 21.053% dividend to be endorsed,https://www.sharesansar.com/newsdetail/agriculture-development-bank-12th-agm-to-be-held-on-15th-chaitra-21053-dividend-to-be-endorsed
2019-02-18,"Commercial banks, their personnel expenses and it's comparative impact in Total operating income; Banks with Government stake seem inefficient in utilizing personnel expenses",https://www.sharesansar.com/newsdetail/commercial-banks-their-personnel-expenses-and-its-comparative-impact-in-total-operating-income-banks-with-government-stake-seem-inefficient-in-utilizing-personnel-expenses
2019-02-15,Agricultural Development Bank to convene its 12th AGM on Chaitra 15; notice silent regarding the agendas of the meeting,https://www.sharesansar.com/newsdetail/agricultural-development-bank-to-convene-its-12th-agm-on-chaitra-15-notice-silent-regarding-the-agendas-of-the-meeting
2019-02-15,Correlation between commercial banks and NEPSE index; what implication does it have in your investment decision?,https://www.sharesansar.com/newsdetail/correlation-between-commercial-banks-and-nepse-index-what-implication-does-it-have-in-your-investment-decision
2019-02-06,Agricultural Dev Bank’s also enters in billionaire club; Earns Rs 1.36 arba in Q2;  NPL on higher side,https://www.sharesansar.com/newsdetail/agricultural-dev-banks-also-enters-in-billionaire-club-earns-rs-136-arba-in-q2-npl-on-higher-side
2019-01-30,What is the minimum and maximum interest rate charged by commercial banks on margin type loan? Look at the base rate and net interest spread of all commercial banks,https://www.sharesansar.com/newsdetail/what-is-the-minimum-and-maximum-interest-rate-charged-by-commercial-banks-on-margin-type-loan-look-at-the-base-rate-and-net-interest-spread-of-all-commercial-banks
2019-01-20,"Despite being the most regulated sector, commercial banks behind on conducting AGM; What can investors expect?",https://www.sharesansar.com/newsdetail/despite-being-the-most-regulated-sector-commercial-banks-behind-on-conducting-agm-what-can-investors-expect
2019-01-11,Agriculture Development Bank proposes 21.053% dividend for the ordinary shareholders; 6% cash dividend proposed for preference shares as well,https://www.sharesansar.com/newsdetail/agriculture-development-bank-proposes-21053-dividend-for-the-ordinary-shareholders-6-cash-dividend-proposed-for-preference-shares-as-well
2018-12-28,Stocks of many companies are in the bullish zone despite bearish market trend; have you invested in any of those companies?,https://www.sharesansar.com/newsdetail/stocks-of-many-companies-are-in-the-bullish-zone-despite-bearish-market-trend-have-you-invested-in-any-of-those-companies
2018-12-27,Increased limit for margin type loans; How much more can the commercial banks float?,https://www.sharesansar.com/newsdetail/increased-limit-for-margin-type-loans-how-much-more-can-the-commercial-banks-float
2018-12-26,Mr Anil Kumar Upadhyay appointed as CEO of Agriculture Development Bank; Replaces Mr. Lila Prasad Sitaula in the position,https://www.sharesansar.com/newsdetail/mr-anil-kumar-upadhyay-appointed-as-ceo-of-agriculture-development-bank-replaces-mr-lila-prasad-sitaula-in-the-position
2018-12-21,New interest rates offered by Commercial Banks after backlash from Governor; interest rates fluctuate like share prices in past weeks,https://www.sharesansar.com/newsdetail/new-interest-rates-offered-by-commercial-banks-after-backlash-from-governor-interest-rates-fluctuate-like-share-prices-in-past-weeks
2018-12-11,What is the interest rate offered by commercial banks after NBA calls end of gentleman’s agreement?,https://www.sharesansar.com/newsdetail/what-is-the-interest-rate-offered-by-commercial-banks-after-nba-calls-end-of-gentlemans-agreement
2018-12-10,What is the absolute gain or loss of your investment? Look at the secondary market performance of commercial banks post revelation of capital increment,https://www.sharesansar.com/newsdetail/what-is-the-absolute-gain-or-loss-of-your-investment-look-at-the-secondary-market-performance-of-commercial-banks-post-revelation-of-capital-increment
2018-12-02,"NEPSE index hits 35 months low with commercial banks approaching their 52-weeks low price; In a BFIs dominated bourse, what does it implicate for investors?",https://www.sharesansar.com/newsdetail/nepse-index-hits-35-months-low-with-commercial-banks-approaching-their-52-weeks-low-price-in-a-bfis-dominated-bourse-what-does-it-implicate-for-investors
2018-11-29,How have commercial banks performed relative to Q1 of last year?; It's important to know because the best form of comparison is with your previous self,https://www.sharesansar.com/newsdetail/how-have-commercial-banks-performed-relative-to-q1-of-last-year-its-important-to-know-because-the-best-form-of-comparison-is-with-your-previous-self
2018-11-19,Three commercial banks in billionaire club; Loan and deposit crosses mark of Rs 20 kharba; Rastriya Banijya Bank leads in profit: A comparative analysis of commercial banks for Q1,https://www.sharesansar.com/newsdetail/three-commercial-banks-in-billionaire-club-loan-and-deposit-crosses-mark-of-rs-20-kharba-rastriya-banijya-bank-leads-in-profit-a-comparative-analysis-of-commercial-banks-for-q1
2018-11-11,ADBL's net profit has increased by more than 82% in Q1 of FY 2075/2076; know all the major highlights of Q1 result,https://www.sharesansar.com/newsdetail/adbls-net-profit-has-increased-by-more-than-82-in-q1-of-fy-20752076-know-all-the-major-highlights-of-q1-result
2018-09-23,Just how popular are commercial bank stocks among Investors? Check out last month’s performance exclusively from SS Pro,https://www.sharesansar.com/newsdetail/just-how-popular-are-commercial-bank-stocks-among-investors-check-out-last-months-performance-exclusively-from-ss-pro
2018-09-09,Agriculture Development Bank to launch margin loan scheme for the first time,https://www.sharesansar.com/newsdetail/agriculture-development-bank-to-launch-margin-loan-scheme-for-the-first-time
2018-08-28,Commercial Banks’ investment in Human Assets; An Important Decision,https://www.sharesansar.com/newsdetail/commercial-banks-investment-in-human-assets-an-important-decision
2018-08-26,Worried about the banks offering only cash dividend? Check the expected dividend paying capacity of commercial banks and their possible priorities (bonus or cash),https://www.sharesansar.com/newsdetail/worried-about-the-banks-offering-only-cash-dividend-check-the-expected-dividend-paying-capacity-of-commercial-banks-and-their-possible-priorities-bonus-or-cash
2018-08-23,Know which Banks are most successful in utilizing assets to earn high profit,https://www.sharesansar.com/newsdetail/know-which-banks-are-most-successful-in-utilizing-assets-to-earn-high-profit
2018-08-22,Exclusive study of Marginal Loan as per Q4 reports; 51 Arba yet to be dispersed for investment,https://www.sharesansar.com/newsdetail/exclusive-study-of-marginal-loan-as-per-q4-reports-51-arba-yet-to-be-dispersed-for-investment
2018-08-19,Financial Closure of 44 MW Super Madi Hydroelectric Project; consortium led by Sanima Bank to lend upto 75% of project cost,https://www.sharesansar.com/newsdetail/financial-closure-of-44-mw-super-madi-hydroelectric-project-consortium-led-by-sanima-bank-to-lend-upto-75-of-project-cost
2018-08-19,Base rates of commercial banks have decreased with savings & fixed deposit rates; at what rates do they provide share loans? (With full list of 28 commercial banks),https://www.sharesansar.com/newsdetail/base-rates-of-commercial-banks-have-decreased-with-savings-fixed-deposit-rates-at-what-rates-do-they-provide-share-loans-with-full-list-of-28-commercial-banks
2018-08-16,The commercial banking industry and the individual commercial banks: Does the bank of your choice lie above or below the industry average? NFRS and non-NFRS,https://www.sharesansar.com/newsdetail/the-commercial-banking-industry-and-the-individual-commercial-banks-does-the-bank-of-your-choice-lie-above-or-below-the-industry-average-nfrs-and-non-nfrs
2018-08-15,Agriculture Development Bank’s free profit rises by massive 44.13%; EPS stands at Rs 22.08 in the Q4,https://www.sharesansar.com/newsdetail/agriculture-development-banks-free-profit-rises-by-massive-4413-eps-stands-at-rs-2208-in-the-q4
2018-07-22,Know the deviation of Net Profit between unaudited and audited reports of commercial banks; it is risky to blindly trust only unaudited reports,https://www.sharesansar.com/newsdetail/know-the-deviation-of-net-profit-between-unaudited-and-audited-reports-of-commercial-banks-it-is-risky-to-blindly-trust-only-unaudited-reports
2018-07-08,Your ride is just about to begin! Four reasons why you should consider buying commercial bank’s stocks,https://www.sharesansar.com/newsdetail/your-ride-is-just-about-to-begin-four-reasons-why-you-should-consider-buying-commercial-banks-stocks
2018-05-22,Comparative analysis of commercial banks based on profitability ratios generally overlooked; Find out the ratios less popular but equally important,https://www.sharesansar.com/newsdetail/comparative-analysis-of-commercial-banks-based-on-profitability-ratios-generally-overlooked-find-out-the-ratios-less-popular-but-equally-important
2018-05-13,What does Warren Buffet’s technique say about investment in the scrips of Nepalese commercial banks?,https://www.sharesansar.com/newsdetail/what-does-warren-buffets-technique-say-about-investment-in-the-scrips-of-nepalese-commercial-banks
2018-05-08,See the performance of commercial banks based on the indicators often ignored by investors,https://www.sharesansar.com/newsdetail/see-the-performance-of-commercial-banks-based-on-the-indicators-often-ignored-by-investors
2018-04-27,Kumari Bank gains whooping 87.73% in the net profit; Agricultural Development Bank registers Rs 1.78 arba as its net profit in the third quarter,https://www.sharesansar.com/newsdetail/kumari-bank-gains-whooping-8773-in-the-net-profit-agricultural-development-bank-registers-rs-178-arba-as-its-net-profit-in-the-third-quarter
2018-04-19,NEPSE lists 4.65 crore bonus shares of 8 companies; Supply of shares increases in the market,https://www.sharesansar.com/newsdetail/nepse-lists-465-crore-bonus-shares-of-8-companies-supply-of-shares-increases-in-the-market
2018-04-15,The falling market and your concern towards commercial banks: Eyeing out for high growth and undervalued commercial banks in this bearish trend?,https://www.sharesansar.com/newsdetail/the-falling-market-and-your-concern-towards-commercial-banks-eyeing-out-for-high-growth-and-undervalued-commercial-banks-in-this-bearish-trend
2018-03-28,History witnessed us getting up from 292 point mark; inferences can’t be made from inadequate information. Check out why?,https://www.sharesansar.com/newsdetail/history-witnessed-us-getting-up-from-292-point-mark-inferences-cant-be-made-from-inadequate-information-check-out-why
2018-02-19,Agricultural Development Bank urges investors to get CRN Number,https://www.sharesansar.com/newsdetail/agricultural-development-bank-urges-investors-to-get-crn-number
2018-02-12,Agricultural Development 11th AGM today; endorsing 20% bonus share,https://www.sharesansar.com/newsdetail/agricultural-development-11th-agm-today-endorsing-20-bonus-share
2018-02-05,Find out the flexibility of commercial banks in providing margin loan; Citizen Bank in the lead,https://www.sharesansar.com/newsdetail/find-out-the-flexibility-of-commercial-banks-in-providing-margin-loan-citizen-bank-in-the-lead
2018-02-02,State owned commercial banks exhibit higher staff expenses among the commercial banks: A study,https://www.sharesansar.com/newsdetail/state-owned-commercial-banks-exhibit-higher-staff-expenses-among-the-commercial-banks-a-study-3
2018-01-29,See the net profit of 28 commercial banks; NABIL & Nepal Investment makes it to the top in the second quarter,https://www.sharesansar.com/newsdetail/see-the-net-profit-of-28-commercial-banks-nabil-nepal-investment-makes-it-to-the-top-in-the-second-quarter
2018-01-29,"All 3 State owned commercial bank enters in billionaire club in terms of net profit; Rastriya Banijya, Agriculture Dev Bank & Nepal Bank posted Rs 1.78, 1.02 & 1.63 arba respectively",https://www.sharesansar.com/newsdetail/all-3-state-owned-commercial-bank-enters-in-billionaire-club-in-terms-of-net-profit-rastriya-banijya-agriculture-dev-bank-nepal-bank-posted-rs-1-78-1-02-1-63-arba-respectively
2018-01-28,Commercial Banks AGM Status of FY 2073/74; 40% of A class banks yet to conduct their last year AGM,https://www.sharesansar.com/newsdetail/commercial-banks-agm-status-of-fy-207374
2018-01-28,Last day to secure 20% bonus shares of Agricultural Development Bank; LTP at Rs 420,https://www.sharesansar.com/newsdetail/last-day-to-secure-20-bonus-shares-of-agricultural-development-bank-ltp-at-rs-420
2018-01-21,Agricultural Development 11th AGM on Magh 29; endorsing 20% bonus share,https://www.sharesansar.com/newsdetail/agricultural-development-11th-agm-on-magh-29-endorsing-20-bonus-share
2018-01-02,Agricultural Development Bank announces 20% bonus shares; Ordinary paid up capital to reach Rs 8.49 arba,https://www.sharesansar.com/newsdetail/agricultural-development-bank-announces-20-bonus-shares-ordinary-paid-up-capital-to-reach-rs-8-49-arba
2017-11-06,"Laxmi, Kumari, Civil and Nepal Bangladesh Bank’s EPS hovers around Rs 8; ADBL EPS stands at Rs 20.54",https://www.sharesansar.com/newsdetail/laxmi-kumari-civil-and-nepal-bangladesh-banks-eps-hovers-around-rs-8-adbl-eps-stands-at-rs-20-54
2017-09-22,Weekly Broker Analysis: ABC Securities weekly consecutive top broker with Nepal Life Insurance Promoter shares traded the most by top 5 brokers,https://www.sharesansar.com/newsdetail/weekly-broker-analysis-abc-securities-weekly-consecutive-top-broker-with-nepal-life-insurance-promoter-shares-traded-the-most-by-top-5-brokers
2017-08-09,"Despite of huge staff expenses of Rs 3.31 arba, Agricultural Development Bank net profit rises by 12.63%; EPS at Rs 34.58",https://www.sharesansar.com/newsdetail/despite-of-huge-staff-expenses-of-rs-3-31-arba-agricultural-development-bank-net-profit-rises-by-12-63-eps-at-rs-34-58
2017-07-10,How does the monetary policy affect banks’ ability to provide Margin Type Loan? (Good signal for stock market),https://www.sharesansar.com/newsdetail/how-does-the-monetary-policy-affect-banks-ability-to-provide-margin-type-loan-good-signal-for-stock-market
2017-07-02,Companies earning massive premiums from auction; See which companies have collected more premium from auction,https://www.sharesansar.com/newsdetail/companies-earning-massive-premiums-from-auction-see-which-companies-have-collected-more-premium-from-auction
2017-06-25,Know which commercial bank is cost efficient & which one is costlier (based on Q3 of FY 2073/74),https://www.sharesansar.com/newsdetail/know-which-commercial-bank-is-cost-efficient-which-one-is-costlier-based-on-q3-of-fy-207374
2017-06-09,Agricultural Development Bank & 2 other companies list 1.68 crore units bonus & right share; Lumbini Finance promoter share converted,https://www.sharesansar.com/newsdetail/agricultural-development-bank-2-other-companies-list-1-68-crore-units-bonus-right-share-lumbini-finance-promoter-share-converted
2017-05-25,See how Nepal Bangladesh Bank & Standard Chartered have more risk-free income; and how government-owned banks have risky income (Exclusive Study),https://www.sharesansar.com/newsdetail/see-how-nepal-bangladesh-bank-standard-chartered-have-more-risk-free-income-and-how-government-owned-banks-have-risky-income-exclusive-study
2017-05-17,See the progress of all 28 commercial banks as of third quarter as per their major indicators,https://www.sharesansar.com/newsdetail/see-the-progress-of-all-28-commercial-banks-as-of-third-quarter-as-per-their-major-indicators
2017-05-05,Agricultural Dev Bank’s profit rises to Rs 1.57 arba; EPS at Rs 29,https://www.sharesansar.com/newsdetail/agricultural-dev-banks-profit-rises-to-rs-1-57-arba-eps-at-rs-29
2017-04-13,Agricultural Development Bank to approve 20% bonus share; 10th AGM today,https://www.sharesansar.com/newsdetail/agricultural-development-bank-to-approve-20-bonus-share-10th-agm-today
2017-04-02,"Trading of ADBL, LBL, SANIMA and CCBL halted today after NEPSE suffers technical problem for price adjustment",https://www.sharesansar.com/newsdetail/trading-of-adbl-lbl-sanima-and-ccbl-halted-today-after-nepse-suffers-technical-problem-for-price-adjustment
2017-03-30,Reminder: Last day to secure 20% bonus share of Agricultural Development Bank; LTP at Rs 565; 19.68 lakh auctioned share credited in demat a/c,https://www.sharesansar.com/newsdetail/reminder-last-day-to-secure-20-bonus-share-of-agricultural-development-bank-ltp-at-rs-565
2017-03-23,Agricultural Development Bank to approve 20% bonus share; 10th AGM on Chaitra 31,https://www.sharesansar.com/newsdetail/agricultural-development-bank-to-approve-20-bonus-share-10th-agm-on-chaitra-31
2017-03-10,Agricultural Development Bank refunding auction money to non-allottee investors from today,https://www.sharesansar.com/newsdetail/agricultural-development-bank-refunding-auction-money-to-non-allottee-investors-from-today
2017-03-07,Agricultural Development Bank to refund auction money to non-allottee investors from Falgun 27,https://www.sharesansar.com/newsdetail/agricultural-development-bank-to-refund-auction-money-to-non-allottee-investors-from-falgun-27
2017-03-01,Agricultural Dev. Bank Auction Final Update: Applicants bidding Rs 361 to get 8% on pro-rata basis; refund on Falgun end,https://www.sharesansar.com/newsdetail/agricultural-dev-bank-auction-final-update-applicants-bidding-rs-361-to-get-8-on-pro-rata-basis-refund-on-falgun-end
2017-02-28,Cut off price for 19.68 lakh units auctioned ordinary shares of Agricultural Dev Bank stood at Rs 361; Refund after 7 days of allotment,https://www.sharesansar.com/newsdetail/cut-off-price-for-19-68-lakh-units-auctioned-ordinary-shares-of-agricultural-dev-bank-stood-at-rs-361-refund-after-7-days
2017-02-26,"Total 9,223 bids received for 19.68 lakh units auctioned shares of Agricultural Dev Bank; cutoff price to be decided in 3 days",https://www.sharesansar.com/newsdetail/total-9223-bids-received-for-19-68-lakh-units-auctioned-shares-of-agricultural-dev-bank-cutoff-price-to-be-decided-in-3-days
2017-02-23,"Last day to bid for 19.68 lakh units unclaimed right shares of Agricultural Dev Bank; Bidders can apply up to 10,000 units",https://www.sharesansar.com/newsdetail/last-day-to-bid-for-19-68-lakh-units-unclaimed-right-shares-of-agricultural-dev-bank-bidders-can-apply-up-to-10000-units
2017-02-19,See which commercial banks have performed better than the industry in second quarter; Mega and Prabhu Bank lead on major indicators,https://www.sharesansar.com/newsdetail/see-which-commercial-banks-have-performed-better-than-the-industry-in-second-quarter-mega-and-prabhu-bank-lead-on-major-indicators
