Date,Headline,Link
2017-02-17,How much to bid in Agricultural Dev Bank’s 19.68 lakh units right share auction? Auction ends on Falgun 12,https://www.sharesansar.com/newsdetail/how-much-to-bid-in-agricultural-dev-banks-19-68-lakh-units-right-share-auction-auction-ends-on-falgun-12
2017-02-09,"Agricultural Dev Bank auctioning 19.68 lakh units unclaimed right shares from today; Bidders can apply up to 10,000 units",https://www.sharesansar.com/newsdetail/agricultural-dev-bank-auctioning-19-68-lakh-units-unclaimed-right-shares-from-today-bidders-can-apply-up-to-10000-units
2017-02-06,Agricultural Dev Bank reports 134% rise in net profit to Rs 90.66 crore; CCD ratio at 82.97%,https://www.sharesansar.com/newsdetail/agricultural-dev-bank-reports-134-rise-in-net-profit-ccd-ratio-at-82-97
2017-01-25,"Agricultural Dev Bank auctioning 19.68 lakh units unclaimed right shares from Magh 27; Bidders can apply up to 10,000 units",https://www.sharesansar.com/newsdetail/agricultural-dev-bank-auctioning-19-68-lakh-units-unclaimed-right-shares-from-magh-27-bidders-can-apply-up-to-10000-units
2017-01-22,More than 20% units (19.50 lakh units) right shares of Agricultural Dev Bank unclaimed; to be auctioned soon,https://www.sharesansar.com/newsdetail/agricultural-dev-bank-auctioning-around-19-5-lakh-units-unclaimed-right-shares-soon
2016-12-29,Agricultural Dev. Bank declares 20% stock dividend; Paid up to reach Rs 7.08 arba,https://www.sharesansar.com/newsdetail/agricultural-dev-bank-declares-20-stock-dividend-paid-up-to-reach-rs-7-08-arba
2016-12-23,See how much capital commercial banks need to increase by this fiscal year to reach NRB’s requirement (with projected EPS),https://www.sharesansar.com/newsdetail/see-how-much-capital-commercial-banks-need-to-increase-by-this-fiscal-year-to-reach-nrbs-requirement-with-projected-eps
2016-11-22,Last day to apply for 50% right share of Agriculture Dev. Bank,https://www.sharesansar.com/newsdetail/last-day-to-apply-for-50-right-share-of-agriculture-dev-bank
2016-11-21,"Commercial Banks’ Net Profit increases by 43.6% to Rs 9.6 Arba in Q1 of FY 2073/74, Nepal Bank leads with highest profit of Rs 1.16 Arba",https://www.sharesansar.com/newsdetail/commercial-banks-net-increases-by-43-6-to-rs-9-6-arba-in-q1-of-fy-207374-nepal-bank-leads-with-highest-profit-of-rs-1-16-arba
2016-11-21,Two more days left to apply for 50% right share of Agriculture Dev. Bank; closes on Mangsir 7,https://www.sharesansar.com/newsdetail/two-more-days-left-to-apply-for-50-right-share-of-agriculture-dev-bank-closes-on-mangsir-7
2016-11-15,Agriculture Dev. Bank & Himalayan Bank profit up swings by 46.31% & 35.83% respectively in Q1,https://www.sharesansar.com/newsdetail/agriculture-dev-bank-himalayan-bank-profit-up-swings-by-46-31-35-83-respectively-in-q1
2016-11-14,Technical Analysis training to Treasury Dept. of Agricultural Dev. Bank successfully conducted,https://www.sharesansar.com/newsdetail/technical-analysis-training-to-treasury-dept-of-agricultural-dev-bank-successfully-conducted
2016-11-06,"ADBL, Easylink sign MoU for remittance business",https://www.sharesansar.com/newsdetail/adbl-easylink-sign-mou-for-remittance-business
2016-10-19,Agricultural Dev. Bank issuing 50% (1.96 crore units) right shares from today,https://www.sharesansar.com/newsdetail/agricultural-dev-bank-issuing-50-1-96-crore-units-right-shares-from-today
2016-10-07,Siddhartha Bank to issue 25% (75.55 lakh units) right share from Kartik 11; Agricultural Dev. Bank to float 50% (1.96 crore units) right share from Kartik 3,https://www.sharesansar.com/newsdetail/siddhartha-bank-to-issue-25-75-55-lakh-units-right-share-from-kartik-11-agricultural-dev-bank-to-float-50-1-96-crore-units-right-share-from-kartik-3
2016-09-27,Know which commercial banks income is less riskier; NBB and SCB has more risk free income,https://www.sharesansar.com/newsdetail/know-which-commercial-banks-income-is-less-riskier-nbb-and-scb-has-more-risk-free-income
2016-09-25,Last day to secure 50% Right Share of Agricultural Dev Bank; LTP stood Rs 1019; Book closure tomorrow,https://www.sharesansar.com/newsdetail/last-day-to-secure-50-right-share-of-agricultural-dev-bank-ltp-stood-rs-1019
2016-09-19,Agricultural Development Bank 50% Right Share book closure on Ashwin 10; Only 4 trading days left,https://www.sharesansar.com/newsdetail/agriculture-development-bank-50-right-share-book-closure-on-ashwin-10-only-4-trading-days-left
2016-08-31,Know which commercial bank is cost efficient and which one is costlier (Exclusive study),https://www.sharesansar.com/newsdetail/know-which-commercial-bank-is-cost-efficient-and-which-one-is-costlier-exclusive-study
2016-08-15,Agricultural Dev Bank appoints Ace Capital as issue manager for upcoming 50% (1.96 crore units)Right Share,https://www.sharesansar.com/newsdetail/agricultural-dev-bank-appoints-ace-capital-as-share-registrar-for-1-96-cr-units-right-share
2016-08-15,Despite of Rs 3.23 arba for staff expenses Agricultural Dev Bank earns Rs 2.57 arba in Q4,https://www.sharesansar.com/newsdetail/despite-of-rs-3-23-arba-for-staff-expenses-agricultural-dev-bank-earns-rs-2-57-arba-in-q4
2016-08-10,"Machhapuchchhre , Agricultural Dev Bank & 4 other companies bonus  & right share listed;2 BFIs converts  27.56 lakh unit promoter shares",https://www.sharesansar.com/newsdetail/machhapuchchhre-agricultural-dev-bank-4-other-companies-bonus-right-share-listed2-bfis-converts-27-56-lakh-unit-promoter-shares
2016-08-03,ADBL becomes first bank to post Rs 3b yearly profit,https://www.sharesansar.com/newsdetail/adbl-becomes-first-bank-to-post-rs-3b-yearly-profit
2016-07-25,Agricultural Development Bank to distribute 15 % bonus share certificate from Shrawan 14,https://www.sharesansar.com/newsdetail/agricultural-development-bank-to-distribute-15-bonus-share-certificate-from-shrawan-14
2016-07-20,Agricultural Dev Bank reappoints Ace Capital as share registrar,https://www.sharesansar.com/newsdetail/agricultural-dev-bank-reappoints-ace-capital-as-share-registrar
2016-06-02,Agricultural Dev. Bank in process to distribute 15% stock dividend; Successful in providing competing result to shareholders,https://www.sharesansar.com/newsdetail/agriculture-dev-bank-in-process-to-distribute-15-stock-dividend-successful-in-providing-competing-result-to-shareholders
2016-05-27,PEs record over Rs 33b profits,https://www.sharesansar.com/newsdetail/pes-record-over-rs-33b-profits
2016-05-17,"Sanima,Mega & Himalayan Bank right offering expected soon, 3 banks require ICRA rating to issue right share",https://www.sharesansar.com/newsdetail/sanima-mega-himalayan-bank-right-offering-expected-soon-3-banks-require-icra-rating-to-issue-right-share
2016-05-14,Commercial Banks earns Rs 21.69 billion in Q3; Nabil Bank has highest net profit,https://www.sharesansar.com/newsdetail/commercial-banks-earns-rs-21-69-billion-in-q3-nabil-bank-has-highest-net-profit
2016-05-09,Modest profit growth of Agriculture Dev. Bank by 19.95% to Rs 1.21 arba in Q3; NPL stand at 4.89%,https://www.sharesansar.com/newsdetail/modest-profit-growth-of-agriculture-dev-bank-by-19-95-to-rs-1-21-arba-in-q3-npl-stand-at-4-89
2016-04-29,Agriculture Development Bank conducted 9th AGM; 15% bonus & 50% right share approved; 2 lakh shareholders to be benefitted,https://www.sharesansar.com/newsdetail/agriculture-development-bank-conducted-9th-agm-15-bonus-50-right-share-approved-2-lakh-shareholders-to-be-benefitted
2016-04-26,Agriculture Development Bank 9th AGM today; to endorse 15% bonus & 50% right share,https://www.sharesansar.com/newsdetail/agriculture-development-bank-9th-agm-today-to-endorse-15-bonus-50-right-share
2016-04-10,Last day to secure 15% stock dividend of Agriculture Development Bank,https://www.sharesansar.com/newsdetail/last-day-to-secure-15-stock-dividend-of-agriculture-development-bank
2016-04-04,Agriculture Development Bank 9th AGM on Baisakh 14; to endorse 15% bonus & 50% right share,https://www.sharesansar.com/newsdetail/agriculture-development-bank-9th-agm-on-baisakh-14-to-endorse-15-bonus-50-right-share
2016-04-03,ADBL15% stock dividend book closure on Chaitra 29; AGM on Baishak 14; Paid up to reach Rs 3.93 arba,https://www.sharesansar.com/newsdetail/book-closure-for-15-stock-dividendof-agriculture-dev-bank-on-chaitra-28
2016-03-21,Average NPL of commercial banks in decreasing trend; seven commercial banks average NPL below 1%,https://www.sharesansar.com/newsdetail/average-npl-of-commercial-banks-in-decreasing-trend-seven-commercial-banks-average-npl-below-1
2016-03-13,Mission Dev. Bank 6th AGM today; to endorse 100% right & 13% bonus share,https://www.sharesansar.com/newsdetail/mission-dev-bank-6th-agm-today-to-endorse-100-right-13-bonus-share
2016-03-11,"Agriculture Dev. Bank declares 15% bonus & 50% right share; Paid up to reach Rs 5.90 arba, needs Rs 2.10 arba more",https://www.sharesansar.com/newsdetail/agriculture-dev-bank-declares-15-bonus-50-right-share-paid-up-to-reach-rs-5-90-arba-needs-rs-2-10-arba-more
2016-02-12,Prime Commercial Bank profit mounts by 29.58% in Q2; Agriculture Dev. Bank profit plunges by 27.50%,https://www.sharesansar.com/newsdetail/prime-commercial-bank-profit-mounts-by-29-58-in-q2-agriculture-dev-bank-profit-plunges-by-27-50
2016-01-21,Agricultural Development Bank celebrates 49 successful years of operation; Minister of Finance inaugurated the program,https://www.sharesansar.com/newsdetail/agricultural-development-bank-celebrates-49-successful-years-of-operation-minister-of-finance-inaugurated-the-program
2016-01-20,Agriculture Dev. Bank to reach paid up capital of 8 arba in one shot; 49th Anniversary on Magh 07,https://www.sharesansar.com/newsdetail/49th-anniversary-of-agricultural-dev-bank-on-magh-07-bank-moves-forward-clearing-all-past-liabilities
2015-12-22,"Market set to rise today; Political stability, Dividends & Right issue to propel the market",https://www.sharesansar.com/newsdetail/market-set-to-rise-today-political-stability-dividends-right-issue-to-propel-the-market
2015-12-21,"Shares of five commercial banks accounted for trading of 2.92 lakhs units of shares worth Rs 24.39 crore; ADBL, LBL, NIC ASIA hits circuit",https://www.sharesansar.com/newsdetail/shares-of-five-commercial-banks-accounted-for-trading-of-2-92-lakhs-units-of-shares-worth-rs-24-39-crore-adbl-lbl-nic-asia-hits-circuit
2015-12-21,State-owned banks yet to reinstate half of their branches shut during insurgency,https://www.sharesansar.com/newsdetail/state-owned-banks-yet-to-reinstate-half-of-their-branches-shut-during-insurgency
2015-12-01,Commercial Banks' Q1 Analysis: Part 1 Capital and Reserves,https://www.sharesansar.com/newsdetail/commercial-banks-q1-analysis-part-1-capital-and-reserves
2015-11-23,"Exclusive Interview: Lila Prakash Sitaula, CEO of ADBL;ADBL to strengthen good governance practices by clearing past liabilities",https://www.sharesansar.com/newsdetail/exclusive-interview-lila-prakash-sitaula-ceo-of-adbladbl-to-strengthen-good-governance-practices-by-clearing-past-liabilities
2015-11-16,Sanima and Agricultural Development Bank registers decent profit growth of 35.07% & 34.23% respectively,https://www.sharesansar.com/newsdetail/sanima-and-agricultural-development-bank-registers-decent-profit-growth-of-35-07-34-23-respectively
2015-11-15,Technical Analysis: Agricultural Development Bank Ltd.,https://www.sharesansar.com/newsdetail/technical-analysis-agricultural-development-bank-ltd
2015-11-10,Options available to ADBL to reach Rs 4 arba by the end of this fiscal year,https://www.sharesansar.com/newsdetail/options-available-to-adbl-to-reach-rs-4-arba-by-the-end-of-this-fiscal-year
2015-10-13,ADBL rises by whopping 7.07 % although market nosedived by 18.18 points; Broker no. 56 buys ADBL shares worth Rs 92.59 lakhs,https://www.sharesansar.com/newsdetail/adbl-rises-by-whopping-7-07-although-market-nosedived-by-18-18-points-broker-no-56-buys-adbl-shares-worth-rs-92-59-lakhs
2015-10-08,Notice from NRB causes ADBL to hit circuit; NRB bars BFIs to include Preference shares in capital plan,https://www.sharesansar.com/newsdetail/notice-from-nrb-causes-adbl-to-hit-circuit-nrb-bars-bfis-to-include-preference-shares-in-capital-plan
2015-10-08,NRB disallows preference shares in capital plan; Nabil & ADBL needs extra Rs 2 arba & Rs 4.58 arba respectively to reach Rs 8 arba,https://www.sharesansar.com/newsdetail/nrb-disallows-preference-shares-in-capital-plan-nabil-adbl-needs-rs-2-arba-rs-6-47-arba-respectively-to-reach-rs-8-arba
2015-10-07,3 state-backed banks reopen,https://www.sharesansar.com/newsdetail/3-state-backed-banks-reopen
2015-10-05,Retiring staff account for big chunk of Staff expense in ADBL,https://www.sharesansar.com/newsdetail/retiring-staff-account-for-big-chunk-of-staff-expense-in-adbl
2015-10-03,Listing of bonus shares of ADBL likely to happen between Dashain & Tihar,https://www.sharesansar.com/newsdetail/listing-of-bonus-shares-of-adbl-likely-to-happen-between-dashain-tihar
2015-10-02,NAV of NIBL Sambriddhi Fund-1 rises to Rs 11.47; highest shares of ADBL,https://www.sharesansar.com/newsdetail/nav-of-nibl-sambriddhi-fund-1-rises-to-rs-11-47-highest-shares-of-adbl
2015-09-29,It's confirmed current paid up capital of ADBL is Rs 9.86 arba; highest among BFI's,https://www.sharesansar.com/newsdetail/current-paid-up-capital-of-adbl-is-rs-9-86-arba
2015-08-17,31 companies including 22 Commercial Banks will transact in Demat form from today,https://www.sharesansar.com/newsdetail/31-companies-including-22-commercial-banks-will-transact-in-demat-form-from-today
2015-08-17,"Despite of Heavy staff expenses & huge provision, ADBL able to grow its profit by 23.37% to Rs 1.87 arba",https://www.sharesansar.com/newsdetail/despite-of-heavy-staff-expenses-huge-provision-adbl-able-to-grow-its-profit-by-23-37-to-rs-1-87-arba
2015-07-27,ADBL distributing 7% bonus share certificate & 8% cash dividend warrant from today,https://www.sharesansar.com/newsdetail/adbl-distributing-7-bonus-share-certificate-8-cash-dividend-warrant-from-today
2015-07-24,Finally ADBL distributing 7% bonus share certificate & 8% cash dividend warrant from Shrawan 11,https://www.sharesansar.com/newsdetail/finally-adbl-distributing-7-bonus-share-certificate-8-cash-dividend-warrant-from-shrawan-11
2015-07-24,List of current paid up capital of Commercial Banks,https://www.sharesansar.com/newsdetail/list-of-current-paid-up-capital-of-commercial-banks
2015-06-14,8th AGM of ADBL elects 4 BoD members representing public shareholders,https://www.sharesansar.com/newsdetail/8th-agm-of-adbl-elects-4-bod-members-representing-public-shareholders
2015-05-14,Agricultural Development Bank Q3 profit rises 26.34%,https://www.sharesansar.com/newsdetail/agricultural-development-bank-q3-profit-rises-26-34
2015-04-16,ADBL 8th AGM on Baishakh 26; Investors who bought today can claim the Div.,https://www.sharesansar.com/newsdetail/adbl-8th-agm-on-baishakh-26-investors-who-bought-today-can-claim-the-div
2015-04-12,ADBL 8th AGM on Baishakh 26; BoD offers 15.79% dividend; 6% cash for preferential shareholders,https://www.sharesansar.com/newsdetail/adbl-8th-agm-on-baishakh-26-bod-offers-15-79-dividend-6-cash-for-preferential-shareholders
2015-03-10,Will Agricultural Development Bank ever find a strategic partner?,https://www.sharesansar.com/newsdetail/will-agricultural-development-bank-ever-find-a-strategic-partner
2015-01-29,Agricultural Dev. Bank announces 7% bonus and 8% Cash,https://www.sharesansar.com/newsdetail/agricultural-dev-bank-announces-7-bonus-and-8-cash
2015-01-27,Sitaula’s selection as ADBL chief upheld,https://www.sharesansar.com/newsdetail/sitaulas-selection-as-adbl-chief-upheld
2015-01-19,"City Express, ADBL in remittance pact",https://www.sharesansar.com/newsdetail/city-express-adbl-in-remittance-pact
2014-12-15,Sitaula appointed ADBL chief executive,https://www.sharesansar.com/newsdetail/sitaula-appointed-adbl-chief-executive
2014-12-02,14 individuals apply for top ADBL post,https://www.sharesansar.com/newsdetail/14-individuals-apply-for-top-adbl-post
2014-11-16,"Agricultural Dev. profit remains stagnant, able to earn Rs 21.50 crore in Q1",https://www.sharesansar.com/newsdetail/agricultural-dev-profit-remains-stagnant-able-to-earn-rs-21-50-crore-in-q1
2014-10-28,Youths aged 21-45 eligible for agri loans,https://www.sharesansar.com/newsdetail/youths-aged-21-45-eligible-for-agri-loans
2014-10-21,Upadhyay appointed ADB officiating CEO,https://www.sharesansar.com/newsdetail/upadhyay-appointed-adb-officiating-ceo
2014-10-20,"Citing poor performance, ADBL board fires CEO Budhathoki",https://www.sharesansar.com/newsdetail/citing-poor-performance-adbl-board-fires-ceo-budhathoki
2014-08-31,State-owned banks reinstating branches to regain lost market,https://www.sharesansar.com/newsdetail/state-owned-banks-reinstating-branches-to-regain-lost-market
2014-08-21,"What’s wrong with ADBL? Nothing, say officials; shareholders not convinced",https://www.sharesansar.com/newsdetail/whats-wrong-with-adbl-nothing-say-officials-shareholders-not-convinced
2014-08-15,"Heavy expenses on ADBL’s staff squeezes bank profit, profit falls 34%",https://www.sharesansar.com/newsdetail/heavy-expenses-on-adbls-staff-squeezes-bank-profit-profit-falls-34
2014-07-08,ADBL posts highest growth among banks -- net profit to cross Rs 3 arba by Q4,https://www.sharesansar.com/newsdetail/adbl-posts-highest-growth-among-banks-net-profit-to-cross-rs-3-arba-by-q4
2014-06-29,25 world class banks interested in strategic partnership with ADBL,https://www.sharesansar.com/newsdetail/25-world-class-banks-interested-in-strategic-partnership-with-adbl
2014-06-26,Search for strategic partner for ADBL comes a cropper,https://www.sharesansar.com/newsdetail/search-for-strategic-partner-for-adbl-comes-a-cropper
2014-06-13,ADBL’s EoI for strategic partnership in July; deal expected at high premium rate,https://www.sharesansar.com/newsdetail/adbls-eoi-for-strategic-partnership-in-july-deal-expected-at-high-premium-rate
2014-06-04,ADBL starts distributing 31.58% percent dividend,https://www.sharesansar.com/newsdetail/adbl-starts-distributing-31-58-percent-dividend
2014-06-03,"LBL starts distributing bonus shares, ADBL to dole out dividend tomorrow",https://www.sharesansar.com/newsdetail/lbl-starts-distributing-bonus-shares-adbl-to-dole-out-dividend-tomorrow
2014-06-02,"LBL to distribute bonus shares tomorrow, ADBL to dole out dividend from Wednesday",https://www.sharesansar.com/newsdetail/lbl-to-distribute-bonus-shares-tomorrow-adbl-to-dole-out-dividend-from-wednesday
2014-05-25,ADBL endorses 31.58% dividend; to bring strategic partner by September,https://www.sharesansar.com/newsdetail/adbl-endorses-31-58-dividend-to-bring-strategic-partner-by-september
2014-05-23,AGM of ADBL today to endorse 31.58% dividend,https://www.sharesansar.com/newsdetail/agm-of-adbl-today-to-endorse-31-58-dividend
2014-05-15,"Stemmed by provisioning of Rs 95 crore, ADBL’s profit dips by 18 % in Q3",https://www.sharesansar.com/newsdetail/stemmed-by-provisioning-of-rs-95-crore-adbls-profit-dips-by-18-in-q3
2014-04-30,Last day to clinch 31.58% cash dividend of undervalued ADBL scrip,https://www.sharesansar.com/newsdetail/last-day-to-clinch-31-58-cash-dividend-of-undervalued-adbl-scrip
2014-04-25,ADBL AGM on May 23; stock remains undervalued despite huge returns,https://www.sharesansar.com/newsdetail/adbl-agm-on-may-23-stock-remains-undervalued-despite-huge-returns
2014-04-22,Govt proposes CCB to buy stake in ADBL,https://www.sharesansar.com/newsdetail/govt-proposes-ccb-to-buy-stake-in-adbl
2014-04-22,Reality Check: Why ADBL is one of the most undervalued stocks?,https://www.sharesansar.com/newsdetail/reality-check-why-adbl-is-one-of-the-most-undervalued-stocks
2014-03-26,NRB endorses 31.58% dividend pledged by ADBL; BoD to announce AGM shortly,https://www.sharesansar.com/newsdetail/nrb-endorses-31-58-dividend-pledged-by-adbl-bod-to-announce-agm-shortly
2014-03-24,Expect the central bank to approve ADBL dividend within a week: Officials,https://www.sharesansar.com/newsdetail/expect-the-central-bank-to-approve-adbl-dividend-within-a-week-officials
2014-03-12,When can shareholders expect dividends from the remaining banks?,https://www.sharesansar.com/newsdetail/when-can-shareholders-expect-dividends-from-the-remaining-banks
2014-02-12,"ADBL’s profit dips by 15.7 % in Q2; Kumari Bank, too, reports profit drop of 36.45%",https://www.sharesansar.com/newsdetail/adbls-profit-dips-by-15-7-in-q2-kumari-bank-too-reports-profit-drop-of-36-45
2014-02-10,ADBL pledges huge cash dividend of 31.58 percent,https://www.sharesansar.com/newsdetail/adbl-pledges-huge-cash-dividend-of-31-58-percent
2014-01-27,"ADBL heads for strategic partnership, Baker Tilly to hold special audit",https://www.sharesansar.com/newsdetail/adbl-heads-for-strategic-partnership-baker-tilly-to-hold-special-audit
2014-01-24,"ADBL closing above Rs.500, bullish",https://www.sharesansar.com/newsdetail/adbl-closing-above-rs-500-bullish
2014-01-22,Govt will lower its stake in ADBL; Finance Minister,https://www.sharesansar.com/newsdetail/govt-will-lower-its-stake-in-adbl-finance-minister
2014-01-20,ADBL to seek strategic partnership by Sept; expect impressive dividend,https://www.sharesansar.com/newsdetail/adbl-to-seek-strategic-partnership-by-sept-expect-impressive-dividend
2014-01-07,ADBL expected to give around 30% dividend; all eyes on its anniversary,https://www.sharesansar.com/newsdetail/adbl-expected-to-give-around-30-dividend-all-eyes-on-its-anniversary
2013-11-15,ADBL posts marginal profit of 6.3% despite good interest income — due to massive provisioning of Rs 48 crore,https://www.sharesansar.com/newsdetail/adbl-posts-marginal-profit-of-6-3-despite-good-interest-income-due-to-massive-provisioning-of-rs-48-crore
2013-11-15,Agricultural Development Bank Limited has posted net profit of Rs.237.07 million and published its 1st quarter company analysis of the fiscal year 2070/71.,https://www.sharesansar.com/newsdetail/agricultural-development-bank-limited-has-posted-net-profit-of-rs-237-07-million-and-published-its-1st-quarter-company-analysis-of-the-fiscal-year-207071
2013-09-08,"Agricultural Development Bank Limited has listed its 15,55,000 units which were allocated to the bank employees in NEPSE for trading.",https://www.sharesansar.com/newsdetail/agricultural-development-bank-limited-has-listed-its-1555000-units-which-were-allocated-to-the-bank-employees-in-nepse-for-trading
2013-08-28,Farm loans issued by ADBL up over two-fold to Rs 8 billion,https://www.sharesansar.com/newsdetail/farm-loans-issued-by-adbl-up-over-two-fold-to-rs-8-billion
2013-08-14,Agricultural Development Bank Limited has posted net profit of Rs.2259.94 million and published it's 4th quarter company analysis of the fiscal year 2069/70.,https://www.sharesansar.com/newsdetail/agricultural-development-bank-limited-has-posted-net-profit-of-rs-2259-94-million-and-published-its-4th-quarter-company-analysis-of-the-fiscal-year-206970
2013-08-08,Agriculture Development Bank Limited has published its 6th AGM minute.,https://www.sharesansar.com/newsdetail/agriculture-development-bank-limited-has-published-its-6th-agm-minute
2013-07-11,ADB AGM concludes; no dividends for shareholders,https://www.sharesansar.com/newsdetail/adb-agm-concludes-no-dividends-for-shareholders
2013-06-17,"Agriculture Development Bank Limited has announced its 6th AGM going to be held on (26th Ashad, 2070) and published its financial highlights of the fiscal year 2068/69.",https://www.sharesansar.com/newsdetail/agriculture-development-bank-limited-has-announced-its-6th-agm-going-to-be-held-on-26th-ashad-2070-and-published-its-financial-highlights-of-the-fiscal-year-206869
2013-06-12,Agricultural Development Bank cash dividend plan in limbo,https://www.sharesansar.com/newsdetail/agricultural-development-bank-cash-dividend-plan-in-limbo
2013-05-10,Agriculture Development Bank Limited has posted net profit of Rs.945.37 million and published its 3rd quarter company analysis of the fiscal year 2069/70.,https://www.sharesansar.com/newsdetail/agriculture-development-bank-limited-has-posted-net-profit-of-rs-945-37-million-and-published-its-3rd-quarter-company-analysis-of-the-fiscal-year-206970
2013-05-08,FM Koirala visits ADBL,https://www.sharesansar.com/newsdetail/fm-koirala-visits-adbl
2013-05-06,Agricultural Development Bank to give dividend,https://www.sharesansar.com/newsdetail/agricultural-development-bank-to-give-dividend
2013-03-18,ADBL starts forex service,https://www.sharesansar.com/newsdetail/adbl-starts-forex-service
2013-03-07,ADBL opens branch,https://www.sharesansar.com/newsdetail/adbl-opens-branch
2013-02-10,Agricultural Development Bank Limited has posted net profit of Rs.546.35 million and published its 2nd quarter company analysis of the fiscal year 2069/70.,https://www.sharesansar.com/newsdetail/agricultural-development-bank-limited-has-posted-net-profit-of-rs-546-35-million-and-published-its-2nd-quarter-company-analysis-of-the-fiscal-year-206970
2013-01-24,"ADBL, CFS join hands",https://www.sharesansar.com/newsdetail/adbl-cfs-join-hands
2013-01-21,Agriculture Dev Bank brings down NPL to 6pc as of mid Dec,https://www.sharesansar.com/newsdetail/agriculture-dev-bank-brings-down-npl-to-6pc-as-of-mid-dec
2013-01-19,ADBL to raise profit before tax by 220%,https://www.sharesansar.com/newsdetail/adbl-to-raise-profit-before-tax-by-220
2013-01-12,CIB nabs corruption convict,https://www.sharesansar.com/newsdetail/cib-nabs-corruption-convict
2012-11-18,Agricultural Development Bank Limited has posted net profit Rs. 307.12 million and published its 1st quarter company analysis of the fiscal year 2069/70.,https://www.sharesansar.com/newsdetail/agricultural-development-bank-limited-has-posted-net-profit-rs-307-12-million-and-published-its-1st-quarter-company-analysis-of-the-fiscal-year-206970
2012-09-12,Agriculture Development Strategy (ADS): Work resumes on drafting 10-year farm plan,https://www.sharesansar.com/newsdetail/agriculture-development-strategy-ads-work-resumes-on-drafting-10-year-farm-plan
2012-09-08,Israel extends help to Nepali agriculture sector,https://www.sharesansar.com/newsdetail/israel-extends-help-to-nepali-agriculture-sector
2012-08-25,ADBN to pay dividends from Rs 1.8b profit,https://www.sharesansar.com/newsdetail/adbn-to-pay-dividends-from-rs-1-8b-profit
2012-08-16,Agricultural Development Bank Limited has posted net profit of Rs 1861.03 million and published its 4th quarter company analysis of the fiscal year 2068/69.,https://www.sharesansar.com/newsdetail/agricultural-development-bank-limited-has-posted-net-profit-of-rs-1861-03-million-and-published-its-4th-quarter-company-analysis-of-the-fiscal-year-206869
2012-08-08,328 apply for VRS launched by ADBL,https://www.sharesansar.com/newsdetail/328-apply-for-vrs-launched-by-adbl
2012-08-03,ADBL to launch VRS on Sunday,https://www.sharesansar.com/newsdetail/adbl-to-launch-vrs-on-sunday
2012-06-04,Committee demands Rs 15m to initiate ADBL divestment process,https://www.sharesansar.com/newsdetail/committee-demands-rs-15m-to-initiate-adbl-divestment-process
2012-05-21,Agricultural Development Bank Limited has published its 5th AGM approved audited financial highlights of the fiscal year 2067/68.,https://www.sharesansar.com/newsdetail/agricultural-development-bank-limited-has-published-its-5th-agm-approved-audited-financial-highlights-of-the-fiscal-year-206768
2012-05-10,Agricultural Development Bank Limited has posted net profit of Rs.1145.94 million and published its third quarter company analysis of the fiscal year 2068/69.,https://www.sharesansar.com/newsdetail/agricultural-development-bank-limited-has-posted-net-profit-of-rs-1145-94-million-and-published-its-third-quarter-company-analysis-of-the-fiscal-year-206869
2012-04-09,Agriculture Dev Bank to divest shares next year,https://www.sharesansar.com/newsdetail/agriculture-dev-bank-to-divest-shares-next-year
2012-04-02,ADBL divestment process gains momentum,https://www.sharesansar.com/newsdetail/adbl-divestment-process-gains-momentum
2012-03-29,Tech committee formed to divest ADBL stake,https://www.sharesansar.com/newsdetail/tech-committee-formed-to-divest-adbl-stake
2012-03-23,Agricultural Development Bank Limited has announced its 5th Annual General Meeting going to be held on 11th Baisakh 2068.,https://www.sharesansar.com/newsdetail/agricultural-development-bank-limited-has-announced-its-5th-annual-general-meeting-going-to-be-held-on-11th-baisakh-2068
2012-03-23,Agricultural Development Bank Limited has published its audited financial highlights of fiscal year 2067/68.,https://www.sharesansar.com/newsdetail/agricultural-development-bank-limited-has-published-its-audited-financial-highlights-of-fiscal-year-206768
2012-02-09,Agricultural Development Bank Limited has posted net profit of Rs.688.26 and published its second quarter company analysis of the fiscal year 2068/69.,https://www.sharesansar.com/newsdetail/agricultural-development-bank-limited-has-posted-net-profit-of-rs-688-26-and-published-its-second-quarter-company-analysis-of-the-fiscal-year-206869
2012-01-26,ADBN may face NRB music for not getting deposits insured,https://www.sharesansar.com/newsdetail/adbn-may-face-nrb-music-for-not-getting-deposits-insured
2012-01-20,ADBL to give bonus from next year,https://www.sharesansar.com/newsdetail/adbl-to-give-bonus-from-next-year
2011-11-28,Budhathoki new CEO of ADBL,https://www.sharesansar.com/newsdetail/budhathoki-new-ceo-of-adbl
2011-11-21,ADBL appoints consultant to start divestment process,https://www.sharesansar.com/newsdetail/adbl-appoints-consultant-to-start-divestment-process
2011-11-15,Agriculture Development Bank Limited has posted net profit of Rs.285.42 million and published its first quarter company analysis of the fiscal year 2068/69.,https://www.sharesansar.com/newsdetail/agriculture-development-bank-limited-has-posted-net-profit-of-rs-285-42-million-and-published-its-first-quarter-company-analysis-of-the-fiscal-year-206869
