S.N.,Date,Open,High,Low,Close,% Change,Qty,Turnover
1,2014-09-07,0.0,250.0,250.0,250.0,0.0,10.0,2500.0
2,2014-09-11,250.0,275.0,255.0,275.0,0.0,130.0,34050.0
3,2014-09-15,275.0,302.0,280.0,302.0,0.0,290.0,86980.0
4,2014-09-16,302.0,308.0,296.0,296.0,0.0,40.0,12140.0
5,2014-09-17,296.0,300.0,290.0,291.0,0.0,96.0,28325.0
6,2014-09-18,291.0,300.0,291.0,295.0,0.0,270.0,80000.0
7,2014-09-21,295.0,291.0,271.0,271.0,0.0,564.0,159645.0
8,2014-09-22,271.0,276.0,273.0,273.0,0.0,143.0,39258.0
9,2014-09-23,273.0,275.0,270.0,270.0,0.0,253.0,68753.0
10,2014-09-24,270.0,275.0,268.0,275.0,0.0,120.0,32490.0
11,2014-09-28,275.0,278.0,278.0,278.0,0.0,10.0,2780.0
12,2014-09-29,278.0,273.0,273.0,273.0,0.0,60.0,16380.0
13,2014-09-30,273.0,286.0,278.0,286.0,0.0,83.0,23360.0
14,2014-10-08,286.0,286.0,281.0,286.0,0.0,75.0,21135.0
15,2014-10-09,286.0,288.0,285.0,288.0,0.0,66.0,18886.0
16,2014-10-12,288.0,284.0,283.0,284.0,0.0,65.0,18405.0
17,2014-10-13,284.0,285.0,280.0,285.0,0.0,30.0,8500.0
18,2014-10-14,285.0,313.0,284.0,313.0,0.0,2544.0,777466.0
19,2014-10-15,313.0,335.0,307.0,307.0,0.0,552.0,174920.0
20,2014-10-16,307.0,321.0,301.0,316.0,0.0,530.0,166395.0
21,2014-10-19,316.0,347.0,320.0,347.0,0.0,220.0,73779.0
22,2014-10-20,347.0,351.0,340.0,351.0,0.0,235.0,81156.0
23,2014-10-21,351.0,375.0,358.0,375.0,0.0,419.0,152910.0
24,2014-10-22,375.0,397.0,382.0,397.0,0.0,315.0,121931.0
25,2014-10-26,397.0,410.0,400.0,400.0,0.0,360.0,145249.0
26,2014-10-27,400.0,405.0,398.0,399.0,0.0,142.0,57190.0
27,2014-10-28,399.0,438.0,390.0,438.0,0.0,369.0,150236.0
28,2014-10-30,438.0,430.0,417.0,417.0,0.0,296.0,126100.0
29,2014-11-02,417.0,422.0,420.0,422.0,0.0,40.0,16820.0
30,2014-11-03,422.0,425.0,406.0,425.0,0.0,326.0,136001.0
31,2014-11-05,425.0,430.0,426.0,426.0,0.0,196.0,83988.0
32,2014-11-06,426.0,428.0,418.0,420.0,0.0,206.0,86610.0
33,2014-11-09,420.0,412.0,397.0,410.0,0.0,2120.0,856990.0
34,2014-11-10,410.0,442.0,418.0,442.0,0.0,70.0,30140.0
35,2014-11-11,442.0,458.0,434.0,458.0,0.0,259.0,115235.0
36,2014-11-13,458.0,470.0,449.0,470.0,0.0,134.0,60854.0
37,2014-11-16,470.0,475.0,432.0,432.0,0.0,953.0,448296.0
38,2014-11-17,432.0,424.0,391.0,398.0,0.0,1046.0,414550.0
39,2014-11-18,398.0,406.0,395.0,406.0,0.0,318.0,126789.0
40,2014-11-19,406.0,422.0,400.0,422.0,0.0,199.0,81240.0
41,2014-11-20,422.0,422.0,416.0,418.0,0.0,951.0,399472.0
42,2014-11-24,418.0,410.0,410.0,410.0,0.0,10.0,4100.0
43,2014-11-25,410.0,418.0,410.0,418.0,0.0,30.0,12460.0
44,2014-11-30,418.0,440.0,426.0,440.0,0.0,178.0,76666.0
45,2014-12-01,440.0,465.0,440.0,465.0,0.0,130.0,58430.0
46,2014-12-07,465.0,456.0,447.0,447.0,0.0,33.0,14841.0
47,2014-12-08,447.0,439.0,423.0,423.0,0.0,40.0,17320.0
48,2014-12-09,423.0,415.0,401.0,401.0,0.0,115.0,46812.0
49,2014-12-10,401.0,409.0,401.0,402.0,0.0,132.0,53184.0
50,2014-12-11,402.0,410.0,410.0,410.0,0.0,10.0,4100.0
51,2014-12-14,410.0,402.0,402.0,402.0,0.0,30.0,12060.0
52,2014-12-17,402.0,400.0,400.0,400.0,0.0,81.0,32400.0
53,2014-12-18,400.0,400.0,392.0,392.0,0.0,101.0,40230.0
