S.N.,Date,Open,High,Low,Close,% Change,Qty,Turnover
1,2015-01-05,0.0,0.0,0.0,0.0,0.0,126262.0,12626200.0
2,2015-01-08,140.0,140.0,140.0,140.0,0.0,285854.0,40019560.0
3,2015-01-11,140.0,0.0,0.0,140.0,0.0,153819.0,16150995.0
4,2015-01-12,140.0,138.0,138.0,138.0,0.0,73958.0,10206204.0
5,2015-01-19,138.0,136.0,132.0,132.0,0.0,6000.0,800000.0
6,2015-01-20,132.0,126.0,122.0,122.0,0.0,23193.0,2873546.0
7,2015-01-22,122.0,116.0,112.0,112.0,0.0,9000.0,1022000.0
8,2015-01-25,112.0,107.0,103.0,103.0,0.0,21000.0,2209000.0
9,2015-01-26,103.0,101.0,100.0,100.0,0.0,35686.0,3577793.0
10,2015-01-27,100.0,100.0,100.0,100.0,0.0,2228456.0,222845600.0
11,2015-02-22,100.0,0.0,0.0,100.0,0.0,43790.0,5035850.0
12,2015-02-26,100.0,110.0,102.0,110.0,0.0,126774.0,13365868.0
13,2015-03-01,110.0,118.0,112.0,118.0,0.0,22036.0,2531638.0
14,2015-03-02,118.0,122.0,120.0,122.0,0.0,25000.0,3030000.0
15,2015-03-04,122.0,132.0,124.0,132.0,0.0,70386.0,9039794.0
16,2015-03-09,132.0,136.0,134.0,136.0,0.0,13000.0,1760000.0
17,2015-04-01,136.0,140.0,138.0,140.0,0.0,100000.0,13900000.0
18,2015-04-09,140.0,0.0,0.0,140.0,0.0,38925.0,4671000.0
19,2015-04-13,140.0,146.0,142.0,146.0,0.0,427203.0,61595080.0
20,2015-05-24,146.0,146.0,146.0,146.0,0.0,425741.0,62158184.0
21,2015-05-25,146.0,148.0,148.0,148.0,0.0,17317.0,2562916.0
22,2015-06-08,148.0,148.0,148.0,148.0,0.0,72935.0,10794380.0
23,2015-06-23,148.0,150.0,150.0,150.0,0.0,49041.0,7356150.0
24,2015-06-28,150.0,150.0,150.0,150.0,0.0,42234.0,6335100.0
25,2015-06-30,150.0,150.0,150.0,150.0,0.0,114819.0,17222850.0
26,2015-07-08,150.0,150.0,150.0,150.0,0.0,3076.0,461400.0
27,2015-07-14,150.0,150.0,150.0,150.0,0.0,486562.0,72984304.0
28,2015-07-15,150.0,150.0,150.0,150.0,0.0,327112.0,49066800.0
29,2015-07-22,150.0,150.0,150.0,150.0,0.0,19462.0,2919300.0
30,2015-07-23,150.0,147.0,147.0,147.0,0.0,7998.0,1175706.0
31,2015-07-29,147.0,149.0,149.0,149.0,0.0,446664.0,66552936.0
32,2015-08-03,149.0,150.0,150.0,150.0,0.0,65199.0,9779850.0
33,2015-08-06,150.0,151.0,151.0,151.0,0.0,12164.0,1836764.0
34,2015-08-12,151.0,154.0,154.0,154.0,0.0,72500.0,11165000.0
35,2015-09-24,154.0,157.0,157.0,157.0,0.0,31994.0,5023058.0
36,2015-09-29,157.0,0.0,0.0,157.0,0.0,31994.0,4831094.0
37,2017-01-16,205.0,201.0,201.0,201.0,0.0,1016306.0,204277504.0
