S.N.,Date,Open,High,Low,Close,% Change,Qty,Turnover
1,2015-12-09,339.0,372.0,345.0,372.0,0.0,90.0,32790.0
2,2015-12-14,372.0,386.0,379.0,386.0,0.0,20.0,7650.0
3,2015-12-21,386.0,424.0,393.0,424.0,0.0,50.0,20410.0
4,2016-01-10,424.0,466.0,432.0,466.0,0.0,440.0,204150.0
5,2016-01-11,466.0,512.0,475.0,512.0,0.0,60.0,29780.0
6,2016-01-12,512.0,563.0,522.0,563.0,0.0,170.0,94670.0
7,2016-01-13,563.0,619.0,574.0,619.0,0.0,60.0,36000.0
8,2016-01-14,619.0,680.0,631.0,680.0,0.0,90.0,59970.0
9,2016-04-12,680.0,714.0,714.0,714.0,0.0,10.0,7140.0
10,2016-05-03,714.0,728.0,728.0,728.0,0.0,10.0,7280.0
11,2016-05-11,728.0,764.0,764.0,764.0,0.0,10.0,7640.0
12,2016-05-16,764.0,779.0,779.0,779.0,0.0,10.0,7790.0
13,2016-05-25,779.0,817.0,817.0,817.0,0.0,10.0,8170.0
14,2016-05-26,817.0,857.0,857.0,857.0,0.0,10.0,8570.0
15,2016-05-31,857.0,908.0,874.0,908.0,0.0,30.0,26730.0
16,2016-06-02,908.0,944.0,926.0,944.0,0.0,20.0,18700.0
17,2016-06-05,944.0,1000.0,962.0,1000.0,0.0,30.0,29430.0
18,2016-06-08,1000.0,1005.0,1005.0,1005.0,0.0,10.0,10050.0
19,2016-06-13,1005.0,1045.0,1025.0,1045.0,0.0,20.0,20700.0
20,2016-06-16,1045.0,1107.0,1065.0,1107.0,0.0,30.0,32580.0
21,2016-06-28,1107.0,1130.0,1129.0,1130.0,0.0,800.0,903990.0
22,2016-06-30,1130.0,1175.0,1152.0,1175.0,0.0,20.0,23270.0
23,2016-07-03,1175.0,1221.0,1198.0,1221.0,0.0,20.0,24190.0
24,2016-07-04,1221.0,1269.0,1245.0,1269.0,0.0,50.0,62970.0
25,2016-07-13,1269.0,1371.0,1294.0,1371.0,0.0,330.0,435800.0
26,2016-07-14,1371.0,1482.0,1398.0,1482.0,0.0,50.0,72400.0
27,2016-07-17,1482.0,1630.0,1511.0,1630.0,0.0,240.0,374930.0
28,2016-07-18,1630.0,1793.0,1662.0,1793.0,0.0,870.0,1556660.0
29,2016-07-19,1793.0,1972.0,1828.0,1972.0,0.0,120.0,233080.0
30,2016-07-20,1972.0,2169.0,2070.0,2169.0,0.0,300.0,648970.0
31,2016-07-21,2169.0,2385.0,2212.0,2385.0,0.0,640.0,1520870.0
32,2016-07-25,2385.0,2485.0,2150.0,2200.0,0.0,910.0,2019320.0
33,2016-07-26,2200.0,2345.0,2200.0,2300.0,0.0,1670.0,3774440.0
34,2016-07-27,2300.0,2448.0,2300.0,2400.0,0.0,570.0,1355250.0
35,2016-07-28,2400.0,2640.0,2352.0,2640.0,0.0,1060.0,2689140.0
36,2016-07-31,2640.0,2876.0,2588.0,2876.0,0.0,740.0,2041370.0
37,2016-08-01,2876.0,2991.0,2933.0,2933.0,0.0,150.0,442850.0
38,2016-08-02,2933.0,2984.0,2755.0,2825.0,0.0,980.0,2771060.0
39,2016-08-03,2825.0,2800.0,2600.0,2620.0,0.0,500.0,1350300.0
40,2016-08-04,2620.0,2670.0,2591.0,2650.0,0.0,560.0,1473410.0
41,2016-08-07,2650.0,2915.0,2703.0,2915.0,0.0,630.0,1830970.0
42,2016-08-08,2915.0,2930.0,2790.0,2845.0,0.0,150.0,424550.0
43,2016-08-09,2845.0,2901.0,2901.0,2901.0,0.0,10.0,29010.0
44,2016-08-10,2901.0,3029.0,2850.0,3029.0,0.0,580.0,1713350.0
45,2016-08-11,3029.0,3148.0,2990.0,3075.0,0.0,910.0,2796310.0
46,2016-08-14,3075.0,3050.0,2925.0,2980.0,0.0,490.0,1464930.0
47,2016-08-15,2980.0,2921.0,2800.0,2870.0,0.0,210.0,595660.0
48,2016-08-16,2870.0,3110.0,2813.0,3110.0,0.0,460.0,1372040.0
49,2016-08-17,3110.0,3213.0,3050.0,3213.0,0.0,441.0,1374980.0
50,2016-08-21,3213.0,3250.0,3029.0,3063.0,0.0,280.0,873150.0
51,2016-08-22,3063.0,3079.0,2930.0,2930.0,0.0,60.0,179080.0
52,2016-08-23,2930.0,2980.0,2875.0,2900.0,0.0,620.0,1820360.0
53,2016-08-24,2900.0,2958.0,2844.0,2926.0,0.0,70.0,203030.0
54,2016-08-28,2926.0,2950.0,2868.0,2950.0,0.0,150.0,437180.0
55,2016-08-29,2950.0,3009.0,2891.0,2900.0,0.0,260.0,769080.0
56,2016-08-30,2900.0,3077.0,2958.0,3020.0,0.0,610.0,1852350.0
57,2016-08-31,3020.0,3250.0,3070.0,3185.0,0.0,690.0,2184850.0
58,2016-09-01,3185.0,3185.0,3150.0,3150.0,0.0,100.0,317900.0
59,2016-09-03,3150.0,3200.0,3092.0,3150.0,0.0,350.0,1099460.0
60,2016-09-04,3150.0,3200.0,3092.0,3150.0,0.0,350.0,1099460.0
61,2016-09-05,3150.0,3250.0,3087.0,3233.0,0.0,450.0,1446600.0
62,2016-09-06,3233.0,3250.0,3060.0,3107.0,0.0,551.0,1767460.0
63,2016-09-07,3107.0,3308.0,3093.0,3242.0,0.0,330.0,1065510.0
64,2016-09-08,3242.0,3325.0,3210.0,3230.0,0.0,390.0,1272280.0
65,2016-09-11,3230.0,3250.0,3170.0,3233.0,0.0,90.0,290160.0
66,2016-09-12,3233.0,3350.0,3250.0,3350.0,0.0,180.0,593200.0
67,2016-09-14,3350.0,3685.0,3332.0,3685.0,0.0,740.0,2621690.0
68,2016-09-18,3685.0,4053.0,3461.0,4053.0,0.0,731.0,2888990.0
69,2016-09-20,4053.0,4458.0,4134.0,4458.0,0.0,1730.0,7704380.0
70,2016-09-21,4458.0,4729.0,4300.0,4474.0,0.0,1270.0,5617320.0
71,2016-09-22,4474.0,4508.0,4275.0,4280.0,0.0,845.0,3680880.0
72,2016-09-25,4280.0,4195.0,3901.0,4005.0,0.0,1150.0,4583840.0
73,2016-09-26,4005.0,4265.0,3920.0,4100.0,0.0,370.0,1506200.0
74,2016-09-27,4100.0,4166.0,4001.0,4166.0,0.0,270.0,1089910.0
75,2016-09-28,4166.0,4085.0,4000.0,4000.0,0.0,170.0,687090.0
76,2016-09-29,4000.0,4070.0,4000.0,4025.0,0.0,530.0,2147920.0
77,2016-10-02,4025.0,4050.0,3860.0,3920.0,0.0,240.0,940220.0
78,2016-10-03,3920.0,3874.0,3844.0,3845.0,0.0,260.0,1001710.0
79,2016-10-04,3845.0,3875.0,3845.0,3875.0,0.0,500.0,1930500.0
80,2016-10-05,3875.0,3875.0,3830.0,3875.0,0.0,300.0,1160800.0
81,2016-10-06,3875.0,3855.0,3855.0,3855.0,0.0,40.0,154200.0
82,2016-10-16,3855.0,3920.0,3920.0,3920.0,0.0,10.0,39200.0
83,2016-10-17,3920.0,3842.0,3691.0,3691.0,0.0,60.0,223720.0
84,2016-10-20,3691.0,3839.0,3691.0,3839.0,0.0,40.0,151330.0
