S.N.,Date,Open,High,Low,Close,% Change,Qty,Turnover
1,2013-03-05,0.0,333.0,333.0,333.0,0.0,80.0,26640.0
2,2013-11-14,0.0,620.0,620.0,620.0,0.0,31500.0,19530000.0
3,2014-01-01,620.0,620.0,620.0,620.0,0.0,8580.0,5319600.0
4,2014-01-14,620.0,608.0,608.0,608.0,0.0,11500.0,6992000.0
5,2014-01-16,608.0,620.0,620.0,620.0,0.0,17160.0,10639200.0
6,2014-03-06,620.0,620.0,620.0,620.0,0.0,8580.0,5319600.0
7,2014-04-20,620.0,608.0,608.0,608.0,0.0,3500.0,2128000.0
8,2014-04-29,608.0,620.0,620.0,620.0,0.0,5000.0,3100000.0
9,2014-05-07,620.0,632.0,632.0,632.0,0.0,5000.0,3160000.0
10,2014-05-22,632.0,644.0,644.0,644.0,0.0,2200.0,1416800.0
11,2014-05-25,644.0,656.0,656.0,656.0,0.0,8580.0,5628480.0
12,2014-05-28,656.0,650.0,650.0,650.0,0.0,52000.0,33800000.0
13,2014-08-19,650.0,650.0,650.0,650.0,0.0,28759.0,18693350.0
14,2014-08-28,650.0,650.0,650.0,650.0,0.0,28759.0,18693350.0
15,2014-10-14,650.0,689.0,663.0,689.0,0.0,1500.0,1014000.0
16,2014-10-15,689.0,730.0,702.0,702.0,0.0,17317.0,12263872.0
17,2014-10-16,702.0,744.0,716.0,744.0,0.0,1500.0,1095000.0
18,2014-10-19,744.0,773.0,758.0,773.0,0.0,1000.0,765500.0
19,2014-10-20,773.0,819.0,788.0,819.0,0.0,1500.0,1205000.0
20,2014-10-21,819.0,851.0,835.0,851.0,0.0,1000.0,843000.0
21,2014-10-22,851.0,902.0,868.0,902.0,0.0,1500.0,1327500.0
22,2014-10-26,902.0,956.0,920.0,956.0,0.0,1500.0,1407000.0
23,2014-10-27,956.0,1000.0,975.0,1000.0,0.0,35583.0,35567500.0
24,2014-12-08,1000.0,1000.0,1000.0,1000.0,0.0,16247.0,16247000.0
25,2014-12-11,1000.0,1000.0,1000.0,1000.0,0.0,3822.0,3822000.0
26,2014-12-14,1000.0,980.0,980.0,980.0,0.0,2660.0,2606800.0
27,2015-01-22,980.0,980.0,980.0,980.0,0.0,1000.0,980000.0
28,2015-03-10,980.0,1078.0,999.0,1078.0,0.0,5000.0,5191000.0
29,2015-03-11,1078.0,1100.0,1090.0,1100.0,0.0,95000.0,104450000.0
30,2015-04-08,1100.0,1100.0,1100.0,1100.0,0.0,40000.0,44000000.0
31,2015-04-15,1100.0,1078.0,1078.0,1078.0,0.0,3000.0,3234000.0
32,2015-04-21,1078.0,1078.0,1078.0,1078.0,0.0,20850.0,22476300.0
33,2015-06-09,1078.0,1057.0,1036.0,1036.0,0.0,5400.0,5657400.0
34,2015-06-17,1036.0,1020.0,1000.0,1000.0,0.0,23000.0,23060000.0
35,2015-07-15,1000.0,1020.0,1000.0,1020.0,0.0,39000.0,39140000.0
36,2015-08-06,1020.0,1025.0,1025.0,1025.0,0.0,50000.0,51250000.0
37,2015-09-10,1025.0,1005.0,1005.0,1005.0,0.0,1620.0,1628100.0
38,2015-09-22,1005.0,1025.0,1025.0,1025.0,0.0,13000.0,13325000.0
39,2016-07-10,1755.0,1755.0,1755.0,1755.0,0.0,2015.0,3536325.0
40,2016-11-16,1755.0,1755.0,1755.0,1755.0,0.0,3120.0,5475600.0
41,2016-11-22,1755.0,1720.0,1686.0,1686.0,0.0,1000.0,1686340.0
42,2016-11-23,1686.0,1686.0,1686.0,1686.0,0.0,8700.0,14668200.0
43,2017-04-25,1375.0,1375.0,1375.0,1375.0,0.0,25000.0,34375000.0
44,2017-07-11,1375.0,1348.0,1250.0,1250.0,0.0,78000.0,97502368.0
45,2017-08-17,1250.0,1225.0,1195.0,1195.0,0.0,28000.0,33460360.0
46,2017-10-16,1195.0,1172.0,1172.0,1172.0,0.0,14042.0,16457224.0
47,2017-10-18,1172.0,1175.0,1175.0,1175.0,0.0,37500.0,44062500.0
48,2018-03-05,715.0,715.0,715.0,715.0,0.0,218.0,155870.0
49,2018-06-17,695.0,695.0,695.0,695.0,0.0,306.0,212670.0
50,2018-06-24,690.0,690.0,690.0,690.0,-0.72,30000.0,20700000.0
51,2018-06-26,700.0,700.0,700.0,700.0,1.45,1560.0,1092000.0
52,2018-10-25,400.0,400.0,400.0,400.0,0.0,1200.0,480000.0
53,2019-03-14,1070.0,1070.0,1070.0,1070.0,167.5,196262.0,210000336.0
54,2020-07-06,323.0,323.0,323.0,323.0,-69.81,8500.0,2745500.0
55,2020-10-01,418.0,418.0,418.0,418.0,0.0,10000.0,4180000.0
56,2020-10-14,418.0,418.0,418.0,418.0,0.0,814.0,340252.0
57,2021-04-19,636.0,636.0,636.0,636.0,0.0,10000.0,6360000.0
58,2021-06-20,636.0,636.0,636.0,636.0,0.0,78426.0,36851329.0
59,2021-07-25,636.0,636.0,636.0,636.0,0.0,2680.0,1539960.0
60,2021-09-21,636.0,636.0,636.0,636.0,0.0,5500.0,3498000.0
61,2022-02-24,591.0,591.0,591.0,591.0,0.0,5647.0,3337377.0
62,2022-03-02,591.0,591.0,591.0,591.0,0.0,47942.0,19308445.0
63,2022-03-07,591.0,591.0,591.0,591.0,0.0,32430.0,14199873.0
64,2022-09-14,300.0,300.0,300.0,300.0,0.0,6162.0,616200.0
65,2022-11-16,311.7,311.7,305.5,305.5,1.83,13693.0,4225656.7
66,2022-11-17,299.4,299.4,299.4,299.4,-2.0,13693.0,4099684.2
67,2022-11-22,293.5,293.5,293.5,293.5,-1.97,18257.0,5358429.5
68,2024-11-28,293.5,293.5,293.5,293.5,0.0,15945.0,2999892.3
69,2025-02-10,293.5,293.5,293.5,293.5,0.0,16187.0,3653405.9
70,2025-04-13,343.0,343.0,343.0,343.0,0.0,320932.0,110079676.0
71,2026-01-27,321.0,321.0,321.0,321.0,0.0,100000.0,32100000.0
72,2026-02-01,321.0,321.0,321.0,321.0,0.0,59900.0,19227900.0
73,2026-02-16,321.0,321.0,321.0,321.0,0.0,100.0,32100.0
