Date_Stock,Close,Date_News,Sentiment_Score,Prediction,Decayed_Sentiment,Decayed_Prediction
2025-08-12,280.5,,0.0,Neutral,0.0,Neutral
2025-03-16,370.0,,0.0,Neutral,0.0,Neutral
2025-02-16,370.0,,0.0,Neutral,0.0,Neutral
2024-07-08,370.0,,0.0,Neutral,0.0,Neutral
2024-05-05,300.0,,0.0,Neutral,0.0,Neutral
2023-09-17,349.0,,0.0,Neutral,0.0,Neutral
2023-05-23,292.0,,0.0,Neutral,0.0,Neutral
2023-05-22,292.0,,0.0,Neutral,0.0,Neutral
2023-05-21,292.0,,0.0,Neutral,0.0,Neutral
2022-01-16,447.0,,0.0,Neutral,0.0,Neutral
2022-01-09,447.0,,0.0,Neutral,0.0,Neutral
2021-11-18,447.0,,0.0,Neutral,0.0,Neutral
2021-10-25,447.0,,0.0,Neutral,0.0,Neutral
2021-10-03,447.0,,0.0,Neutral,0.0,Neutral
2021-09-27,447.0,,0.0,Neutral,0.0,Neutral
2021-07-14,447.0,,0.0,Neutral,0.0,Neutral
2021-01-28,295.0,,0.0,Neutral,0.0,Neutral
2020-07-14,275.0,,0.0,Neutral,0.0,Neutral
2019-09-29,132.0,,0.0,Neutral,0.0,Neutral
2018-10-04,240.0,,0.0,Neutral,0.0,Neutral
2018-07-11,308.0,,0.0,Neutral,0.0,Neutral
2018-03-27,360.0,,0.0,Neutral,0.0,Neutral
2018-01-10,360.0,,0.0,Neutral,0.0,Neutral
2018-01-09,360.0,,0.0,Neutral,0.0,Neutral
2018-01-08,380.0,,0.0,Neutral,0.0,Neutral
2018-01-07,401.0,,0.0,Neutral,0.0,Neutral
2018-01-04,425.0,,0.0,Neutral,0.0,Neutral
2017-09-04,600.0,,0.0,Neutral,0.0,Neutral
2016-12-06,650.0,,0.0,Neutral,0.0,Neutral
2016-11-17,650.0,,0.0,Neutral,0.0,Neutral
