Date_Stock,Close,Date_News,Sentiment_Score,Prediction,Decayed_Sentiment,Decayed_Prediction
2023-05-09,367.6,,0.0,Neutral,0.01148359477519985,Neutral
2023-05-08,371.9,2023-05-08,0.0229671895503997,Neutral,0.21524643898010246,Positive
2023-05-07,377.9,,0.0,Neutral,0.3845584988594055,Positive
2023-05-04,379.8,2023-05-04,0.769116997718811,Strongly Positive,0.769116997718811,Strongly Positive
2023-05-03,373.0,,0.0,Neutral,0.0,Neutral
2023-05-02,379.9,,0.0,Neutral,0.18769855797290802,Slightly Positive
2023-04-30,378.9,,0.0,Neutral,0.37539711594581604,Positive
2023-04-27,382.5,2023-04-27,0.7507942318916321,Strongly Positive,0.7507942318916321,Strongly Positive
2023-04-26,382.0,,0.0,Neutral,0.19198401272296906,Slightly Positive
2023-04-25,390.0,,0.0,Neutral,0.3839680254459381,Positive
2023-04-24,386.3,2023-04-24,0.7679360508918762,Strongly Positive,0.7679360508918762,Strongly Positive
2023-04-23,389.8,,0.0,Neutral,0.0,Neutral
2023-04-20,390.0,,0.0,Neutral,0.0,Neutral
2023-04-19,396.0,,0.0,Neutral,0.0,Neutral
2023-04-18,389.9,,0.0,Neutral,0.0,Neutral
2023-04-17,395.0,,0.0,Neutral,0.0,Neutral
2023-04-16,400.0,,0.0,Neutral,0.0,Neutral
2023-04-13,399.0,,0.0,Neutral,0.0,Neutral
2023-04-12,407.8,,0.0,Neutral,0.0,Neutral
2023-04-11,386.0,,0.0,Neutral,0.0,Neutral
2023-04-10,381.0,,0.0,Neutral,0.0,Neutral
2023-04-09,377.9,,0.0,Neutral,0.0,Neutral
2023-04-06,385.0,,0.0,Neutral,0.0,Neutral
2023-04-05,390.0,,0.0,Neutral,0.0,Neutral
2023-04-04,391.9,,0.0,Neutral,0.0,Neutral
2023-04-03,388.0,,0.0,Neutral,0.0,Neutral
2023-04-02,394.0,,0.0,Neutral,0.0,Neutral
2023-03-30,399.0,,0.0,Neutral,0.0,Neutral
2023-03-29,399.0,,0.0,Neutral,0.0,Neutral
2023-03-28,396.7,,0.0,Neutral,0.0,Neutral
2023-03-27,394.0,,0.0,Neutral,0.0,Neutral
2023-03-26,386.0,,0.0,Neutral,0.2236020565032959,Positive
2023-03-23,387.1,,0.0,Neutral,0.3733629807829857,Positive
2023-03-22,390.2,2023-03-22,0.8944082260131836,Strongly Positive,0.7467259615659714,Strongly Positive
2023-03-20,400.0,2023-03-20,-0.2953645288944244,Negative,-0.06596343219280237,Slightly Negative
2023-03-19,399.0,,0.0,Neutral,0.458802193403244,Positive
2023-03-16,414.0,2023-03-16,0.917604386806488,Strongly Positive,0.917604386806488,Strongly Positive
2023-03-15,404.9,,0.0,Neutral,0.0,Neutral
2023-03-14,403.0,,0.0,Neutral,0.0,Neutral
2023-03-13,408.0,,0.0,Neutral,0.23085540533065796,Positive
2023-03-12,409.1,,0.0,Neutral,0.4617108106613159,Positive
2023-03-09,421.0,2023-03-09,0.9234216213226318,Strongly Positive,0.9234216213226318,Strongly Positive
2023-03-07,404.0,,0.0,Neutral,0.0,Neutral
2023-03-05,404.0,,0.0,Neutral,0.17690470814704895,Slightly Positive
2023-03-02,406.0,,0.0,Neutral,0.5645867139101028,Positive
2023-03-01,411.0,2023-03-01,0.7076188325881958,Strongly Positive,1.1291734278202057,Strongly Positive
2023-02-28,423.0,2023-02-28,0.8431091904640198,Strongly Positive,0.8431091904640198,Strongly Positive
2023-02-27,430.0,,0.0,Neutral,0.0,Neutral
2023-02-26,430.0,,0.0,Neutral,0.0,Neutral
2023-02-23,426.9,,0.0,Neutral,0.0,Neutral
2023-02-22,438.0,,0.0,Neutral,0.0,Neutral
2023-02-20,419.0,,0.0,Neutral,0.0684223100543022,Slightly Positive
2023-02-16,428.0,,0.0,Neutral,0.1368446201086044,Slightly Positive
2023-02-15,440.0,2023-02-15,0.2736892402172088,Positive,0.29921244084835047,Positive
2023-02-14,449.0,,0.0,Neutral,0.0510464012622833,Slightly Positive
2023-02-12,455.0,2023-02-12,0.1020928025245666,Slightly Positive,0.1020928025245666,Slightly Positive
2023-02-09,472.9,,0.0,Neutral,0.0,Neutral
2023-02-08,472.0,,0.0,Neutral,0.0,Neutral
2023-02-07,483.0,,0.0,Neutral,0.0,Neutral
2023-02-06,445.0,,0.0,Neutral,0.14655254781246185,Slightly Positive
2023-02-05,447.0,,0.0,Neutral,0.2931050956249237,Positive
2023-02-02,447.5,2023-02-02,0.5862101912498474,Positive,0.5862101912498474,Positive
2023-02-01,449.0,,0.0,Neutral,0.0,Neutral
2023-01-31,450.0,,0.0,Neutral,0.0,Neutral
2023-01-30,456.0,,0.0,Neutral,0.0,Neutral
2023-01-29,480.0,,0.0,Neutral,0.0,Neutral
2023-01-26,479.0,,0.0,Neutral,0.0,Neutral
2023-01-25,479.9,,0.0,Neutral,0.0,Neutral
2023-01-24,469.9,,0.0,Neutral,0.0,Neutral
2023-01-23,469.0,,0.0,Neutral,0.0,Neutral
2023-01-19,478.0,,0.0,Neutral,0.0,Neutral
2023-01-18,481.0,,0.0,Neutral,0.0,Neutral
2023-01-17,488.9,,0.0,Neutral,0.0,Neutral
2023-01-12,475.0,,0.0,Neutral,0.0,Neutral
2023-01-10,482.0,,0.0,Neutral,0.0,Neutral
2023-01-09,507.0,,0.0,Neutral,0.0,Neutral
2023-01-08,489.0,,0.0,Neutral,0.0,Neutral
2023-01-05,473.0,,0.0,Neutral,0.22115086019039154,Positive
2023-01-04,469.0,,0.0,Neutral,0.4423017203807831,Positive
2023-01-03,440.0,2023-01-03,0.8846034407615662,Strongly Positive,0.8846034407615662,Strongly Positive
2023-01-02,431.0,,0.0,Neutral,0.0,Neutral
2023-01-01,406.9,,0.0,Neutral,0.0,Neutral
2022-12-29,404.5,,0.0,Neutral,0.0,Neutral
2022-12-28,381.5,,0.0,Neutral,0.0,Neutral
2022-12-27,374.0,,0.0,Neutral,0.0,Neutral
2022-12-26,353.0,,0.0,Neutral,0.0,Neutral
2022-12-22,342.0,,0.0,Neutral,0.0,Neutral
2022-12-21,340.0,,0.0,Neutral,0.0,Neutral
2022-12-20,345.0,,0.0,Neutral,0.0,Neutral
2022-12-19,352.0,,0.0,Neutral,0.0,Neutral
2022-12-18,342.0,,0.0,Neutral,0.0,Neutral
2022-12-15,340.2,,0.0,Neutral,0.0,Neutral
2022-12-14,347.0,,0.0,Neutral,0.0,Neutral
2022-12-13,341.6,,0.0,Neutral,0.0,Neutral
2022-12-12,343.3,,0.0,Neutral,0.1477811634540558,Slightly Positive
2022-12-11,336.6,,0.0,Neutral,0.2955623269081116,Positive
2022-12-07,345.0,2022-12-07,0.5911246538162231,Positive,0.5911246538162231,Positive
2022-12-06,348.0,,0.0,Neutral,0.0,Neutral
2022-12-05,354.0,,0.0,Neutral,0.0,Neutral
2022-12-04,360.0,,0.0,Neutral,0.0,Neutral
