Date_Stock,Close,Date_News,Sentiment_Score,Prediction,Decayed_Sentiment,Decayed_Prediction
2023-03-23,9.63,,0.0,Neutral,0.0,Neutral
2023-03-22,9.57,,0.0,Neutral,0.0,Neutral
2023-03-20,9.49,,0.0,Neutral,0.0,Neutral
2023-03-19,9.32,,0.0,Neutral,0.0,Neutral
2023-03-16,9.48,,0.0,Neutral,0.0,Neutral
2023-03-15,9.6,,0.0,Neutral,0.0,Neutral
2023-03-14,9.57,,0.0,Neutral,0.0,Neutral
2023-03-13,9.69,,0.0,Neutral,0.0,Neutral
2023-03-12,9.63,,0.0,Neutral,0.0,Neutral
2023-03-09,9.79,,0.0,Neutral,0.0,Neutral
2023-03-07,9.6,,0.0,Neutral,0.0,Neutral
2023-03-05,9.43,,0.0,Neutral,0.0,Neutral
2023-03-02,9.63,,0.0,Neutral,0.2223791778087616,Positive
2023-03-01,9.62,,0.0,Neutral,0.5547833582386374,Positive
2023-02-28,9.45,2023-02-28,0.8895167112350464,Strongly Positive,1.109566716477275,Strongly Positive
2023-02-27,9.59,2023-02-27,0.4401000104844569,Positive,0.4401000104844569,Positive
2023-02-26,9.41,,0.0,Neutral,0.0,Neutral
2023-02-23,9.68,,0.0,Neutral,0.0,Neutral
2023-02-22,9.7,,0.0,Neutral,0.0,Neutral
2023-02-20,9.64,,0.0,Neutral,0.0,Neutral
2023-02-16,9.78,,0.0,Neutral,0.0,Neutral
2023-02-15,9.85,,0.0,Neutral,0.0,Neutral
2023-02-14,9.92,,0.0,Neutral,0.1263493448495865,Slightly Positive
2023-02-12,9.99,,0.0,Neutral,0.252698689699173,Positive
2023-02-09,10.1,2023-02-09,0.505397379398346,Positive,0.505397379398346,Positive
2023-02-08,10.05,,0.0,Neutral,0.0,Neutral
2023-02-07,10.0,,0.0,Neutral,0.0,Neutral
2023-02-06,10.09,,0.0,Neutral,0.0,Neutral
2023-02-05,10.0,,0.0,Neutral,0.0,Neutral
2023-02-02,10.04,,0.0,Neutral,0.0,Neutral
2023-02-01,10.05,,0.0,Neutral,0.2161986231803894,Positive
2023-01-31,9.99,,0.0,Neutral,0.5912312567234039,Positive
2023-01-30,10.15,2023-01-30,0.8647944927215576,Strongly Positive,1.1824625134468079,Strongly Positive
2023-01-29,10.15,2023-01-29,0.6353360414505005,Strongly Positive,0.6353360414505005,Strongly Positive
2023-01-26,10.15,,0.0,Neutral,0.0,Neutral
2023-01-25,10.0,,0.0,Neutral,0.0,Neutral
2023-01-24,9.92,,0.0,Neutral,0.0,Neutral
2023-01-23,9.99,,0.0,Neutral,0.0,Neutral
2023-01-19,9.9,,0.0,Neutral,0.0,Neutral
