Date_Stock,Close,Date_News,Sentiment_Score,Prediction,Decayed_Sentiment,Decayed_Prediction
2020-07-27,338.0,2020-07-27,0.0880609899759292,Slightly Positive,0.0880609899759292,Slightly Positive
2020-07-22,322.0,,0.0,Neutral,0.0,Neutral
2020-07-21,303.0,,0.0,Neutral,0.0,Neutral
2020-07-20,276.0,,0.0,Neutral,0.0,Neutral
2020-01-05,266.0,,0.0,Neutral,0.0,Neutral
2020-01-01,247.0,,0.0,Neutral,0.0,Neutral
2019-11-17,239.0,,0.0,Neutral,0.0,Neutral
2019-11-05,235.0,,0.0,Neutral,0.0,Neutral
2019-09-25,231.0,,0.0,Neutral,0.0,Neutral
2019-07-25,227.0,,0.0,Neutral,0.0,Neutral
2019-04-28,217.0,,0.0,Neutral,0.0,Neutral
2019-04-16,203.0,,0.0,Neutral,0.0,Neutral
2019-03-19,194.0,,0.0,Neutral,0.0,Neutral
2019-03-18,185.0,,0.0,Neutral,0.0,Neutral
2019-03-17,177.0,,0.0,Neutral,0.0,Neutral
2019-02-20,163.0,,0.0,Neutral,0.0,Neutral
2019-01-20,149.0,,0.0,Neutral,0.0,Neutral
2019-01-16,142.0,,0.0,Neutral,0.0,Neutral
2019-01-13,136.0,,0.0,Neutral,0.0,Neutral
2018-09-17,132.0,,0.0,Neutral,0.0,Neutral
2018-09-09,128.0,,0.0,Neutral,0.0,Neutral
2018-04-01,124.0,,0.0,Neutral,0.0,Neutral
2018-02-04,122.0,,0.0,Neutral,0.0,Neutral
2017-06-21,120.0,,0.0,Neutral,0.0,Neutral
2017-03-23,118.0,,0.0,Neutral,0.0,Neutral
2017-01-31,114.0,,0.0,Neutral,0.0,Neutral
2017-01-17,104.0,,0.0,Neutral,0.0,Neutral
2017-01-10,102.0,,0.0,Neutral,0.0,Neutral
2017-01-01,100.0,,0.0,Neutral,0.0,Neutral
2016-10-19,100.0,,0.0,Neutral,0.0,Neutral
2016-09-25,100.0,,0.0,Neutral,0.0,Neutral
