Date_Stock,Close,Date_News,Sentiment_Score,Prediction,Decayed_Sentiment,Decayed_Prediction
2025-02-27,10.85,2025-02-27,0.9049759209156036,Strongly Positive,0.9049759209156036,Strongly Positive
2025-02-25,10.72,,0.0,Neutral,0.0,Neutral
2025-02-24,10.67,,0.0,Neutral,0.0,Neutral
2025-02-23,10.72,,0.0,Neutral,0.22861456871032715,Positive
2025-02-20,10.75,,0.0,Neutral,0.4572291374206543,Positive
2025-02-18,10.75,2025-02-18,0.9144582748413086,Strongly Positive,0.9144582748413086,Strongly Positive
2025-02-17,10.7,,0.0,Neutral,0.0,Neutral
2025-02-16,10.62,,0.0,Neutral,0.0,Neutral
2025-02-13,10.7,,0.0,Neutral,0.0,Neutral
2025-02-12,10.62,,0.0,Neutral,0.0,Neutral
2025-02-11,10.58,,0.0,Neutral,0.0,Neutral
2025-02-10,10.58,,0.0,Neutral,0.0,Neutral
2025-02-09,10.63,,0.0,Neutral,0.0,Neutral
2025-02-06,10.52,,0.0,Neutral,0.0,Neutral
2025-02-05,10.55,,0.0,Neutral,0.0,Neutral
2025-02-04,10.7,,0.0,Neutral,0.0,Neutral
2025-02-03,10.56,,0.0,Neutral,0.0403897538781166,Neutral
2025-02-02,10.46,,0.0,Neutral,0.0807795077562332,Slightly Positive
2025-01-28,10.51,2025-01-28,0.1615590155124664,Slightly Positive,0.1615590155124664,Slightly Positive
2025-01-27,10.45,,0.0,Neutral,0.0,Neutral
2025-01-26,10.41,,0.0,Neutral,0.0,Neutral
2025-01-23,10.7,,0.0,Neutral,0.0,Neutral
2025-01-22,10.73,,0.0,Neutral,0.0,Neutral
2025-01-21,10.61,,0.0,Neutral,0.0,Neutral
2025-01-20,10.71,,0.0,Neutral,0.0,Neutral
2025-01-19,10.58,,0.0,Neutral,0.0,Neutral
2025-01-16,10.74,,0.0,Neutral,0.0,Neutral
2025-01-15,10.53,,0.0,Neutral,0.0,Neutral
2025-01-13,10.66,,0.0,Neutral,0.0,Neutral
2025-01-12,10.7,,0.0,Neutral,0.0,Neutral
2025-01-09,10.66,,0.0,Neutral,0.0,Neutral
2025-01-08,10.74,,0.0,Neutral,0.0,Neutral
2025-01-07,10.59,,0.0,Neutral,0.0,Neutral
2025-01-06,10.67,,0.0,Neutral,0.0,Neutral
2025-01-05,10.53,,0.0,Neutral,0.18197424709796906,Slightly Positive
2025-01-02,10.34,,0.0,Neutral,0.3639484941959381,Positive
2025-01-01,10.46,2025-01-01,0.7278969883918762,Strongly Positive,0.7435243409126997,Strongly Positive
2024-12-31,10.41,,0.0,Neutral,0.03125470504164695,Neutral
2024-12-29,10.5,2024-12-29,0.0625094100832939,Slightly Positive,0.0625094100832939,Slightly Positive
2024-12-26,10.39,,0.0,Neutral,0.0,Neutral
2024-12-24,10.82,,0.0,Neutral,0.0,Neutral
2024-12-23,10.8,,0.0,Neutral,0.0,Neutral
2024-12-22,10.5,,0.0,Neutral,0.0,Neutral
2024-12-19,10.6,,0.0,Neutral,0.0,Neutral
2024-12-18,10.56,,0.0,Neutral,0.0,Neutral
2024-12-17,10.6,,0.0,Neutral,0.0,Neutral
2024-12-16,10.6,,0.0,Neutral,0.0,Neutral
