Date_Stock,Open,High,Low,Close,Volume,Sentiment_Score,MA_5,MA_10,MA_20,RSI_14,MACD,MACD_signal,Volatility_10,Decayed_Sentiment,Decayed_Prediction
2018-08-19,198.0,202.0,189.0,197.0,127384.0,0.8731434345245361,194.6,185.5,178.6,74.50980392156862,5.332106274950974,2.32351744350148,10.69007847387309,0.8731434345245361,Strongly Positive
2018-08-16,201.0,205.0,193.0,196.0,40365.0,0.0,190.8,183.1,177.35,74.0,4.686734181632744,1.5713702356391064,10.514011814917803,0.0,Neutral
2018-08-15,190.0,202.0,190.0,202.0,23067.0,0.0,187.2,180.4,176.25,84.44444444444444,3.8966522126100926,0.792529249140697,10.29778832780276,0.0,Neutral
2018-08-14,185.0,193.0,185.0,193.0,40623.0,0.0,182.8,177.4,174.9,81.08108108108108,2.220632649055972,0.01649850827334809,7.2141835604751865,0.0,Neutral
2018-08-13,180.0,187.0,180.0,185.0,21815.0,0.0,179.0,175.2,174.1,68.75,0.9654857494060991,-0.5345350269223078,4.917090377201084,0.0,Neutral
2018-08-12,175.0,182.0,175.0,178.0,13688.0,0.0,176.4,173.9,173.85,57.692307692307686,0.16396391386160758,-0.9095402210044095,3.5730472521997485,0.0,Neutral
2018-08-09,178.0,185.0,172.0,178.0,16943.0,0.0,175.4,173.3,173.45,60.714285714285715,-0.1487270677077106,-1.1779162547209137,3.301514803811337,0.0,Neutral
2018-08-08,174.0,180.0,173.0,180.0,12966.0,0.0,173.6,172.6,173.1,60.714285714285715,-0.5456711631986195,-1.4352135514742144,2.913569784418107,0.0,Neutral
2018-08-07,172.0,175.0,171.0,174.0,14258.0,0.0,172.0,171.6,172.75,47.82608695652174,-1.2480155008877887,-1.6575991485431127,1.4298407058933307,0.0,Neutral
2018-08-06,172.0,173.0,170.0,172.0,5796.0,0.0,171.4,171.5,172.85,39.130434782608695,-1.5154002300708669,-1.7599950604569434,1.2692955175593206,0.0,Neutral
2018-08-05,170.0,175.0,170.0,173.0,8508.0,0.0,171.4,171.7,172.95,36.0,-1.6310018265180304,-1.8211437680534623,1.494434118025431,0.0,Neutral
2018-08-02,170.0,171.0,169.0,169.0,6567.0,0.0,171.2,171.6,173.15,48.38709677419355,-1.8566460194158196,-1.8686792534373202,1.429840705893331,0.0552690289914608,Slightly Positive
2018-08-01,172.0,176.0,169.0,172.0,6508.0,0.0,171.6,172.1,173.55,51.72413793103448,-1.7103715744320311,-1.8716875619426951,1.286683937624444,0.1105380579829216,Slightly Positive
2018-07-31,172.0,172.0,171.0,171.0,4015.0,0.2210761159658432,171.2,172.4,173.45,46.666666666666664,-1.8042486053882385,-1.912016558820361,1.577621275425172,0.2210761159658432,Positive
2018-07-30,172.0,174.0,171.0,172.0,2489.0,0.0,171.6,173.0,173.4,43.75,-1.7960080360940083,-1.9389585471783914,2.0548046676041083,0.0,Neutral
2018-07-29,172.0,174.0,172.0,172.0,5117.0,0.0,172.0,173.8,173.25,47.05882352941176,-1.8611845016697828,-1.9746961749494873,2.9739610697233467,0.0,Neutral
2018-07-26,173.0,173.0,170.0,171.0,8680.0,0.0,172.0,173.6,173.25,41.66666666666667,-1.9173015977076489,-2.0030740932694133,3.1692971530340905,0.0,Neutral
2018-07-25,174.0,175.0,170.0,170.0,3118.0,0.0,172.6,173.6,173.55,39.99999999999999,-1.8592212134111605,-2.024517217159854,3.1692971530340905,0.0,Neutral
2018-07-24,171.0,176.0,166.0,173.0,6487.0,0.0,173.6,173.9,173.8,53.84615384615384,-1.6562281234413092,-2.0658412180970274,2.9230881690824955,0.0,Neutral
2018-07-23,172.0,174.0,172.0,174.0,2259.0,0.0,174.4,174.2,173.9,55.26315789473684,-1.678499079538824,-2.168244491760957,2.973961069723362,0.0,Neutral
2018-07-22,172.0,173.0,170.0,172.0,3700.0,0.0,175.6,174.2,174.05,54.054054054054056,-1.784328567800884,-2.29068084481649,2.973961069723362,0.0,Neutral
2018-07-19,172.0,174.0,169.0,174.0,2712.0,0.0,175.2,174.7,174.15,52.631578947368425,-1.6898152445600942,-2.417268914070392,2.9832867779993566,0.0,Neutral
2018-07-18,178.0,178.0,174.0,175.0,4354.0,0.0,174.6,175.0,174.25,47.61904761904762,-1.7482391084300275,-2.5991323314479664,3.0550504632688456,0.0,Neutral
2018-07-17,177.0,177.0,174.0,177.0,454.0,0.0,174.2,174.5,174.35,52.38095238095237,-1.8991984531014054,-2.811855637202451,3.439961240060572,0.0,Neutral
2018-07-16,172.0,180.0,171.0,180.0,3170.0,0.0,174.0,173.8,174.5,56.41025641025641,-2.2678891300732005,-3.040019933227712,3.5839146814942437,0.0,Neutral
2018-07-15,172.0,173.0,169.0,170.0,7234.0,0.0,172.8,172.7,174.5,38.70967741935484,-3.010939570425222,-3.2330526340163392,3.1287200080342954,0.0,Neutral
2018-07-12,174.0,174.0,171.0,171.0,2541.0,0.0,174.2,172.9,175.0,45.45454545454545,-2.897364829632039,-3.2885808999141184,2.9981475762000405,0.0,Neutral
2018-07-11,176.0,180.0,172.0,173.0,4559.0,0.0,175.4,173.5,175.75,45.45454545454545,-2.812076853861356,-3.386384917484638,3.1710495983729126,0.0,Neutral
2018-07-10,172.0,176.0,172.0,176.0,6335.0,0.0,174.8,173.7,176.2,48.38709677419355,-2.865951810548779,-3.5299619333904584,3.198958163702495,0.0,Neutral
2018-07-09,177.0,177.0,171.0,174.0,48202.0,0.0,173.6,173.6,176.25,40.625,-3.198483819840021,-3.695964464100878,3.1340424729106178,0.0,Neutral
2018-07-08,175.0,179.0,175.0,177.0,4518.0,0.0,172.6,173.9,176.45,44.827586206896555,-3.372755819774085,-3.820334625166092,3.3149493040881395,0.0,Neutral
2018-07-05,169.0,177.0,169.0,177.0,39504.0,0.0,171.6,173.6,176.6,44.827586206896555,-3.8515865423113667,-3.932229326514094,3.1340424729106178,0.0,Neutral
2018-07-04,167.0,175.0,167.0,170.0,4975.0,0.0,171.6,173.5,176.9,21.42857142857143,-4.406725587552614,-3.9523900225647752,3.0276503540620596,0.0,Neutral
2018-07-03,167.0,173.0,167.0,170.0,807.0,0.0,172.6,174.2,177.8,31.25,-4.338459778568875,-3.838806131317815,2.9363620727028596,0.2292492985725403,Positive
2018-07-02,172.0,173.0,169.0,169.0,4913.0,0.0,173.6,175.2,178.6,38.888888888888886,-4.188222912868667,-3.7138927195050497,3.047767853474851,0.4584985971450806,Positive
2018-07-01,174.0,175.0,172.0,172.0,6902.0,0.9169971942901612,175.2,176.3,179.35,41.17647058823529,-3.833728252824102,-3.5953101711641455,2.496664441433689,0.9169971942901612,Strongly Positive
2018-06-28,178.0,178.0,175.0,177.0,5623.0,0.0,175.6,177.1,180.2,45.16129032258065,-3.6309553848715836,-3.535705650749156,2.2335820756522793,0.0,Neutral
2018-06-27,176.0,179.0,175.0,175.0,924.0,0.0,175.4,178.0,180.85,37.5,-3.8284204823594905,-3.5118932172185486,3.5901098713932673,0.0,Neutral
2018-06-26,177.0,178.0,175.0,175.0,1145.0,0.0,175.8,178.7,181.6,32.432432432432435,-3.821135272500669,-3.432761400933313,3.6224607964764646,0.0,Neutral
2018-06-25,176.0,177.0,175.0,177.0,5518.0,0.0,176.8,178.9,182.45,37.83783783783784,-3.756256546135404,-3.335667933041474,3.4464152067858147,0.03422937542200088,Neutral
2018-06-24,177.0,180.0,174.0,174.0,64938.0,0.0,177.4,179.0,182.95,36.111111111111114,-3.822447603812634,-3.230520779767991,3.3993463423638257,0.06845875084400176,Slightly Positive
2018-06-21,176.0,180.0,176.0,176.0,1827.0,0.1369175016880035,178.6,179.6,183.5,33.33333333333333,-3.545877679556156,-3.0825390737568297,2.913569784418387,0.1369175016880035,Slightly Positive
2018-06-20,180.0,180.0,177.0,177.0,200980.0,0.0,180.6,180.3,184.15,33.33333333333333,-3.3449338463479705,-2.9667044223069974,2.7908580918197905,0.0,Neutral
2018-06-19,180.0,180.0,177.0,180.0,2876.0,0.0,181.6,181.4,184.9,36.111111111111114,-3.1416210432880973,-2.872147066296754,3.4383458554964577,0.0,Neutral
2018-06-18,180.0,180.0,174.0,180.0,1060.0,0.0,181.0,182.0,185.4,34.21052631578948,-3.1418782140256667,-2.8047785720489182,3.6817870057002464,0.0,Neutral
2018-06-17,189.0,189.0,180.0,180.0,1130.0,0.0,180.6,182.4,186.0,41.860465116279066,-3.0965064106539444,-2.720503661554731,3.657564459796373,0.0,Neutral
2018-06-14,180.0,186.0,180.0,186.0,720.0,0.0,180.6,183.3,186.6,51.28205128205128,-2.993555397468157,-2.6265029742799273,4.083843505518521,0.0,Neutral
2018-06-13,176.0,182.0,176.0,182.0,1203.0,0.0,180.0,183.7,186.8,41.02564102564102,-3.4295189348569863,-2.5347398684828697,4.54728246071936,0.0,Neutral
2018-06-12,175.0,180.0,175.0,177.0,1056.0,0.0,181.2,184.5,187.1,29.729729729729726,-3.5288103017080346,-2.3110451018893405,4.904646323165814,0.0,Neutral
2018-06-11,177.0,181.0,175.0,178.0,1093.0,0.0,183.0,186.0,187.75,34.21052631578948,-3.095123132827638,-2.006603801934667,4.6427960923719676,0.0,Neutral
2018-06-10,181.0,181.0,180.0,180.0,751.0,0.0,184.2,186.9,188.7,34.21052631578948,-2.59837880988826,-1.734473969211424,3.695342413815624,0.0,Neutral
2018-06-07,188.0,188.0,183.0,183.0,1746.0,0.0,186.0,187.4,189.7,37.14285714285714,-2.130194182283617,-1.5184977590422148,2.9135697844187924,0.0,Neutral
2018-06-06,186.0,188.0,186.0,188.0,116.0,0.0,187.4,188.0,190.45,46.875,-1.8070902513078124,-1.3655736532318643,2.494438257807092,0.0,Neutral
2018-06-04,187.0,187.0,185.0,186.0,2702.0,0.0,187.8,188.4,190.8,46.875,-1.87749810302509,-1.255194503712877,2.7968235950827895,0.0,Neutral
2018-06-03,189.0,189.0,184.0,184.0,1668.0,0.0,189.0,188.8,191.35,40.625,-1.7364186977184204,-1.0996186038848237,2.699794230803272,0.0,Neutral
2018-05-31,190.0,190.0,189.0,189.0,331.0,0.0,189.6,189.6,192.15,38.23529411764706,-1.327456712069278,-0.9404185804264245,2.270584848743952,0.0,Neutral
