Date_Stock,Open,High,Low,Close,Volume,MA5,MA10,MA20,RSI,MACD,MACD_signal,Volatility,Date_News,Sentiment_Score,Prediction
2014-09-07,0.0,250.0,250.0,250.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Neutral
2014-09-11,250.0,275.0,255.0,275.0,130.0,0.0,0.0,0.0,0.0,1.994301994301992,0.3988603988603984,0.0,,0.0,Neutral
2014-09-15,275.0,302.0,280.0,302.0,290.0,0.0,0.0,0.0,0.0,5.687908377367023,1.4566699945617234,0.0,,0.0,Neutral
2014-09-16,302.0,308.0,296.0,296.0,40.0,0.0,0.0,0.0,0.0,8.038307584869699,2.7729975126233186,0.0,,0.0,Neutral
2014-09-17,296.0,300.0,290.0,291.0,96.0,282.8,0.0,0.0,0.0,9.389323401746424,4.09626269044794,0.0,,0.0,Neutral
2014-09-18,291.0,300.0,291.0,295.0,270.0,291.8,0.0,0.0,0.0,10.659899059963323,5.408989964351017,0.0,,0.0,Neutral
2014-09-21,295.0,291.0,271.0,271.0,564.0,291.0,0.0,0.0,0.0,9.619354073552472,6.251062786191309,0.0,,0.0,Neutral
2014-09-22,271.0,276.0,273.0,273.0,143.0,285.2,0.0,0.0,0.0,8.854034165982114,6.771657062149471,0.0,,0.0,Neutral
2014-09-23,273.0,275.0,270.0,270.0,253.0,280.0,0.0,0.0,0.0,7.914207638216396,7.000167177362856,0.0,,0.0,Neutral
2014-09-24,270.0,275.0,268.0,275.0,120.0,276.8,279.8,0.0,0.0,7.4865463114687145,7.097443004184028,15.866106432686413,,0.0,Neutral
2014-09-28,275.0,278.0,278.0,278.0,10.0,273.4,282.6,0.0,0.0,7.305483490666745,7.139051101480572,12.029593139882627,,0.0,Neutral
2014-09-29,278.0,273.0,273.0,273.0,60.0,273.8,282.4,0.0,0.0,6.681511383307168,7.047543157845892,12.185601704014822,,0.0,Neutral
2014-09-30,273.0,286.0,278.0,286.0,83.0,276.4,280.8,0.0,0.0,7.153538804796938,7.068742287236102,10.217631819555836,,0.0,Neutral
2014-10-08,286.0,286.0,281.0,286.0,75.0,279.6,279.8,0.0,0.0,7.441839048929353,7.143361639574753,8.978987817244327,,0.0,Neutral
2014-10-09,286.0,288.0,285.0,288.0,66.0,282.2,279.5,0.0,65.32258063778616,7.742452185512548,7.263179748762313,8.605553762283712,,0.0,Neutral
2014-10-12,288.0,284.0,283.0,284.0,65.0,283.4,278.4,0.0,54.368932031445,7.57065390579271,7.324674580168392,6.947421584060257,,0.0,Neutral
2014-10-13,284.0,285.0,280.0,285.0,30.0,285.8,279.8,0.0,38.96103895395514,7.429550935575776,7.34564985124987,6.696599468718762,,0.0,Neutral
2014-10-14,285.0,313.0,284.0,313.0,2544.0,291.2,283.8,0.0,58.58585857757372,9.467951161923509,7.7701101133845984,12.01665510863988,,0.0,Neutral
2014-10-15,313.0,335.0,307.0,307.0,552.0,295.4,287.5,0.0,57.999999991879996,10.478459018327897,8.311779894373258,12.95505049520592,,0.0,Neutral
2014-10-16,307.0,321.0,301.0,316.0,530.0,301.0,291.6,285.7,59.999999992,11.868703532395955,9.023164621977797,14.901155809011849,,0.0,Neutral
2014-10-19,316.0,347.0,320.0,347.0,220.0,313.6,298.5,290.55,83.92857141808035,15.295605034501762,10.277652704482591,22.12715777299733,,0.0,Neutral
2014-10-20,347.0,351.0,340.0,351.0,235.0,326.8,306.3,294.35,84.21052630544783,18.125278803564697,11.847177924299013,25.61271385681568,,0.0,Neutral
2014-10-21,351.0,375.0,358.0,375.0,419.0,339.2,315.2,298.0,88.88888887967079,22.050233707490747,13.88778908093736,32.351541265019065,,0.0,Neutral
2014-10-22,375.0,397.0,382.0,397.0,315.0,357.2,326.3,303.05,90.13157893906683,26.629041866321813,16.43603963801425,39.47727897861716,,0.0,Neutral
2014-10-26,397.0,410.0,400.0,400.0,360.0,374.0,337.5,308.5,90.13157893906683,30.152278550690085,19.179287420549418,43.123208497410396,,0.0,Neutral
2014-10-27,400.0,405.0,398.0,399.0,142.0,384.4,349.0,313.7,92.56756755881118,32.48926138259469,21.841282212958472,42.60151275352685,,0.0,Neutral
2014-10-28,399.0,438.0,390.0,438.0,369.0,401.8,364.3,322.05,93.67816091200291,37.06109395593762,24.885244561554302,44.49481867463802,,0.0,Neutral
2014-10-30,438.0,430.0,417.0,417.0,296.0,410.2,374.7,329.25,83.58974358374228,38.545451738973384,27.61728599703812,43.31037853550717,,0.0,Neutral
2014-11-02,417.0,422.0,420.0,422.0,40.0,415.2,386.2,336.85,83.83838383245588,39.6680061075744,30.027430019145378,38.31680803221758,,0.0,Neutral
2014-11-03,422.0,425.0,406.0,425.0,326.0,420.2,397.1,344.35,85.78680202436033,40.33475946066551,32.088895907449405,30.917273129721814,,0.0,Neutral
2014-11-05,425.0,430.0,426.0,426.0,196.0,425.6,405.0,351.75,85.78680202436033,40.47726126766662,33.766568979492845,26.46591098837311,,0.0,Neutral
2014-11-06,426.0,428.0,418.0,420.0,206.0,422.0,411.9,359.1,80.57142856498285,39.648996173235446,34.94305441824137,18.66934504594339,,0.0,Neutral
2014-11-09,420.0,412.0,397.0,410.0,2120.0,420.6,415.4,365.3,78.77094971450953,37.75050931949886,35.504545398492866,13.566298111293746,,0.0,Neutral
2014-11-10,410.0,442.0,418.0,442.0,70.0,424.6,419.9,373.1,81.1881188062543,38.38559216264542,36.08075475132338,14.231811003680932,,0.0,Neutral
2014-11-11,442.0,458.0,434.0,458.0,259.0,431.2,425.7,381.6,79.67914437906146,39.72207482137679,36.809018765334066,16.806414119484455,,0.0,Neutral
2014-11-13,458.0,470.0,449.0,470.0,134.0,440.0,432.8,390.9,80.5128205070401,41.27376835945552,37.70196868415836,19.112532246903914,,0.0,Neutral
2014-11-16,470.0,475.0,432.0,432.0,953.0,442.4,432.2,398.25,63.63636363210091,38.987787303996356,37.95913240812596,19.025129580520822,,0.0,Neutral
2014-11-17,432.0,424.0,391.0,398.0,1046.0,440.0,430.3,402.5,50.22624434070964,34.04022052488739,37.175350031478246,21.499612399608175,,0.0,Neutral
2014-11-18,398.0,406.0,395.0,406.0,318.0,432.8,428.7,407.45,51.327433625139015,30.41417566347849,35.8231151578783,22.745207065324692,,0.0,Neutral
2014-11-19,406.0,422.0,400.0,422.0,199.0,425.6,428.4,412.75,54.77178422918338,28.50301030865984,34.35909418803461,22.819095317544093,,0.0,Neutral
2014-11-20,422.0,422.0,416.0,418.0,951.0,415.2,427.6,416.3,45.14563106489302,26.361749585555117,32.759625267538716,23.051632865760922,,0.0,Neutral
2014-11-24,418.0,410.0,410.0,410.0,10.0,410.8,426.6,419.25,48.186528493913926,23.745528226022202,30.956805859235416,23.62766739791971,,0.0,Neutral
2014-11-25,410.0,418.0,410.0,418.0,30.0,414.8,427.4,421.4,48.97959183323615,22.063354474524658,29.178115582293266,23.133429394614343,,0.0,Neutral
2014-11-30,418.0,440.0,426.0,440.0,178.0,421.6,427.2,423.55,53.488372089540285,22.24896359258753,27.79228518435212,23.00144922970546,,0.0,Neutral
2014-12-01,440.0,465.0,440.0,465.0,130.0,430.2,427.9,426.8,58.158995812492776,24.135136393433527,27.060855426168406,24.122142893570405,,0.0,Neutral
2014-12-07,465.0,456.0,447.0,447.0,33.0,436.0,425.6,429.2,55.378486052688054,23.901965381065793,26.429077417147884,20.484140206512226,,0.0,Neutral
2014-12-08,447.0,439.0,423.0,423.0,40.0,438.6,424.7,428.45,52.45283018590815,21.532364555067545,25.449734844731815,20.369094236122788,,0.0,Neutral
2014-12-09,423.0,415.0,401.0,401.0,115.0,435.2,425.0,427.65,41.96078431142176,17.67547086455528,23.89488204869651,19.949937343261272,,0.0,Neutral
2014-12-10,401.0,409.0,401.0,402.0,132.0,427.6,424.6,426.65,38.33333333109722,14.532030270968164,22.02231169315084,20.40805941016782,,0.0,Neutral
2014-12-11,402.0,410.0,410.0,410.0,10.0,416.6,423.4,425.9,37.28813559100833,12.541790144699405,20.126207383460553,20.92420182999276,,0.0,Neutral
2014-12-14,410.0,402.0,402.0,402.0,30.0,407.6,421.8,424.7,42.71844659903855,10.201382180874077,18.141242342943258,21.968664552545558,,0.0,Neutral
2014-12-17,402.0,400.0,400.0,400.0,81.0,403.0,420.8,423.7,50.57471263960892,8.091929990630547,16.131379872480714,22.778157178413128,,0.0,Neutral
2014-12-18,400.0,400.0,392.0,392.0,101.0,401.2,418.2,422.8,45.97701149055357,5.708832918609232,14.046870481706419,24.548364960263044,,0.0,Neutral
