Date_Stock,Close,Date_News,Sentiment_Score,Prediction
2011-09-01,125.0,,0.0,Neutral
2011-09-04,115.0,,0.0,Neutral
2011-11-03,113.0,,0.0,Neutral
2011-11-10,107.0,,0.0,Neutral
2011-11-28,98.0,,0.0,Neutral
2011-12-19,98.0,,0.0,Neutral
2012-01-17,99.0,,0.0,Neutral
2012-02-06,100.0,,0.0,Neutral
2012-02-08,102.0,,0.0,Neutral
2012-02-16,104.0,,0.0,Neutral
2012-03-11,106.0,,0.0,Neutral
2014-07-16,105.0,,0.0,Neutral
2014-07-22,105.0,,0.0,Neutral
2014-08-13,105.0,,0.0,Neutral
2014-08-24,105.0,,0.0,Neutral
2014-09-21,105.0,,0.0,Neutral
2015-04-20,101.0,,0.0,Neutral
2015-12-31,101.0,,0.0,Neutral
2016-01-13,101.0,,0.0,Neutral
2018-03-11,101.0,,0.0,Neutral
2018-04-24,100.0,,0.0,Neutral
2018-06-21,100.0,,0.0,Neutral
2018-08-06,101.0,,0.0,Neutral
2018-08-07,101.0,,0.0,Neutral
2018-10-11,101.0,,0.0,Neutral
2020-01-02,101.0,,0.0,Neutral
2020-01-05,101.0,,0.0,Neutral
2020-07-14,101.0,,0.0,Neutral
2020-08-10,101.0,,0.0,Neutral
2020-09-13,101.0,,0.0,Neutral
2020-09-14,101.0,,0.0,Neutral
2020-09-16,101.0,,0.0,Neutral
2020-12-15,101.0,,0.0,Neutral
2020-12-23,101.0,,0.0,Neutral
2021-01-13,101.0,,0.0,Neutral
2021-01-26,101.0,,0.0,Neutral
2021-03-01,101.0,,0.0,Neutral
2022-07-13,119.0,,0.0,Neutral
2022-07-14,119.0,,0.0,Neutral
2022-07-20,119.0,,0.0,Neutral
2022-07-21,119.0,,0.0,Neutral
2022-07-22,119.0,,0.0,Neutral
2022-09-06,119.0,,0.0,Neutral
2022-10-13,119.0,,0.0,Neutral
2022-10-16,119.0,,0.0,Neutral
2023-07-25,235.0,,0.0,Neutral
2023-07-26,227.0,,0.0,Neutral
2023-08-01,205.0,,0.0,Neutral
2023-08-02,185.0,,0.0,Neutral
2023-10-01,173.0,,0.0,Neutral
2023-10-05,161.0,,0.0,Neutral
2024-02-05,179.0,,0.0,Neutral
2024-02-07,167.0,,0.0,Neutral
2024-06-02,182.0,,0.0,Neutral
2024-06-24,166.0,,0.0,Neutral
2024-06-27,154.0,,0.0,Neutral
2024-06-30,142.2,,0.0,Neutral
2024-07-29,139.4,,0.0,Neutral
2024-08-01,136.7,,0.0,Neutral
2024-08-12,134.0,,0.0,Neutral
2024-09-12,132.0,,0.0,Neutral
2024-09-29,130.0,,0.0,Neutral
2024-10-20,128.0,,0.0,Neutral
2024-11-13,126.0,,0.0,Neutral
2024-11-20,124.0,,0.0,Neutral
2024-12-18,122.0,,0.0,Neutral
2025-01-15,120.0,,0.0,Neutral
2025-02-13,118.0,,0.0,Neutral
2025-04-01,118.0,,0.0,Neutral
2025-05-26,118.0,,0.0,Neutral
2025-06-19,118.0,,0.0,Neutral
2025-07-29,118.0,,0.0,Neutral
2025-08-19,118.0,,0.0,Neutral
2025-09-28,118.0,,0.0,Neutral
2026-02-08,255.8,,0.0,Neutral
