Date_Stock,Close,Date_News,Sentiment_Score,Prediction
2011-03-24,130.0,,0.0,Neutral
2011-03-25,128.0,,0.0,Neutral
2011-03-31,126.0,,0.0,Neutral
2011-04-05,126.0,,0.0,Neutral
2011-04-19,126.0,,0.0,Neutral
2011-04-20,126.0,,0.0,Neutral
2011-04-27,124.0,,0.0,Neutral
2011-05-02,122.0,,0.0,Neutral
2011-05-03,120.0,,0.0,Neutral
2011-05-05,118.0,,0.0,Neutral
2011-05-10,116.0,,0.0,Neutral
2011-05-18,114.0,,0.0,Neutral
2011-05-25,114.0,,0.0,Neutral
2011-05-31,114.0,,0.0,Neutral
2011-06-08,115.0,,0.0,Neutral
2011-06-09,116.0,,0.0,Neutral
2011-06-26,122.0,,0.0,Neutral
2011-07-07,122.0,,0.0,Neutral
2011-07-13,126.0,,0.0,Neutral
2011-07-20,127.0,,0.0,Neutral
2011-08-03,125.0,,0.0,Neutral
2011-08-07,121.0,,0.0,Neutral
2011-08-24,117.0,,0.0,Neutral
2011-08-28,115.0,,0.0,Neutral
2011-09-05,113.0,,0.0,Neutral
2011-09-06,112.0,,0.0,Neutral
2011-09-12,110.0,,0.0,Neutral
2011-09-19,108.0,,0.0,Neutral
2011-09-22,112.0,,0.0,Neutral
2011-09-26,114.0,,0.0,Neutral
2011-10-13,108.0,,0.0,Neutral
2011-11-02,106.0,,0.0,Neutral
2011-11-03,108.0,,0.0,Neutral
2011-11-06,109.0,,0.0,Neutral
2011-11-08,107.0,,0.0,Neutral
2011-11-22,107.0,,0.0,Neutral
2011-12-12,105.0,,0.0,Neutral
2011-12-13,105.0,,0.0,Neutral
2012-01-03,103.0,,0.0,Neutral
2012-01-09,103.0,,0.0,Neutral
2012-01-11,101.0,,0.0,Neutral
2012-01-12,100.0,,0.0,Neutral
2012-01-16,97.0,,0.0,Neutral
2017-06-25,98.0,,0.0,Neutral
2017-07-04,99.0,,0.0,Neutral
2017-07-10,104.0,,0.0,Neutral
2017-07-11,114.0,,0.0,Neutral
2017-07-12,125.0,,0.0,Neutral
2017-07-13,137.0,,0.0,Neutral
2017-07-16,150.0,,0.0,Neutral
2017-07-17,141.0,,0.0,Neutral
