Date_Stock,Close,Date_News,Sentiment_Score,Prediction
2011-03-25,118.0,,0.0,Neutral
2011-03-27,118.0,,0.0,Neutral
2011-03-29,118.0,,0.0,Neutral
2012-08-28,100.0,,0.0,Neutral
2012-08-29,110.0,,0.0,Neutral
2012-08-30,121.0,,0.0,Neutral
2012-09-02,118.0,,0.0,Neutral
2012-09-05,114.0,,0.0,Neutral
2012-09-06,108.0,,0.0,Neutral
2012-09-09,110.0,,0.0,Neutral
2012-09-11,110.0,,0.0,Neutral
2012-09-13,112.0,,0.0,Neutral
2012-09-16,114.0,,0.0,Neutral
2012-09-17,116.0,,0.0,Neutral
2012-09-18,118.0,,0.0,Neutral
2012-09-20,116.0,,0.0,Neutral
2012-10-02,114.0,,0.0,Neutral
2012-10-03,112.0,,0.0,Neutral
2012-10-04,110.0,,0.0,Neutral
2012-10-07,118.0,,0.0,Neutral
2012-10-08,119.0,,0.0,Neutral
2012-10-09,128.0,,0.0,Neutral
2012-10-10,130.0,,0.0,Neutral
2012-10-15,124.0,,0.0,Neutral
2012-10-30,122.0,,0.0,Neutral
2012-10-31,120.0,,0.0,Neutral
2012-11-06,118.0,,0.0,Neutral
2012-11-20,116.0,,0.0,Neutral
2012-11-27,114.0,,0.0,Neutral
2012-12-10,112.0,,0.0,Neutral
2013-01-06,108.0,,0.0,Neutral
2013-01-07,109.0,,0.0,Neutral
2013-01-15,105.0,,0.0,Neutral
2013-01-17,107.0,,0.0,Neutral
2013-01-23,113.0,,0.0,Neutral
2013-01-24,117.0,,0.0,Neutral
2013-01-28,117.0,,0.0,Neutral
2013-01-31,117.0,,0.0,Neutral
2013-02-04,119.0,,0.0,Neutral
2013-02-28,117.0,,0.0,Neutral
2013-04-23,121.0,2013-04-23,0.9255474805831908,Strongly Positive
2013-04-25,119.0,,0.0,Neutral
2013-04-29,118.0,,0.0,Neutral
2013-04-30,116.0,,0.0,Neutral
2013-06-04,114.0,,0.0,Neutral
2013-06-05,113.0,,0.0,Neutral
2013-06-06,115.0,,0.0,Neutral
2013-07-01,115.0,,0.0,Neutral
2013-07-04,113.0,,0.0,Neutral
2013-07-29,115.0,,0.0,Neutral
2013-07-30,119.0,2013-07-30,0.8970732688903809,Strongly Positive
2013-07-31,123.0,,0.0,Neutral
2013-08-01,125.0,,0.0,Neutral
2013-08-05,123.0,,0.0,Neutral
2013-08-06,124.0,,0.0,Neutral
2013-08-12,126.0,,0.0,Neutral
2013-08-14,134.0,,0.0,Neutral
2013-08-15,143.0,,0.0,Neutral
2013-08-18,157.0,2013-08-18,0.8833826184272766,Strongly Positive
2013-08-19,172.0,,0.0,Neutral
2013-08-20,189.0,,0.0,Neutral
