Date,Headline,Logit,Prediction,Sentiment_Score
2017-05-17,See the progress of all 28 commercial banks as of third quarter as per their major indicators,"[0.7657, -2.5328, 1.6678]",positive,0.7038828730583191
2017-05-05,Agricultural Dev Bank’s profit rises to Rs 1.57 arba; EPS at Rs 29,"[1.6136, -1.6548, -1.0554]",negative,-0.9030274152755737
2017-04-13,Agricultural Development Bank to approve 20% bonus share; 10th AGM today,"[1.7253, -2.2200, -0.4221]",negative,-0.880181074142456
2017-04-02,"Trading of ADBL, LBL, SANIMA and CCBL halted today after NEPSE suffers technical problem for price adjustment","[-1.9573, 2.9267, -0.2605]",neutral,0.0
2017-03-30,Reminder: Last day to secure 20% bonus share of Agricultural Development Bank; LTP at Rs 565; 19.68 lakh auctioned share credited in demat a/c,"[1.5202, -2.5252, 0.5154]",negative,-0.7227389812469482
2017-03-23,Agricultural Development Bank to approve 20% bonus share; 10th AGM on Chaitra 31,"[1.5799, -2.3711, -0.1262]",negative,-0.8327777981758118
2017-03-10,Agricultural Development Bank refunding auction money to non-allottee investors from today,"[0.7280, -2.4556, 1.7322]",positive,0.7238369584083557
2017-03-07,Agricultural Development Bank to refund auction money to non-allottee investors from Falgun 27,"[0.3825, -2.3308, 2.0643]",positive,0.8344666361808777
2017-03-01,Agricultural Dev. Bank Auction Final Update: Applicants bidding Rs 361 to get 8% on pro-rata basis; refund on Falgun end,"[1.2063, -2.3116, 0.7203]",negative,-0.6079978346824646
2017-02-28,Cut off price for 19.68 lakh units auctioned ordinary shares of Agricultural Dev Bank stood at Rs 361; Refund after 7 days of allotment,"[-0.0131, 0.4035, -0.6236]",neutral,0.0
2017-02-26,"Total 9,223 bids received for 19.68 lakh units auctioned shares of Agricultural Dev Bank; cutoff price to be decided in 3 days","[-1.3459, 0.2563, 1.5381]",positive,0.7499291300773621
2017-02-23,"Last day to bid for 19.68 lakh units unclaimed right shares of Agricultural Dev Bank; Bidders can apply up to 10,000 units","[0.3169, -2.3414, 2.0332]",positive,0.8387061357498169
2017-02-19,See which commercial banks have performed better than the industry in second quarter; Mega and Prabhu Bank lead on major indicators,"[1.9665, -1.8899, -1.1398]",negative,-0.9381661415100098
2017-02-17,How much to bid in Agricultural Dev Bank’s 19.68 lakh units right share auction? Auction ends on Falgun 12,"[-0.8511, -1.2455, 2.5890]",positive,0.9490615725517273
2017-02-09,"Agricultural Dev Bank auctioning 19.68 lakh units unclaimed right shares from today; Bidders can apply up to 10,000 units","[0.0818, -2.2707, 2.1936]",positive,0.8829727172851562
2017-02-06,Agricultural Dev Bank reports 134% rise in net profit to Rs 90.66 crore; CCD ratio at 82.97%,"[1.9080, -1.9171, -1.3432]",negative,-0.942910373210907
2017-01-25,"Agricultural Dev Bank auctioning 19.68 lakh units unclaimed right shares from Magh 27; Bidders can apply up to 10,000 units","[0.2523, -2.3793, 2.1339]",positive,0.8596159815788269
2017-01-22,More than 20% units (19.50 lakh units) right shares of Agricultural Dev Bank unclaimed; to be auctioned soon,"[-0.5784, -1.7000, 2.5895]",positive,0.9471458196640015
2016-12-29,Agricultural Dev. Bank declares 20% stock dividend; Paid up to reach Rs 7.08 arba,"[1.6593, -2.0199, -0.5141]",negative,-0.8779389262199402
2016-12-23,See how much capital commercial banks need to increase by this fiscal year to reach NRB’s requirement (with projected EPS),"[0.2089, -2.2658, 2.0986]",positive,0.8592272400856018
2016-11-22,Last day to apply for 50% right share of Agriculture Dev. Bank,"[0.1239, -2.2949, 2.1788]",positive,0.8775678873062134
2016-11-21,"Commercial Banks’ Net Profit increases by 43.6% to Rs 9.6 Arba in Q1 of FY 2073/74, Nepal Bank leads with highest profit of Rs 1.16 Arba","[1.9516, -1.8289, -1.4426]",negative,-0.9466327428817749
2016-11-21,Two more days left to apply for 50% right share of Agriculture Dev. Bank; closes on Mangsir 7,"[-0.8114, -1.4174, 2.6274]",positive,0.9527259469032288
2016-11-15,Agriculture Dev. Bank & Himalayan Bank profit up swings by 46.31% & 35.83% respectively in Q1,"[1.9008, -1.2178, -1.8201]",negative,-0.9359523057937622
2016-11-14,Technical Analysis training to Treasury Dept. of Agricultural Dev. Bank successfully conducted,"[1.7725, -2.7078, 0.1587]",negative,-0.8261376023292542
2016-11-06,"ADBL, Easylink sign MoU for remittance business","[0.6976, -2.6108, 1.8150]",positive,0.7467653155326843
2016-10-19,Agricultural Dev. Bank issuing 50% (1.96 crore units) right shares from today,"[-0.5004, -1.7005, 2.5513]",positive,0.9420502781867981
2016-10-07,Siddhartha Bank to issue 25% (75.55 lakh units) right share from Kartik 11; Agricultural Dev. Bank to float 50% (1.96 crore units) right share from Kartik 3,"[-0.1604, -2.0549, 2.2741]",positive,0.9084164500236511
2016-09-27,Know which commercial banks income is less riskier; NBB and SCB has more risk free income,"[-0.0193, -1.7096, 2.0070]",positive,0.864944577217102
2016-09-25,Last day to secure 50% Right Share of Agricultural Dev Bank; LTP stood Rs 1019; Book closure tomorrow,"[0.3879, -1.4748, 1.0427]",positive,0.6249370574951172
2016-09-19,Agricultural Development Bank 50% Right Share book closure on Ashwin 10; Only 4 trading days left,"[-1.5133, 0.6536, 1.9011]",positive,0.7575086355209351
2016-08-31,Know which commercial bank is cost efficient and which one is costlier (Exclusive study),"[-0.3876, -1.6094, 2.3710]",positive,0.9241684079170227
2016-08-15,Agricultural Dev Bank appoints Ace Capital as issue manager for upcoming 50% (1.96 crore units)Right Share,"[0.2305, -2.4066, 2.2138]",positive,0.8714800477027893
2016-08-15,Despite of Rs 3.23 arba for staff expenses Agricultural Dev Bank earns Rs 2.57 arba in Q4,"[-0.6631, 0.0141, 1.1284]",positive,0.6689524054527283
2016-08-10,"Machhapuchchhre , Agricultural Dev Bank & 4 other companies bonus  & right share listed;2 BFIs converts  27.56 lakh unit promoter shares","[-0.3963, -1.6679, 2.4412]",positive,0.9302417039871216
2016-08-03,ADBL becomes first bank to post Rs 3b yearly profit,"[1.2597, -2.2180, 0.5478]",negative,-0.6572257876396179
2016-07-25,Agricultural Development Bank to distribute 15 % bonus share certificate from Shrawan 14,"[1.0580, -2.7149, 1.5168]",positive,0.6073240041732788
2016-07-20,Agricultural Dev Bank reappoints Ace Capital as share registrar,"[0.3727, -2.2191, 1.9418]",positive,0.8171136379241943
2016-06-02,Agricultural Dev. Bank in process to distribute 15% stock dividend; Successful in providing competing result to shareholders,"[1.9964, -2.4033, -0.8904]",negative,-0.9362989068031311
2016-05-27,PEs record over Rs 33b profits,"[1.1902, -0.8690, -0.5985]",negative,-0.7723509669303894
2016-05-17,"Sanima,Mega & Himalayan Bank right offering expected soon, 3 banks require ICRA rating to issue right share","[0.2447, -2.4127, 2.1158]",positive,0.8585529923439026
2016-05-14,Commercial Banks earns Rs 21.69 billion in Q3; Nabil Bank has highest net profit,"[0.3549, -2.0163, 1.7975]",positive,0.7946683168411255
2016-05-09,Modest profit growth of Agriculture Dev. Bank by 19.95% to Rs 1.21 arba in Q3; NPL stand at 4.89%,"[1.9171, -1.8998, -1.1583]",negative,-0.9361864924430847
2016-04-29,Agriculture Development Bank conducted 9th AGM; 15% bonus & 50% right share approved; 2 lakh shareholders to be benefitted,"[1.4564, -2.6552, 0.6474]",negative,-0.6841568350791931
2016-04-26,Agriculture Development Bank 9th AGM today; to endorse 15% bonus & 50% right share,"[0.8905, -2.4886, 1.5705]",positive,0.6562188267707825
2016-04-10,Last day to secure 15% stock dividend of Agriculture Development Bank,"[1.3933, -2.5567, 0.7689]",negative,-0.6431475281715393
2016-04-04,Agriculture Development Bank 9th AGM on Baisakh 14; to endorse 15% bonus & 50% right share,"[0.9756, -2.5145, 1.3432]",positive,0.5835817456245422
2016-04-03,ADBL15% stock dividend book closure on Chaitra 29; AGM on Baishak 14; Paid up to reach Rs 3.93 arba,"[1.8557, -2.1607, -0.9187]",negative,-0.925575852394104
2016-03-21,Average NPL of commercial banks in decreasing trend; seven commercial banks average NPL below 1%,"[-1.7290, 2.6951, -0.7351]",neutral,0.0
2016-03-13,Mission Dev. Bank 6th AGM today; to endorse 100% right & 13% bonus share,"[1.1169, -2.6675, 1.3568]",positive,0.554135799407959
2016-03-11,"Agriculture Dev. Bank declares 15% bonus & 50% right share; Paid up to reach Rs 5.90 arba, needs Rs 2.10 arba more","[1.2598, -2.4585, 0.8753]",negative,-0.5864930152893066
2016-02-12,Prime Commercial Bank profit mounts by 29.58% in Q2; Agriculture Dev. Bank profit plunges by 27.50%,"[-1.0030, 2.5634, -1.7905]",neutral,0.0
2016-01-21,Agricultural Development Bank celebrates 49 successful years of operation; Minister of Finance inaugurated the program,"[1.5422, -2.6408, 0.5574]",negative,-0.7200831770896912
2016-01-20,Agriculture Dev. Bank to reach paid up capital of 8 arba in one shot; 49th Anniversary on Magh 07,"[1.7695, -2.7552, 0.0997]",negative,-0.8339496850967407
2015-12-22,"Market set to rise today; Political stability, Dividends & Right issue to propel the market","[1.8298, -2.4833, -0.2378]",negative,-0.8772813081741333
2015-12-21,State-owned banks yet to reinstate half of their branches shut during insurgency,"[-1.7913, 2.7783, -0.3519]",neutral,0.0
2015-12-21,"Shares of five commercial banks accounted for trading of 2.92 lakhs units of shares worth Rs 24.39 crore; ADBL, LBL, NIC ASIA hits circuit","[0.7056, -1.5609, 0.6667]",negative,-0.48415136337280273
2015-12-01,Commercial Banks' Q1 Analysis: Part 1 Capital and Reserves,"[-1.0177, -0.8030, 2.5202]",positive,0.9388729333877563
2015-11-23,"Exclusive Interview: Lila Prakash Sitaula, CEO of ADBL;ADBL to strengthen good governance practices by clearing past liabilities","[1.6570, -2.8256, 0.5844]",negative,-0.7388749122619629
2015-11-16,Sanima and Agricultural Development Bank registers decent profit growth of 35.07% & 34.23% respectively,"[1.9925, -2.3894, -0.5531]",negative,-0.9166496992111206
2015-11-15,Technical Analysis: Agricultural Development Bank Ltd.,"[-0.7723, -1.2328, 2.4974]",positive,0.9416142702102661
2015-11-10,Options available to ADBL to reach Rs 4 arba by the end of this fiscal year,"[1.0762, -2.6515, 1.3797]",positive,0.5694935321807861
2015-10-13,ADBL rises by whopping 7.07 % although market nosedived by 18.18 points; Broker no. 56 buys ADBL shares worth Rs 92.59 lakhs,"[1.1486, -1.3577, -0.8849]",negative,-0.8247717022895813
2015-10-08,Notice from NRB causes ADBL to hit circuit; NRB bars BFIs to include Preference shares in capital plan,"[-1.5279, 2.2152, -0.1648]",neutral,0.0
2015-10-08,NRB disallows preference shares in capital plan; Nabil & ADBL needs extra Rs 2 arba & Rs 4.58 arba respectively to reach Rs 8 arba,"[-1.2838, -0.1417, 2.0476]",positive,0.8712778091430664
2015-10-07,3 state-backed banks reopen,"[0.0469, -1.3766, 1.7743]",positive,0.8192940950393677
2015-10-05,Retiring staff account for big chunk of Staff expense in ADBL,"[-1.9614, 2.7072, 0.0619]",neutral,0.0
2015-10-03,Listing of bonus shares of ADBL likely to happen between Dashain & Tihar,"[-0.6874, -1.4913, 2.6605]",positive,0.9515694379806519
2015-10-02,NAV of NIBL Sambriddhi Fund-1 rises to Rs 11.47; highest shares of ADBL,"[1.8519, -1.8068, -1.2924]",negative,-0.9355760812759399
2015-09-29,It's confirmed current paid up capital of ADBL is Rs 9.86 arba; highest among BFI's,"[1.7835, -2.6792, 0.1201]",negative,-0.8326295018196106
2015-08-17,"Despite of Heavy staff expenses & huge provision, ADBL able to grow its profit by 23.37% to Rs 1.87 arba","[2.0737, -1.8654, -1.5022]",negative,-0.9546967148780823
2015-08-17,31 companies including 22 Commercial Banks will transact in Demat form from today,"[-0.5558, -1.7331, 2.5995]",positive,0.9471873044967651
2015-07-27,ADBL distributing 7% bonus share certificate & 8% cash dividend warrant from today,"[-0.0994, -1.9223, 2.3435]",positive,0.9083113074302673
2015-07-24,Finally ADBL distributing 7% bonus share certificate & 8% cash dividend warrant from Shrawan 11,"[0.9771, -2.5774, 1.5272]",positive,0.6276001930236816
2015-07-24,List of current paid up capital of Commercial Banks,"[-1.1659, -0.4915, 2.4690]",positive,0.9274911284446716
2015-06-14,8th AGM of ADBL elects 4 BoD members representing public shareholders,"[-0.6074, -1.6015, 2.5468]",positive,0.9447657465934753
2015-05-14,Agricultural Development Bank Q3 profit rises 26.34%,"[1.7818, -1.1552, -1.7334]",negative,-0.9235551357269287
2015-04-16,ADBL 8th AGM on Baishakh 26; Investors who bought today can claim the Div.,"[-0.6560, -1.6354, 2.5720]",positive,0.9482962489128113
2015-04-12,ADBL 8th AGM on Baishakh 26; BoD offers 15.79% dividend; 6% cash for preferential shareholders,"[1.1805, -2.4362, 0.9640]",negative,-0.5457922220230103
2015-03-10,Will Agricultural Development Bank ever find a strategic partner?,"[0.3340, -2.3436, 2.1148]",positive,0.8473900556564331
2015-01-29,Agricultural Dev. Bank announces 7% bonus and 8% Cash,"[0.4198, -1.7117, 1.1679]",positive,0.6538497805595398
2015-01-27,Sitaula’s selection as ADBL chief upheld,"[-0.6803, -1.1670, 2.3560]",positive,0.9280509352684021
2015-01-19,"City Express, ADBL in remittance pact","[0.2062, -2.3897, 2.2777]",positive,0.8807536959648132
2014-12-15,Sitaula appointed ADBL chief executive,"[-0.3437, -1.5652, 2.3663]",positive,0.9206840395927429
2014-12-02,14 individuals apply for top ADBL post,"[0.0051, -2.2370, 2.2809]",positive,0.8979665637016296
2014-11-16,"Agricultural Dev. profit remains stagnant, able to earn Rs 21.50 crore in Q1","[-0.4160, 1.8265, -1.9154]",neutral,0.0
2014-10-28,Youths aged 21-45 eligible for agri loans,"[-0.6333, -1.4820, 2.5020]",positive,0.9415318369865417
2014-10-21,Upadhyay appointed ADB officiating CEO,"[-0.3185, -1.5505, 2.2499]",positive,0.9098973870277405
2014-10-20,"Citing poor performance, ADBL board fires CEO Budhathoki","[-1.9382, 2.9636, -0.4159]",neutral,0.0
2014-08-31,State-owned banks reinstating branches to regain lost market,"[-0.0791, -0.9248, 0.9533]",positive,0.6626871824264526
2014-08-21,"What’s wrong with ADBL? Nothing, say officials; shareholders not convinced","[-1.7295, 1.5664, 1.3089]",neutral,0.0
2014-08-15,"Heavy expenses on ADBL’s staff squeezes bank profit, profit falls 34%","[-1.6986, 2.9869, -1.0186]",neutral,0.0
2014-07-08,ADBL posts highest growth among banks -- net profit to cross Rs 3 arba by Q4,"[2.0518, -2.2698, -1.0258]",negative,-0.9439741969108582
2014-06-29,25 world class banks interested in strategic partnership with ADBL,"[1.6268, -2.8864, 0.6237]",negative,-0.7258437275886536
2014-06-26,Search for strategic partner for ADBL comes a cropper,"[-0.6089, -0.6930, 1.8717]",positive,0.8616036772727966
2014-06-13,ADBL’s EoI for strategic partnership in July; deal expected at high premium rate,"[1.7819, -2.6229, -0.0875]",negative,-0.8573139905929565
2014-06-04,ADBL starts distributing 31.58% percent dividend,"[-0.3591, -1.7791, 2.2948]",positive,0.9196373224258423
2014-06-03,"LBL starts distributing bonus shares, ADBL to dole out dividend tomorrow","[-0.3394, -1.5617, 2.1740]",positive,0.9051042199134827
2014-06-02,"LBL to distribute bonus shares tomorrow, ADBL to dole out dividend from Wednesday","[-0.2871, -1.7990, 2.2784]",positive,0.9142115712165833
2014-05-25,ADBL endorses 31.58% dividend; to bring strategic partner by September,"[1.4436, -2.7551, 0.7611]",negative,-0.6577324867248535
2014-05-23,AGM of ADBL today to endorse 31.58% dividend,"[0.6650, -2.4305, 1.7912]",positive,0.746851921081543
2014-05-15,"Stemmed by provisioning of Rs 95 crore, ADBL’s profit dips by 18 % in Q3","[-1.3952, 2.9585, -1.5438]",neutral,0.0
2014-04-30,Last day to clinch 31.58% cash dividend of undervalued ADBL scrip,"[1.7627, -2.3284, -0.1447]",negative,-0.8582368493080139
2014-04-25,ADBL AGM on May 23; stock remains undervalued despite huge returns,"[1.8064, -1.0815, -1.8928]",negative,-0.9255542159080505
2014-04-22,Govt proposes CCB to buy stake in ADBL,"[-0.0072, -2.0757, 2.3737]",positive,0.9056749939918518
2014-04-22,Reality Check: Why ADBL is one of the most undervalued stocks?,"[-0.9421, 0.2381, 1.2939]",positive,0.6873801350593567
2014-03-26,NRB endorses 31.58% dividend pledged by ADBL; BoD to announce AGM shortly,"[1.1550, -2.1836, 0.5378]",negative,-0.634946882724762
2014-03-24,Expect the central bank to approve ADBL dividend within a week: Officials,"[-0.1546, -1.9791, 2.3778]",positive,0.9155101180076599
2014-03-12,When can shareholders expect dividends from the remaining banks?,"[-1.1202, -0.6815, 2.4808]",positive,0.9349063634872437
2014-02-12,"ADBL’s profit dips by 15.7 % in Q2; Kumari Bank, too, reports profit drop of 36.45%","[-1.7357, 3.0489, -1.0887]",neutral,0.0
2014-02-10,ADBL pledges huge cash dividend of 31.58 percent,"[0.1867, -2.2778, 2.2470]",positive,0.8785364627838135
2014-01-27,"ADBL heads for strategic partnership, Baker Tilly to hold special audit","[-0.2699, -1.9740, 2.3965]",positive,0.9240888953208923
2014-01-24,"ADBL closing above Rs.500, bullish","[1.4078, -1.2875, -0.9807]",negative,-0.8626004457473755
2014-01-22,Govt will lower its stake in ADBL; Finance Minister,"[-1.8096, 2.4988, 0.1531]",neutral,0.0
2014-01-20,ADBL to seek strategic partnership by Sept; expect impressive dividend,"[1.9278, -2.3034, -0.9562]",negative,-0.9341912865638733
2014-01-07,ADBL expected to give around 30% dividend; all eyes on its anniversary,"[-0.5928, -1.5642, 2.5012]",positive,0.941196620464325
2013-11-15,Agricultural Development Bank Limited has posted net profit of Rs.237.07 million and published its 1st quarter company analysis of the fiscal year 2070/71.,"[-0.9167, -0.9922, 2.4361]",positive,0.9368276000022888
2013-11-15,ADBL posts marginal profit of 6.3% despite good interest income — due to massive provisioning of Rs 48 crore,"[-1.3170, 2.1303, -0.5985]",neutral,0.0
2013-09-08,"Agricultural Development Bank Limited has listed its 15,55,000 units which were allocated to the bank employees in NEPSE for trading.","[-0.9045, -1.3220, 2.5922]",positive,0.9521519541740417
2013-08-28,Farm loans issued by ADBL up over two-fold to Rs 8 billion,"[1.9776, -2.1202, -1.1447]",negative,-0.9428024888038635
2013-08-14,Agricultural Development Bank Limited has posted net profit of Rs.2259.94 million and published it's 4th quarter company analysis of the fiscal year 2069/70.,"[-0.7932, -1.1710, 2.3838]",positive,0.934316873550415
2013-08-08,Agriculture Development Bank Limited has published its 6th AGM minute.,"[-0.7544, -1.2590, 2.4605]",positive,0.9394901394844055
2013-07-11,ADB AGM concludes; no dividends for shareholders,"[-1.4524, -0.1352, 2.4678]",positive,0.9141721129417419
2013-06-17,"Agriculture Development Bank Limited has announced its 6th AGM going to be held on (26th Ashad, 2070) and published its financial highlights of the fiscal year 2068/69.","[-1.0129, -1.0304, 2.5232]",positive,0.9454009532928467
2013-06-12,Agricultural Development Bank cash dividend plan in limbo,"[-0.7862, -0.6462, 1.9838]",positive,0.8812536597251892
2013-05-10,Agriculture Development Bank Limited has posted net profit of Rs.945.37 million and published its 3rd quarter company analysis of the fiscal year 2069/70.,"[-0.8728, -1.0533, 2.4173]",positive,0.9360256791114807
2013-05-08,FM Koirala visits ADBL,"[-0.1315, -1.6870, 2.1990]",positive,0.894626259803772
2013-05-06,Agricultural Development Bank to give dividend,"[-0.4485, -1.3780, 2.4553]",positive,0.9289751052856445
2013-03-18,ADBL starts forex service,"[-0.8540, -0.8298, 2.4746]",positive,0.9323444366455078
2013-03-07,ADBL opens branch,"[-0.6795, -0.9288, 2.3926]",positive,0.9238495230674744
2013-02-10,Agricultural Development Bank Limited has posted net profit of Rs.546.35 million and published its 2nd quarter company analysis of the fiscal year 2069/70.,"[-0.8753, -1.0567, 2.4170]",positive,0.9361797571182251
2013-01-24,"ADBL, CFS join hands","[-0.1655, -1.9298, 2.2739]",positive,0.9073200821876526
2013-01-21,Agriculture Dev Bank brings down NPL to 6pc as of mid Dec,"[-1.6742, 2.7150, -0.6188]",neutral,0.0
2013-01-19,ADBL to raise profit before tax by 220%,"[1.9115, -2.7994, 0.1583]",negative,-0.8458727598190308
2013-01-12,CIB nabs corruption convict,"[-1.4244, 2.0994, 0.2179]",neutral,0.0
2012-11-18,Agricultural Development Bank Limited has posted net profit Rs. 307.12 million and published its 1st quarter company analysis of the fiscal year 2069/70.,"[-0.9047, -1.0297, 2.4406]",positive,0.9377710819244385
2012-09-12,Agriculture Development Strategy (ADS): Work resumes on drafting 10-year farm plan,"[-0.1965, -1.7961, 2.0984]",positive,0.8919619917869568
2012-09-08,Israel extends help to Nepali agriculture sector,"[1.8130, -2.2963, -0.1547]",negative,-0.8649001717567444
2012-08-25,ADBN to pay dividends from Rs 1.8b profit,"[-0.3658, -1.7204, 2.4297]",positive,0.9286321401596069
2012-08-16,Agricultural Development Bank Limited has posted net profit of Rs 1861.03 million and published its 4th quarter company analysis of the fiscal year 2068/69.,"[-0.8554, -0.9998, 2.3919]",positive,0.9323750138282776
2012-08-08,328 apply for VRS launched by ADBL,"[0.0524, -2.2237, 2.3662]",positive,0.901679277420044
2012-08-03,ADBL to launch VRS on Sunday,"[-0.1557, -2.0212, 2.4973]",positive,0.9247751832008362
2012-06-04,Committee demands Rs 15m to initiate ADBL divestment process,"[-0.7617, -1.3905, 2.4614]",positive,0.942444920539856
2012-05-21,Agricultural Development Bank Limited has published its 5th AGM approved audited financial highlights of the fiscal year 2067/68.,"[-0.1214, -1.8014, 2.1801]",positive,0.8938430547714233
2012-05-10,Agricultural Development Bank Limited has posted net profit of Rs.1145.94 million and published its third quarter company analysis of the fiscal year 2068/69.,"[-0.8927, -1.0310, 2.4076]",positive,0.9354686141014099
2012-04-09,Agriculture Dev Bank to divest shares next year,"[-1.5327, 0.3346, 2.2793]",positive,0.8582667112350464
2012-04-02,ADBL divestment process gains momentum,"[1.7802, -2.0167, -0.9944]",negative,-0.921813428401947
2012-03-29,Tech committee formed to divest ADBL stake,"[-1.2204, -0.0655, 2.3536]",positive,0.8952151536941528
2012-03-23,Agricultural Development Bank Limited has published its audited financial highlights of fiscal year 2067/68.,"[-0.6784, -1.1741, 2.3447]",positive,0.9274019002914429
2012-03-23,Agricultural Development Bank Limited has announced its 5th Annual General Meeting going to be held on 11th Baisakh 2068.,"[-0.7800, -1.3704, 2.4546]",positive,0.9423359632492065
2012-02-09,Agricultural Development Bank Limited has posted net profit of Rs.688.26 and published its second quarter company analysis of the fiscal year 2068/69.,"[-0.9341, -0.9010, 2.4102]",positive,0.9330445528030396
2012-01-26,ADBN may face NRB music for not getting deposits insured,"[-1.7816, 2.7075, -0.4169]",neutral,0.0
2012-01-20,ADBL to give bonus from next year,"[0.1916, -1.8944, 2.1273]",positive,0.8604051470756531
2011-11-28,Budhathoki new CEO of ADBL,"[-0.6247, -1.0555, 2.2836]",positive,0.9174023866653442
2011-11-21,ADBL appoints consultant to start divestment process,"[-0.5088, -1.5556, 2.3448]",positive,0.9277496933937073
2011-11-15,Agriculture Development Bank Limited has posted net profit of Rs.285.42 million and published its first quarter company analysis of the fiscal year 2068/69.,"[-0.8856, -0.9930, 2.4031]",positive,0.9338732361793518
2011-08-14,Agriculture Development Bank Limited has posted net profit of Rs.1608.08 million and published its fourth quarter company analysis of the fiscal year 2067/68.,"[-0.8136, -1.1036, 2.3822]",positive,0.9332138299942017
2011-06-10,"Agriculture Development Bank Limited is selling 2,32,100 unit’s promoter share of Fund Management Company Limited on auction from today (27th Jestha 2068).","[-0.3595, -1.8066, 2.4836]",positive,0.9328774809837341
2011-05-20,"Agriculture Development Bank Limited has published its audited annual financial reports and  minute of its 2nd, 3rd and 4th AGM.","[-0.8851, -1.2367, 2.4544]",positive,0.9430375099182129
2011-05-09,Agriculture Development Bank Limited has posted a net profit of Rs. 1012.09 millions and published its 3rd quarter company analysis of the fiscal year 2067/68.,"[-0.7910, -1.1280, 2.3630]",positive,0.9318349361419678
2011-04-06,Agriculture Development Bank Limited has published a notice regarding election schedule going to be held on 9th Baisakh 2068.,"[-0.9929, -1.0509, 2.5462]",positive,0.9465745687484741
2011-03-31,"Agriculture Development Bank Limited has published a financial report of fiscal year 2064/65, 2065/66 and 2066/67.","[-1.3258, -0.3366, 2.4244]",positive,0.9201835989952087
2011-03-31,"Agriculture Development Bank Limited has published a notice regarding its 3rd, 4th and 5th annual general meeting to be held on 9th Baisakh 2068.","[-1.3855, -0.5687, 2.5824]",positive,0.9418692588806152
