Date,Headline,Logit,Prediction,Sentiment_Score
2021-12-14,"Total Deposits Went Down Rs. 5 Billion in Third Week of Mangsir, Lending Went Up Rs. 8 Billion","[-1.7496, 2.9155, -0.8435]",neutral,0.0
2021-12-06,Rise in Deposit Collection in Third Week of Mangsir Accompanied With Twice As Much Lending,"[1.7996, -1.6039, -1.2094]",negative,-0.9237035512924194
2021-11-30,"Weekly Deposit Shrinks Rs. 7 Billion in Commercial Banks, Lending Expands Twice As Much","[-1.7102, 2.9259, -0.9322]",neutral,0.0
2021-11-22,"Rs. 7 Billion Less Deposit in First Week of Mangsir, Rs. 7 Billion More Lending","[-0.8268, 0.1092, 1.4941]",positive,0.7415311932563782
2021-11-19,"Economy Battles Liquidity Crisis: Deposit Squeezed Down 35.31 Arba in Kartik, Lending Stretched Up 36.12 Arba","[-1.4717, 2.7633, -1.1130]",neutral,0.0
2021-11-17,"New Working Committee of Nepal Bankers' Association Hold Meeting With Governor, Give Suggestions on Monetary Policy Review","[-0.7383, -1.1103, 2.3751]",positive,0.930156409740448
2021-11-16,"Commercial Banks Can Only Provide Upto 10.05% on Fixed Deposits, Rates of Finance Companies and Development Banks Also Capped Slightly Higher","[-0.8499, -0.8590, 1.8861]",positive,0.885683536529541
2021-11-15,The Issues I Have With NRs. 19 Crores Worth of Banking Credit Fraud,"[-0.7215, -1.5092, 2.4670]",positive,0.943406879901886
2021-11-14,"While the Nation is Facing a Liquidity Crisis, Central Bank Wants to Keep Interest Rate Hike in Check With Additional Restrictions","[0.2832, -1.0177, 1.0006]",positive,0.616940975189209
2021-11-14,Banks See Even Fewer Deposits in Fourth Week of Kartik; Lending Figure Sees Uptick,"[0.2900, 0.8659, -2.0337]",neutral,0.0
2021-11-11,"Commercial Banks See Decrement in Total Deposit in Third Week of Kartik, Increment in Lending","[-1.3276, 0.5741, 1.0941]",positive,0.5940653681755066
2021-11-08,Decline in Interest Income But Higher Loan Imbursement and Higher Net Profit (Deep Dive Into Performance of Commercial Banks in First Quarter),"[0.8211, 0.6878, -2.0107]",negative,-0.5170277953147888
2021-11-01,"Profitability Figures of Commercial Banks Painted a Greener Picture in First Quarter, Most Banks Report Net Rise in Profit (Tabular Comparison of All 27 Banks)","[1.8890, -2.0171, -0.9667]",negative,-0.9279625415802002
2021-10-22,Agriculture Development Bank appoints NIBL Ace Capital as debenture registrar for its 9.42 arba worth Agriculture debenture,"[0.2628, -2.3155, 1.9939]",positive,0.8399683237075806
2021-10-21,"Banks Revise Interest Rates After NRB Circular, What Has Changed?","[-1.2345, 0.5993, 1.4454]",positive,0.6677148938179016
2021-10-20,Nepal Rastra Bank Slams Hike in Interest Rate With Addition in Unified Directive; BFIs Forced to Bring Interest Rates Down By Today,"[-0.7182, 1.7413, -1.0028]",neutral,0.0
2021-10-18,Banks Raise Interest Rates for Kartik; Here's the Updated Interest Profile of Every Bank Compared to Previous Month's Rates,"[-0.7464, -1.1176, 2.3677]",positive,0.9301807284355164
2021-10-17,Commercial Banks Start Unveiling Interest Rates for Kartik; Finance Companies Raise Interest Rates on Fixed Deposits,"[-0.2721, -1.5714, 2.1042]",positive,0.8942707180976868
2021-10-11,Central Bank Unveils New Guidelines to Make Banking System Transparent and Customer-Friendly; Limit on Margin Loans Unaltered,"[0.9736, -2.3283, 1.2878]",positive,0.5690717697143555
2021-09-16,Commercial Banks Raise Interest Rates; Here's the Updated Interest Profile of Every Bank Compared to Previous Month's Rates,"[-0.7522, -1.0647, 2.3665]",positive,0.9288855791091919
2021-08-19,A Detailed Dive Into Vital Fundamental Figures: Commercial Banks Publish Satisfactory Q4 Report Given the Unique Pandemic-Induced Challenges,"[1.8763, -1.3530, -1.5967]",negative,-0.9340499043464661
2021-08-16,Banks Update Interest Rates for Bhadra; What Has Changed?,"[-0.9859, -0.3893, 2.0969]",positive,0.8856990337371826
2021-08-11,"Agricultural Development Bank profit rises by 10.89% to Rs 3.69 arba in Q4, has Rs 1.73 arba as distributable profit","[1.7961, -1.4315, -1.6248]",negative,-0.9325427412986755
2021-08-10,These Two Bond/ Debenture Are Now Listed in NEPSE,"[-0.9938, -1.0532, 2.6583]",positive,0.9520384669303894
2021-07-15,Commercial Banks Update Interest Rates for Shrawan; What Has Changed?,"[-1.0464, 0.0969, 1.7289]",positive,0.7949943542480469
2021-07-07,Bankers in Kawaswoti go on strike against unilateral decision to enforce Social Security Fund,"[-1.7161, 2.6860, -0.0976]",neutral,0.0
2021-06-30,Agriculture Development Bank to issue biggest debenture Worth Rs 6 Arba to the investors; appoints NIBL Ace Capital as issue manager,"[0.4592, -2.4337, 2.0255]",positive,0.8194159865379333
2021-06-25,4% Agricultural Bond (8 & 9 years) Approved by SEBON,"[0.9093, -2.3914, 1.4255]",positive,0.6177482604980469
2021-06-14,Banks Raise Interest Rates for Ashad,"[-0.2392, -1.0982, 1.9185]",positive,0.8586937189102173
2021-05-14,Commercial Banks Update Interest Rates; Will Liquidty Scenario in Second Wave be Worse than During the First?,"[-1.3824, 1.9909, -0.1364]",neutral,0.0
2021-05-02,Commercial Banks Performed Better than Expected This Third Quarter; A Summarized Snapshot of the Most Important Fundamentals,"[1.6891, -1.7828, -0.7530]",negative,-0.8944233655929565
2021-04-28,"In This Q3, Commercial Banks Bagged over Rs. 50.74 Arba in Total Net Profit; Distributable Profit Surged by Massive 195.1% on Average","[1.9733, -1.7786, -1.5565]",negative,-0.9498604536056519
2021-03-14,Commercial Banks Raise Interest Rates After So Long; Is This Responsible for NEPSE's Decline?,"[-0.8100, 0.9502, 0.4356]",neutral,0.0
2021-03-09,Bonus Shares Deposit Update for ADBL and MFIL,"[-0.9770, -0.9260, 2.5669]",positive,0.9440084099769592
2021-02-26,"In Last 8 Months of Bullish Ride, Would Investing in Banks Give Better Returns Than NEPSE's Gain? What Does Data Tell Us?","[0.0492, -1.9847, 2.1797]",positive,0.8815810680389404
2021-02-25,Bonus Shares of These Four Companies Are Now Listed in NEPSE,"[-0.7830, -1.4001, 2.6607]",positive,0.9531257152557373
2021-02-05,How Exactly Did Commercial Banks Perform in the Second Quarter? A Quick Comparison of the Most Important Metrics,"[-0.0422, -1.9157, 2.2590]",positive,0.8964470624923706
2021-01-31,Commercial Banks and Their Profitability in Second Quarter: A Comparison,"[0.2293, -1.9736, 1.8764]",positive,0.8237980008125305
2021-01-20,IPO Is Not the Only Investment Option; Introduction to Debenture for New Investors (With Upcoming Issues),"[-0.1682, -2.0342, 2.3049]",positive,0.9112634062767029
2021-01-13,The Interest Rates Just Keep Sliding Down; What This Means for NEPSE,"[-1.0945, 1.0391, 0.9272]",neutral,0.0
2020-12-29,Hurry Up! Your Last Chance to Grab the Dividend of These 11 Companies,"[-0.0573, -1.9481, 2.1936]",positive,0.8919059038162231
2020-12-22,Agricultural Development Bank (ADBL) calls AGM on Poush 29; When's the book closure for AGM and Dividend?,"[-1.3771, -0.3122, 2.4537]",positive,0.9219872355461121
2020-12-16,Banks Update Interest Rates; Base Rates Falling; How will this Affect the Stock Market?,"[-1.6724, 1.3682, 1.1847]",neutral,0.0
2020-12-14,Agricultural Development Bank (ADBL) proposes 15.7895% Dividend: Cash Dividend also proposed for Irredeemable Noncumulative Preference Share,"[-0.2820, -1.9134, 2.4315]",positive,0.9265444278717041
2020-12-09,Having confusion in using valuation ratios for financial institutions? Here's how you can connect the dots between ratios for investment decision,"[-0.8219, -0.8213, 2.3408]",positive,0.9219554662704468
2020-11-20,First Quarter in a glimpse: Here's how commercial banks faced and survived the pandemic,"[-0.0584, -1.6976, 2.0047]",positive,0.8682658672332764
2020-11-13,Banks update interest rates for Mangsir; How will the change affect NEPSE?,"[-0.5214, -1.3230, 2.3744]",positive,0.9258915781974792
2020-10-20,Khalti inks partnership deal with Agriculture Development Bank; bank’s customers can now load fund to Khalti via both online and offline channels,"[1.6497, -2.8803, 0.7824]",negative,-0.6988756060600281
2020-09-17,BFI's update interest rates: Base Rates Falling; Slashed interest on call deposits,"[-0.9505, 2.4459, -1.4608]",neutral,0.0
2020-08-26,How efficient have commercial banks been in utilizing their assets and equity? Does your bank provide the highest return?,"[0.2078, -2.2737, 2.1731]",positive,0.8681832551956177
2020-08-26,"Base rate, interest spread and cost of funds of commercial banks as of Q4 of FY 2076/77; Know which bank can offer loan at low interest rate","[-0.9798, -1.1166, 2.5988]",positive,0.9503321051597595
2020-08-16,Commercial banks compromised their profit as they set side huge amount for loan provisions! Find out commercial banks' performance this year!,"[-0.9411, 1.1560, -0.2528]",neutral,0.0
2020-08-16,"Agricultural Development Bank profit decline by 17.26% to Rs 3.46 arba in Q4, has Rs 1.66 arba as distributable profit","[-1.5508, 2.8892, -1.1042]",neutral,0.0
2020-07-09,Falling Base Rate of commercial banks; What it means for investors,"[-1.6219, 2.2770, -0.1027]",neutral,0.0
2020-07-09,50 lakh units Debenture of Agriculture Development Bank and Citizens International Bank listed in NEPSE for trading,"[-0.7200, -1.3125, 2.5859]",positive,0.946129560470581
2020-05-14,Coronavirus pandemic impacts the profit of commercial banks: Industry net profit of commercial banks increases by only Rs 4 arba compared to last year! Loan payment rescheduling impacts the distributable profit of commercial banks!,"[-1.0844, 2.0989, -1.0879]",neutral,0.0
2020-03-15,NEPSE lists 54.09 lakh units bonus shares of Agriculture Development Bank; Bank to distribute 6% bonus shares,"[-0.1022, -2.0981, 2.2953]",positive,0.9063718318939209
2020-03-13,The latest average base rate of commercial banks stand at 9.47%; look at other important interest rates,"[-0.7282, -1.3051, 2.4952]",positive,0.9414535164833069
2020-03-10,"YES BANK, India Crisis and Lesson to We Nepalese Investors and Banking Industry","[-0.2301, -1.4340, 2.0181]",positive,0.8792969584465027
2020-03-04,Better late than never! Agriculture Development Bank starts embracing technology signing collaboration agreement with Fonepay,"[1.9762, -2.5221, -0.5332]",negative,-0.9153770804405212
2020-02-24,"As the market takes upward stride, where does the PE ratio of listed companies stand? Find out the latest PE ratio of all sectors and all companies","[-0.7041, -1.3603, 2.5167]",positive,0.9428321719169617
2020-02-14,An exclusive comparative analysis of second quarter reports of commercial banks! The industry accumulates an average profit of 1.22 arba in the second quarter,"[-0.4412, -1.4030, 2.2694]",positive,0.9158191084861755
2020-02-06,How efficient have companies been in listing bonus shares of FY 75/76? See which companies are lagging behind,"[-0.6357, -1.1533, 2.1528]",positive,0.9106011390686035
2020-02-04,Agricultural Dev. Bank publish an excellent Q2 financials with 22.80% rise in net profit; earns Rs 1.58 arba,"[2.0341, -1.7826, -1.4399]",negative,-0.9496734738349915
2020-02-03,More than 3 Thousand applications received for ‘10.35% ADBL Rinpatra 2083’; total of 4.18 Million units applied for,"[0.1863, -2.0934, 1.8682]",positive,0.8298330307006836
2020-01-31,Last day to apply for ‘10.35% ADBL Rinpatra 2083’; Debenture worth Rs 2.5 arba being issued by Agricultural Development Bank,"[0.0860, -2.1438, 2.2235]",positive,0.8844532370567322
2020-01-28,"""10.35% ADBL Rinpatra 2083"" is open for application from today; Find necessary information to make your investment decision","[-0.3674, -1.9624, 2.4756]",positive,0.9345189929008484
2020-01-26,What is the current average base rate of commercial banks? Look at the minimum and maximum interest rate charged on margin type loan,"[-1.0659, -0.7666, 2.5423]",positive,0.9401527643203735
2020-01-20,"Investors can apply for ’10.35% ADBL Rinpatra 2083’ from Magh 14, 2076; total 10 Lakh units offered to general public","[0.4381, -2.5226, 2.0545]",positive,0.8272035121917725
2020-01-17,ICRA Nepal assigns top Issuer ratings to Agricultural Development Bank and reaffirms ratings for subordinate debentures worth NPR 2500 Million,"[1.1478, -2.5767, 1.2124]",positive,0.5101733803749084
2020-01-16,"SEBON approves ""10.35% ADBL Rinpatra 2083""; Bank issuing debentures worth Rs 2.5 arba","[1.5580, -2.5169, 0.3627]",negative,-0.7578000426292419
2019-12-26,"Last trading day in NEPSE to clinch dividend of Agricultural Development Bank, Nepal Bank, RMDC, Nerude, United Modi and Vijaya Laghubitta","[0.9537, -2.2289, 1.1023]",positive,0.5269742608070374
2019-12-20,"Agricultural Development Bank announces 13th AGM on Poush 27, 2076; to endorse 30% dividend","[0.2556, -2.1720, 2.0667]",positive,0.8489738702774048
2019-12-10,Agricultural Development Bank announces dividend for FY 75/76; to endorse 6% bonus shares and 24% cash dividend,"[1.3461, -2.4758, 0.6883]",negative,-0.6493942737579346
2019-12-02,How relevant is annualizing EPS based on first quarter reports of commercial banks? Analysis of expected against actual EPS and deviation,"[-0.8198, -1.1041, 2.4827]",positive,0.9394277930259705
2019-11-27,"4 commercial banks and Youth Council move ahead to improve Subsidized loan disbursement in agriculture, entrepreneurship and self-employment","[1.7258, -2.6931, 0.3182]",negative,-0.7956903576850891
2019-11-25,ICRA Nepal assigns top ratings to proposed ADBL Debenture Issue worth Rs.2.50 Arba,"[0.2492, -2.4314, 2.0678]",positive,0.8522436618804932
2019-11-19,Comparative Analysis- Commercial banks have come out with their first quarter report of the new fiscal year! Are you planning to change your investment decision?,"[-0.9792, -0.4846, 2.1193]",positive,0.8935722708702087
2019-11-18,Agricultural Development Bank to issue 25 Lakh units of “10.35% ADBL Debentures 2083”; SEBON adds issue to pipeline,"[-0.0542, -2.1591, 2.3580]",positive,0.9086418747901917
2019-11-13,Agricultural Dev. Bank profit rises by 10.31% to Rs 60.73 crore till Q1; base rate and CCD both decline,"[1.7441, -1.4832, -1.4970]",negative,-0.9269720911979675
2019-10-25,18 commercial banks report call deposits higher than 10% of total deposits; Average ratio stands at 12.3%,"[1.1377, -2.4870, 0.9581]",negative,-0.5369855761528015
2019-09-26,ADBL software hacking: one Nepali agent arrested from Syangja,"[-1.8020, 2.6606, -0.0780]",neutral,0.0
2019-09-25,Agriculture Development Bank prey to embezzling employees; Rs 4 core transferred to their accounts,"[-1.6473, 2.0024, 0.3553]",neutral,0.0
2019-09-11,"'A', 'B' and 'C' class banks floated Rs 45.41 arba margin loan in 2075/76; 26 Commercial banks floating a total of Rs 35.57 arba, see the list","[-0.6355, -1.4272, 2.4138]",positive,0.9355738759040833
2019-08-27,How efficient have commercial banks been in utilizing their assets and equity? Does your bank provide the highest return?,"[0.2078, -2.2737, 2.1731]",positive,0.8681832551956177
2019-08-26,"Base rate, interest spread rate and cost of funds of commercial banks as of Q4 of FY 2075/76; Banks with lower base rate enjoying higher spread rate","[-0.9427, -0.2900, 1.8481]",positive,0.8480037450790405
2019-08-19,How did commercial banks fare in major indicators in last quarter of 2075/76? Find the details,"[-0.7757, -1.0121, 2.4193]",positive,0.931695282459259
2019-08-18,What is the dividend capacity of Commercial Banks? What can we expect?,"[-0.7472, -1.2609, 2.5428]",positive,0.9438068270683289
2019-08-09,"What is the latest base rate, spread rate and margin lending rate of commercial banks? How will it impact the market?","[-1.2728, -0.3416, 2.4463]",positive,0.920974850654602
2019-08-09,"Among 13 commercial banks who have published their 4th Quarter report, which ones outperformed their past record?","[-0.6156, 0.3593, 0.5806]",positive,0.47533148527145386
2019-08-09,Microfinance sector fell this week after continuous last two week rallies; Hydropower sector lost the most by 6.02%; Weekly Wrap up of the NEPSE index,"[-1.7218, 2.9907, -1.0922]",neutral,0.0
2019-08-09,Agriculture Development Bank also joins connectIPS; bank’s customers can start enjoying online payment gateway service now,"[0.6269, -2.6631, 1.9848]",positive,0.7894044518470764
2019-08-06,Agricultural Development Bank earns massive Rs 4.35 arba in Q4; can distribute 33% dividend from last year profit,"[1.8888, -2.5356, -0.2202]",negative,-0.88234543800354
2019-08-02,Microfinance sector is booming this week too; NBL and ADBL traded the most;  Weekly Wrap up of the NEPSE index,"[1.2993, -2.1799, 0.2499]",negative,-0.7241280674934387
2019-08-02,New Monetary Policy requires all commercial banks to issue minimum 25% of their paid up capital as debentures; look at the amount of debentures investors can expect from each bank,"[-0.7449, -1.5311, 2.5614]",positive,0.9493511319160461
2019-07-24,"Aggressive debenture issue is giving opportunity to increase the business, but diminishing the dividend distribution capacity of Bank","[0.4393, 0.5084, -1.7963]",neutral,0.0
2019-07-17,Sector Wise Dividend distribution in fiscal year 2074/75: Most Companies distributed bonus share but few of them pay cash dividend for tax on bonus share,"[-0.9653, -0.7840, 2.2709]",positive,0.9204363226890564
2019-07-08,Top 10 bank in the world: Chinese bank still dominating the rank; know where Nepalese Banks stand comparative to world top banks,"[0.6274, -2.4852, 1.8571]",positive,0.7660584449768066
2019-07-04,Underpriced and Overpriced commercial banks in NEPSE according to CAMELS rating; RBB and Nabil Bank among top,"[0.2197, -1.9518, 1.9254]",positive,0.8317013382911682
2019-07-04,Three including a bank staff of Agricultural Development Bank involved in banking fraud,"[-1.2312, 0.2108, 2.1040]",positive,0.8430317640304565
2019-05-24,Nepal Rastra bank instruct banks to limit call deposits to 10%; total 14 banks crosses the 10% limit till falgun end,"[-1.1045, -0.3958, 2.0580]",positive,0.8862954378128052
2019-05-23,Agricultural Development Bank transferring 6% bonus shares directly to shareholders demat account; urge shareholders to dematerialize their shares,"[-0.3340, -1.9502, 2.3907]",positive,0.9271318912506104
2019-05-16,Bonus shares of Agricultural Development Bank and Global IME Laghubitta get listed on NEPSE; more than 5 Million units made tradeable,"[0.2937, -2.4370, 2.0688]",positive,0.8470836281776428
2019-05-14,Baisakh’s rise in NEPSE and outstanding performance of commercial banks! What will be your investment decision after comparing the performance on the basis of Q3 reports of commercial banks?,"[-0.4659, -1.2525, 2.1075]",positive,0.9000864028930664
2019-05-09,Agricultural Dev. Bank profit rises by 23.09% to Rs 2.21 arba till Q3; has capacity to distribute 16% dividend next year,"[1.9435, -1.9585, -1.3054]",negative,-0.9442735314369202
2019-04-25,Agricultural Development Bank and Shangrila Development Bank to distribute dividend directly to the accounts of shareholders; both urge shareholders to dematerialize their shares,"[-0.5920, -1.6887, 2.5179]",positive,0.9438384771347046
2019-04-10,6 Commercials banks behind on AGM schedule; See which bank distributed highest dividend,"[-1.0183, 0.6196, 0.8639]",positive,0.5166609287261963
2019-04-09,NRB publishes sector wise break down of loans and advances of all commercial banks; which sector has maximum credit concentration?,"[-1.2951, -0.3543, 2.4429]",positive,0.9218447804450989
2019-04-03,What are the current interest rates offered by commercial banks on deposit and loan products? Check if changing bankers will add more value to your operations,"[-0.5159, -1.4432, 2.3720]",positive,0.9278756976127625
2019-04-02,Agricultural Development Bank appoints three new directors approved by the 12th AGM; NEPSE published a circular,"[-0.5096, -1.6931, 2.3971]",positive,0.933368444442749
2019-03-29,Three companies to convene their AGM today; bonus agendas to be endorsed,"[-0.8311, -1.2309, 2.5218]",positive,0.9447929859161377
2019-03-03,Why the status of commercial banks is still risky? A brief picture of Funding and Non Funding Income,"[-1.1131, -0.6471, 2.4685]",positive,0.9326797127723694
2019-02-27,Last day to hold shares of Agriculture Development Bank to be eligible for AGM and 21% dividend,"[0.9228, -2.5733, 1.6430]",positive,0.6660414934158325
2019-02-22,Agriculture development bank to provide subsidized loan without any collateral,"[-0.2968, -1.8413, 2.5222]",positive,0.9324872493743896
2019-02-21,Agriculture Development Bank 12th AGM to be held on 15th Chaitra; 21.053% dividend to be endorsed,"[-0.5310, -1.6565, 2.5389]",positive,0.9420756697654724
2019-02-18,"Commercial banks, their personnel expenses and it's comparative impact in Total operating income; Banks with Government stake seem inefficient in utilizing personnel expenses","[-1.7240, 2.5808, -0.3783]",neutral,0.0
2019-02-15,Agricultural Development Bank to convene its 12th AGM on Chaitra 15; notice silent regarding the agendas of the meeting,"[-1.4202, -0.4734, 2.5774]",positive,0.9383689165115356
2019-02-15,Correlation between commercial banks and NEPSE index; what implication does it have in your investment decision?,"[-0.7765, -1.0947, 2.4334]",positive,0.934823215007782
2019-02-06,Agricultural Dev Bank’s also enters in billionaire club; Earns Rs 1.36 arba in Q2;  NPL on higher side,"[1.8105, -2.2024, -0.7451]",negative,-0.9126351475715637
2019-01-30,What is the minimum and maximum interest rate charged by commercial banks on margin type loan? Look at the base rate and net interest spread of all commercial banks,"[-1.0920, -0.7852, 2.5445]",positive,0.9414879679679871
2019-01-20,"Despite being the most regulated sector, commercial banks behind on conducting AGM; What can investors expect?","[-0.9949, -0.2731, 1.8093]",positive,0.8437409400939941
2019-01-11,Agriculture Development Bank proposes 21.053% dividend for the ordinary shareholders; 6% cash dividend proposed for preference shares as well,"[0.2773, -2.3234, 2.1717]",positive,0.860904335975647
2018-12-28,Stocks of many companies are in the bullish zone despite bearish market trend; have you invested in any of those companies?,"[-0.2450, -1.8195, 2.0872]",positive,0.8951017260551453
2018-12-27,Increased limit for margin type loans; How much more can the commercial banks float?,"[0.3574, -2.1218, 1.9575]",positive,0.8204943537712097
2018-12-26,Mr Anil Kumar Upadhyay appointed as CEO of Agriculture Development Bank; Replaces Mr. Lila Prasad Sitaula in the position,"[-1.0136, -0.5713, 2.1650]",positive,0.9037869572639465
2018-12-21,New interest rates offered by Commercial Banks after backlash from Governor; interest rates fluctuate like share prices in past weeks,"[-0.4639, 1.7130, -1.6421]",neutral,0.0
2018-12-11,What is the interest rate offered by commercial banks after NBA calls end of gentleman’s agreement?,"[-1.0958, -0.5567, 2.4782]",positive,0.9292604923248291
2018-12-10,What is the absolute gain or loss of your investment? Look at the secondary market performance of commercial banks post revelation of capital increment,"[-1.3479, 0.1145, 1.9579]",positive,0.8368547558784485
2018-12-02,"NEPSE index hits 35 months low with commercial banks approaching their 52-weeks low price; In a BFIs dominated bourse, what does it implicate for investors?","[-1.8434, 2.5761, -0.0021]",neutral,0.0
2018-11-29,How have commercial banks performed relative to Q1 of last year?; It's important to know because the best form of comparison is with your previous self,"[0.3111, -2.0364, 1.5464]",positive,0.7584062814712524
2018-11-19,Three commercial banks in billionaire club; Loan and deposit crosses mark of Rs 20 kharba; Rastriya Banijya Bank leads in profit: A comparative analysis of commercial banks for Q1,"[0.9565, -2.4103, 1.4352]",positive,0.6094022989273071
2018-11-11,ADBL's net profit has increased by more than 82% in Q1 of FY 2075/2076; know all the major highlights of Q1 result,"[2.0879, -2.3139, -1.0428]",negative,-0.9470226168632507
2018-09-23,Just how popular are commercial bank stocks among Investors? Check out last month’s performance exclusively from SS Pro,"[0.1620, -2.1763, 2.1683]",positive,0.8714858293533325
2018-09-09,Agriculture Development Bank to launch margin loan scheme for the first time,"[1.1677, -2.6264, 1.2206]",positive,0.507653534412384
2018-08-28,Commercial Banks’ investment in Human Assets; An Important Decision,"[0.3354, -2.2174, 2.1251]",positive,0.8474501967430115
2018-08-26,Worried about the banks offering only cash dividend? Check the expected dividend paying capacity of commercial banks and their possible priorities (bonus or cash),"[-0.8114, -1.0994, 2.2964]",positive,0.9274626970291138
2018-08-23,Know which Banks are most successful in utilizing assets to earn high profit,"[0.1603, -2.1829, 2.2348]",positive,0.8789807558059692
2018-08-22,Exclusive study of Marginal Loan as per Q4 reports; 51 Arba yet to be dispersed for investment,"[-0.3964, -1.5788, 2.3261]",positive,0.9209362864494324
2018-08-19,Financial Closure of 44 MW Super Madi Hydroelectric Project; consortium led by Sanima Bank to lend upto 75% of project cost,"[-1.6320, 1.4285, 1.0152]",neutral,0.0
2018-08-19,Base rates of commercial banks have decreased with savings & fixed deposit rates; at what rates do they provide share loans? (With full list of 28 commercial banks),"[-1.5042, 1.8230, 0.6795]",neutral,0.0
2018-08-16,The commercial banking industry and the individual commercial banks: Does the bank of your choice lie above or below the industry average? NFRS and non-NFRS,"[-1.3381, -0.0702, 2.0647]",positive,0.8683983087539673
2018-08-15,Agriculture Development Bank’s free profit rises by massive 44.13%; EPS stands at Rs 22.08 in the Q4,"[1.6588, -1.6674, -1.2402]",negative,-0.9165844321250916
2018-07-22,Know the deviation of Net Profit between unaudited and audited reports of commercial banks; it is risky to blindly trust only unaudited reports,"[-1.4583, 0.3080, 2.0752]",positive,0.8333232998847961
2018-07-08,Your ride is just about to begin! Four reasons why you should consider buying commercial bank’s stocks,"[-0.1339, -1.7730, 2.2370]",positive,0.8996627926826477
2018-05-22,Comparative analysis of commercial banks based on profitability ratios generally overlooked; Find out the ratios less popular but equally important,"[-0.2402, -1.7432, 2.3444]",positive,0.915579080581665
2018-05-13,What does Warren Buffet’s technique say about investment in the scrips of Nepalese commercial banks?,"[-1.0388, -0.6984, 2.4448]",positive,0.931239902973175
2018-05-08,See the performance of commercial banks based on the indicators often ignored by investors,"[-0.8914, -0.3493, 2.1156]",positive,0.8814797401428223
2018-04-27,Kumari Bank gains whooping 87.73% in the net profit; Agricultural Development Bank registers Rs 1.78 arba as its net profit in the third quarter,"[1.7338, -1.8874, -0.7665]",negative,-0.9018641114234924
2018-04-19,NEPSE lists 4.65 crore bonus shares of 8 companies; Supply of shares increases in the market,"[1.4955, -2.0098, -0.7255]",negative,-0.8783156871795654
2018-04-15,The falling market and your concern towards commercial banks: Eyeing out for high growth and undervalued commercial banks in this bearish trend?,"[-1.2304, 2.0189, -0.5552]",neutral,0.0
2018-03-28,History witnessed us getting up from 292 point mark; inferences can’t be made from inadequate information. Check out why?,"[0.3171, -1.6722, 1.4569]",positive,0.7333176732063293
2018-02-19,Agricultural Development Bank urges investors to get CRN Number,"[0.4984, -2.4217, 1.9635]",positive,0.8041735291481018
2018-02-12,Agricultural Development 11th AGM today; endorsing 20% bonus share,"[1.6627, -2.5193, 0.3197]",negative,-0.7835006713867188
2018-02-05,Find out the flexibility of commercial banks in providing margin loan; Citizen Bank in the lead,"[-0.0770, -2.0577, 2.4015]",positive,0.9128786325454712
2018-02-02,State owned commercial banks exhibit higher staff expenses among the commercial banks: A study,"[-1.2119, 1.8789, -0.1664]",neutral,0.0
2018-01-29,See the net profit of 28 commercial banks; NABIL & Nepal Investment makes it to the top in the second quarter,"[2.0233, -2.4395, -0.7162]",negative,-0.9292529225349426
2018-01-29,"All 3 State owned commercial bank enters in billionaire club in terms of net profit; Rastriya Banijya, Agriculture Dev Bank & Nepal Bank posted Rs 1.78, 1.02 & 1.63 arba respectively","[0.9818, -2.3101, 1.0116]",positive,0.49831992387771606
2018-01-28,Commercial Banks AGM Status of FY 2073/74; 40% of A class banks yet to conduct their last year AGM,"[-1.0210, -0.6064, 2.2344]",positive,0.9116188287734985
2018-01-28,Last day to secure 20% bonus shares of Agricultural Development Bank; LTP at Rs 420,"[1.5358, -2.5172, 0.4777]",negative,-0.7328741550445557
2018-01-21,Agricultural Development 11th AGM on Magh 29; endorsing 20% bonus share,"[1.6325, -2.5595, 0.2868]",negative,-0.784028947353363
2018-01-02,Agricultural Development Bank announces 20% bonus shares; Ordinary paid up capital to reach Rs 8.49 arba,"[1.9433, -2.1775, -1.0781]",negative,-0.9389990568161011
2017-11-06,"Laxmi, Kumari, Civil and Nepal Bangladesh Bank’s EPS hovers around Rs 8; ADBL EPS stands at Rs 20.54","[-0.9091, -1.0137, 2.2978]",positive,0.9285529851913452
2017-09-22,Weekly Broker Analysis: ABC Securities weekly consecutive top broker with Nepal Life Insurance Promoter shares traded the most by top 5 brokers,"[0.5653, -2.2016, 1.7959]",positive,0.7630826234817505
2017-08-09,"Despite of huge staff expenses of Rs 3.31 arba, Agricultural Development Bank net profit rises by 12.63%; EPS at Rs 34.58","[1.9021, -1.1645, -1.8391]",negative,-0.934317409992218
2017-07-10,How does the monetary policy affect banks’ ability to provide Margin Type Loan? (Good signal for stock market),"[-0.2484, -1.4363, 2.1782]",positive,0.8966491222381592
2017-07-02,Companies earning massive premiums from auction; See which companies have collected more premium from auction,"[0.3317, -2.1554, 1.8657]",positive,0.8106429576873779
2017-06-25,Know which commercial bank is cost efficient & which one is costlier (based on Q3 of FY 2073/74),"[-0.4939, -1.5013, 2.3574]",positive,0.9268988370895386
2017-06-09,Agricultural Development Bank & 2 other companies list 1.68 crore units bonus & right share; Lumbini Finance promoter share converted,"[-0.3982, -1.7606, 2.4558]",positive,0.9325190186500549
2017-05-25,See how Nepal Bangladesh Bank & Standard Chartered have more risk-free income; and how government-owned banks have risky income (Exclusive Study),"[-0.2513, -1.6865, 2.2650]",positive,0.9091033935546875
