Date,Headline,Link,Full Content
2021-07-01,Reminder: Last Day to Bid for Promoter Shares of Forward Microfinance,https://www.sharesansar.com/newsdetail/reminder-last-day-to-bid-for-promoter-shares-of-rmdc-2021-06-30,"Today is the last day to bid for the promoter shares of Forward Microfinance auctioned by RMDC Laghubitta Bittiya Sanstha Limited.
The company has been auctioning the promoter shares of Forward Microfinance Laghubitta Bittiya Sanstha Limited. The auction opened on Ashad 03 and will conclude today, i.e. on Ashad 17.
3,94,634.46 units promoter shares of Forward Microfinance Laghubitta Bittiya Sanstha Limited will be auctioned. Rs. 850 is the minimum bid rate. Individuals, companies, and organizations are all eligible to bid for the auction.
Auction notice"
2020-12-23,Reminder: Last Day of Auction of Forward Microfinance Laghubitta's Promoter Shares,https://www.sharesansar.com/newsdetail/reminder-last-day-of-auction-of-forward-microfinance-laghubittas-promoter-shares-2020-12-22,"RMDC Laghubitta Bittiya Sanstha Limited has been auctioning 3,75,307.57 units promoter shares of Forward Microfinance Laghubitta Bittiya Sanstha Limited (FOWAD).
The auction opened from 4th Mangsir and will conclude today, i.e. on 8th Poush, 2077. The existing promoters, general public, and institutions are all eligible to bid for the auction. Promoters will be prioritized during allotment and the general public will be allotted only after the promoters are allotted based on higher bids.
Rs. 953.36 is the minimum bid rate for the auction. While the minimum bid quantity is 1000 units, there is no upper limit. Although bidders can bid for the entirety of the issue, they are required to abide by Nepal Rastra Bank's rule to not exceed the specified quantity of shares per entity.
Auction Notice"
