Date,Headline,Link,Full Content
2023-12-17,"Government Records Rs. 12.5 Arba Profit Tax Collection from Mergers, Acquisitions, and FPOs as BFIs Meet Deadline",https://www.sharesansar.com/newsdetail/government-records-rs-125-arba-profit-tax-collection-from-mergers-acquisitions-and-fpos-as-bfis-meet-deadline-2023-12-17,"The Large Taxpayer Office revealed the collection of Rs. 12.5 Arba in profit tax from mergers, gains from acquisitions (bargain purchases), and profits derived from Follow-On Public Offerings (FPOs). This substantial amount was collected over the course of Friday and Saturday, with meticulous filings by numerous organizations.
On Friday, a total of 30 organizations contributed to this figure by filing taxes amounting to Rs. 11.3 Arba. The momentum continued on Saturday, with an additional 11 institutions filing taxes, totaling Rs. 1.44 Arba. Mr. Janak Sharma, the head of the Large Taxpayer Office, provided these details, emphasizing the proactive engagement of both public and private entities in fulfilling their tax obligations.
Crucially, it was revealed that among the 41 organizations that paid taxes on profits from FPO, 14 of them also paid taxes on profits from both FPO and bargain purchases resulting from mergers and acquisitions. The taxes collected fall under the purview of the current financial year, marking a significant boost in revenue generation.
The background of this revenue collection effort includes persistent recommendations from the Office of the Auditor General. Since the 57th annual report published in 2077 BS, concerns were raised regarding tax evasion related to premiums of FPO, gains from bargain purchases in mergers and acquisitions, and auction share sales. Despite the repeated concerns, the Ministry of Finance and the Inland Revenue Department initially overlooked the issue.
However, the 60th report of the Office reiterated the importance of recovering revenues from these sources. Finance Minister Dr. Prakash Sharan Mahat responded to these concerns by introducing an arrangement. According to this arrangement, companies paying taxes in premiums of FPO, bargain purchase gains of mergers and acquisitions, and auction share sales by the end of Mangsir would be exempted from fines and interests. The government intended to encourage timely payment of revenues.
This move faced legal scrutiny when 16 Banking and Financial Institutions (BFIs) filed a petition challenging the taxation initiative. The BFIs alleged that the government's decision to grant exemptions on fees and fines was unconstitutional, asserting that it amounted to imposing taxes against the constitutional framework. However, the constitutional bench of the Supreme Court recently dismissed the petition, upholding the government's position. The court ruled that the taxation did not constitute a levy on capital.
The formal announcement of the dismissal was made on last Thursday under the constitutional bench of Chief Justice Bishowambhar Prasad Shrestha, affirming the government's approach to taxation in this context.
BFIs were given a deadline to deposit the specified amount by the end of Mangsir, with the incentive that they would not be charged interest and penalties. As a result, companies proactively met this deadline, contributing significantly to the substantial revenue collection observed over the weekend.
How much tax was paid by which BFI under which title?
Institution
Tax remitted under FPO (Rs.)
Benefit of Bargain Purchases (Rs.)
Nepal SBI Bank
1 crore 77 lakh
Machhapuchchhhre Bank
5 crores and 76 lakhs
4 Crore 50 lakh
Kumari Bank
5 crore 81 lakhs
Prabhu bank
5 crores
Standard Chartered Bank
91 crore 32 lakh
Citizen Bank International Limited
1 crore 39 lakh
6 crore 81 lakh
Kamana Sewa Bikas Bank
2 crores 62 lakhs
NMB Bank
1 Arba 43 Crores 51 lakhs
40 crore 83 lakh
Nepal Investment Bank Limited
1 Arba 36 Crores 31 lakhs
52 crore 88 lakh
Nepal Investment Mega Bank
3 Crores 3 lakhs
Sanima Bank
5 crore 37 lakhs
1 Crores 16 lakhs
Shangrila Development Bank
1 crore 63 lakh
Laxmi Sunrise Bank
15 crore 54 lakh
11 crore 50 lakh
Nabil Bank
14 crore 70 lakh
1 Arba 47 crores 7 lakhs
Himalayan Bank
3 crore 69 lakhs
27 crore 20 lakh
Himalayan Bank (Formerly Civil Bank)
1 crore 9 lakhs
Prime Commercial bank
7 crore 68 lakh
20 crore 41 lakh
NIC Asia Bank
14 crore 65 lakh
30 crores
NIC Asia Laghubitta
73 lakhs
49 lakhs
Siddhartha Bank
7 crore 69 lakh
14 crore 14 lakh
Global IME Bank
39 crore 81 lakh
92 crore 57 lakh
Sana Kisan Bikas Bank (Former RMDC)
5 crores 15 lakhs
Muktinath Bikas Bank
4 crore 53 lakh
27 lakhs
Lumbini Bikas Bank
11 crore 20 lakh
Jyoti Bikas Bank
21 lakh
Garima Bikas Bank
3 Crores 6 lakhs
Nepal Bank Limited
97 crore 72 lakh
Nepal Life Insurance
1 Arba 2 crore 67 lakhs
National Life Insurance
5 crores and 62 lakhs
Life Insurance Corporation Nepal
15 crores
Siddharth Premier Insurance
1 crore 3 lakh
Formerly Premier Insurance
13 crore 81 lakh
NLIC
5 crores
Neco Insurance
4 crore 48 lakh
NLG Insurance
90 lakhs
Shikhar Insurance
8 crore 43 lakh
Himalayan Everest Insurance
11 thousand
IGI Prudential Insurance
87 lakhs
Former IME General Insurance
4 crore 40 lakh
Sagarmatha Lumbini Insurance
2 crores 8 lakhs
Nepal Insurance Company Limited
2 crores 68 lakhs
Total
7 Arba 97 Crores 87 lakhs
4 Arba 49 Crores 81 Lakhs"
2023-04-24,Deadline for Life and Non-Life Insurance Companies To Raise Capital To Rs 5 Arba & Rs 2.5 Arba Extended Till Ashad 2080,https://www.sharesansar.com/newsdetail/deadline-for-life-and-non-life-insurance-companies-to-raise-capital-to-rs-5-arba-rs-25-arba-extended-till-ashad-2080-2023-04-24,"The rule stating that life insurance companies must have a minimum paid-up capital of Rs. 5 Arba was directed by the Nepal Insurance Authority on the 10th of Chaitra 2078. Non-life insurance companies were also urged by the Insurance Board to raise their paid-up capital to Rs. 2.5 Arba by the end of Chaitra 2079.
However, the authority's decision of refusing to give insurance companies time to raise capital has now changed. The authority that had adopted the decision of not extending the period allowed for insurance companies to boost their capital withdrew from the decision at the last minute, when the deadline to increase the capital had passed.
The deadline to enhance paid-up capital, according to the authority, has been extended as a result of numerous insurance companies' failures to maintain the minimum capital required by the board. The authority has now decided to give insurance companies an additional three months to raise capital. By the end of Ashad, both life and non-life insurance companies must have the required minimum paid-up capital.
The Fiscal Act 2078/79 also exempts the insurance firm from paying capital gains tax, dividend tax, and employee retirement tax if the preliminary merger agreement is completed by the end of the fiscal year. In order to take advantage of this, many insurance companies executed a merger agreement before the deadline of the facility.
Life-Insurance Companies
In the fiscal year 2078/2079 and 2079/2080, nine of the nineteen life insurance companies made the decision to merge in order to raise their paid–up capital, reducing the total number of life insurance companies to fourteen.
List of life insurance companies that underwent merger/acquisition route to enhance their paid-up capital:
Other Life Insurance Companies:
Note: Though the merger procedure between Prime, Union and Gurans life insurance companies have been completed, the companies are yet to start a joint integrated transaction.
Out of the above 19 life insurance companies, Sun Nepal life, Rastriya Beema, Met Life, Citizen Life and Mahalaxmi life insurance, Reliable Nepal Life and IME Life Insurance companies are not listed on Nepal Stock Exchange.
NON-LIFE
Similarly, following the Insurance Board's judgement, the insurance companies have combined several strategies, including pursuing a merger, to meet that standard. There was a total of twenty non-life insurance companies, after the merger of twelve non-life insurance companies, the non-life insurance companies will come down to fourteen.
List of Non-life insurance companies that underwent merger/acquisition route to enhance their paid-up capital:
Other Non- Life Insurance Companies:
Note: The amount mentioned are in Rs. Arba.
Companies have been unable to raise the required minimum capital, despite going through the merger procedure. So in a conversation with Raju Raman Paudel, the Insurance Authority's spokesperson (executive director) regarding the capital requirement has asserted that the deadline to increase the paid-up capital had been extended by three months, i.e until Ashad 2080.
Additionally, when discussing companies that pursued the merger/acquisition route but were unable to increase the minimum capital necessary by the board, Paudel emphasized that those companies will be given the chance to enhance their capital by issuing the right shares. However, these right shares are dependent on the companies’ audited fourth quarter reports, and the right shares will be issued based on the profits the company has made up to the fourth quarter of FY 2079/80 i.e by Ashad end 2080."
2023-04-03,"After the Successful Merger, 2.8 Crore Unit Shares of Siddhartha Premier Insurance Listed in NEPSE For Trading",https://www.sharesansar.com/newsdetail/after-the-successful-merger-28-crore-unit-shares-of-siddhartha-premier-insurance-listed-in-nepse-for-trading-2023-04-03,"28,065,499 shares of
Siddhartha Premier Insurance Limited (SPIL)
after a successful merger between Siddhartha Insurance Limited (SIL) and Premier Insurance Company (Nepal) Limited (PIC) have been listed in NEPSE.
SIL and PIC signed the merger agreement with each other on 27th Ashad, 2079. The company had signed a merger deal at a swap ratio of 1:1. The paid-up capital of SIL was Rs. 1,403,920,000. Meanwhile, the paid-up capital of PIC was Rs. 1,402,629,900. The total paid-up capital of the newly merged company ""Siddhartha Premier Insurance Limited"" is Rs. 2.8 Arba.
After a successful merger, SIL and PIC commenced the joint transaction in the name of Siddhartha Premier Insurance Limited (SPIL) from Falgun 17, 2079. Therefore the listed shares will start trading under the symbol ""SPIL.""
The open price range is set as Rs. 637.61 for the first transactions."
2023-03-02,Premier Insurance completes merger deal with Siddhartha Insurance; strong company with 2.8 Arba paid up capital and 125 branches come into being,https://www.sharesansar.com/newsdetail/premier-insurance-completes-merger-deal-with-siddhartha-insurance-strong-company-with-28-arba-paid-up-capital-and-125-branches-come-into-being-2023-03-02,"Premier Insurance Co. (Nepal) Ltd., established on 12th May 1994 and Siddhartha Insurance Co. Ltd., established on 14th April 2006 have officially merged to form a new entity, Siddhartha Premier Insurance Ltd. Chairman of Nepal Insurance Authority, Mr. Surya Prasad Silwal, inaugurated the merged entity today amidst a ceremony.
Mr. Sureshlal Shrestha and Mr. Birendra Bahadur Baidawar Chhetry respectively have been appointed as the merged entity's Chairman and Chief Executive Officer. Both the companies have been merged with a swap ratio of 1:1, thus totaling the paid-up capital of Siddhartha Premier Insurance Limited to more than 2 billion 800 million and 2 billion 340 million in the Insurance Fund.
Similarly, total capital of the company has reached 18 billion 230 million. The company will be operating from 125 branch networks providing insurance services to the public."
2023-03-01,Nepal Life from Life Insurance Sector and Shikhar from Non-Life Insurance Sector Earns the Highest Premium Till Magh; What is the Status of Other Companies?,https://www.sharesansar.com/newsdetail/nepal-life-from-life-insurance-sector-and-shikhar-from-non-life-insurance-sector-earns-the-highest-premium-till-magh-what-is-the-status-of-other-companies-2023-03-01,"Insurance companies are competing with each other to increase their premium collection. Through the seven month of the fiscal year 2079/80, the life insurance companies collected a total premium of Rs. 83.39 Arba, out of its 14,260,139 total active insurance policies.
As per the report published by Nepal Insurance Authority, Nepal Life Insurance Company Limited (NLIC) single-handedly collected Rs. 21.6 Arba, having an active number of insurance policies of 957,467 as of Magh, 2079.
Similarly, Mahalaxmi Life Insurance Limited generated the least amount of premium i.e Rs. 89.51 crores, owing to its 35,777 active insurance policies.
The highest number of active insurance policies lies with Reliable Nepal Life Insurance Co Ltd, having subscribers 3,651,621 as of Magh 79/80. Despite the enormous number, it was able to generate only Rs. 2.085 Arba as its premium amount.
When we take a careful look at the numbers of non-life insurance, it seems that this sector has been growing at a steady rate. Nepalese insurance companies are also one of the successful enterprises of Nepal, which are still running the insurance business without suffering heavy losses from the date of establishment until now.
Previously, the business penetration was quite low and was not achieving its full potential but due to the covid-19, it has brought a favorable scenario for the insurance business which can be seen by the increasing numbers.
Shikhar Insurance Company Limited from the Non-life inusurance sector collected the highest premium worth Rs. 2.98 Arba. Likewise, Neco Insurance Limited which has 165,143 insurance policies collected a premium worth Rs. 1.75 Arba as its insurance premium till Magh of F.Y 2079/80. As per the report published by Insurance Authority, Neco Insurance Limited also has the highest number of insurance policies.
On the other hand, the National Insurance Company is the one that earns the lowest insurance fee. The Insurance company has earned only Rs. 58.22 Crore, out of its 18,329 insurance policies during this period.
Note:- Investors of all insurance companies should understand the quality of insurance policies is important rather than number of insurance policies. Moreover, these policies might include scheme such as foreign employment insurance policy which provides less net premium so some insurance companies do not prefer such policies. Hence, judging an insurance company based only on number of insurance policies would be absurd."
2023-02-28,Siddhartha Premier Insurance Limited to Start Joint Transaction from Falgun 17; Share Trading Halted,https://www.sharesansar.com/newsdetail/siddhartha-premier-insurance-limited-to-start-joint-transaction-from-falgun-17-share-trading-halted-2023-02-28,"The final procedure for a merger between Siddhartha Insurance Limited (SIL) and Premier Insurance Company (Nepal) Limited (PIC) has been completed. The company had signed a merger deal at a swap ratio of 1:1. Hence, for the purpose of Section 9 (2) of the Merger and Acquisition Directive 2079, Act, Nepal Stock Exchange (NEPSE) has issued a circular regarding the suspension of share transaction of the company in accordance with Section 9 (3) of the Directory 2079.
As per merger agreement,
""Siddhartha Premier Insurance Limited""
has been agreed upon as the name of the new bank that will be formed as a result of the merger. The companies signed the Memorandum of Understanding (MoU) on 27th Ashad, 2079.
Likewise, in accordance with the letter from Nepal Insurance Authority and the Office of the Registrar of Companies, the merger has also gained final permission. Therefore, the companies will start the joint business on Falgun 17 i.e March 01, 2023.
The paid-up capital of SIL at the present is Rs. 1,403,920,000. Meanwhile, the paid-up capital of PIC is Rs. 1,402,629,900. The total paid-up capital of the newly merged company will be Rs. 2.8 Arba.
SIL and PIC also declared dividends of 9.4737% and 15% respectively for the Fiscal Year 2078/79."
2023-02-27,"Bonus Shares of SHL, MERO, NICL and PIC Now Listed in NEPSE",https://www.sharesansar.com/newsdetail/bonus-shares-of-shl-mero-nicl-and-pic-now-listed-in-nepse-2023-02-27,"42,13,533 unit bonus shares of
Soaltee Hotel Limited (SHL)
have been listed in NEPSE.
The company convened its 48th AGM for the FY 2078/79 on Poush 28, 2079. The company endorsed a 26.31578947% dividend for FY 2078/79. The meeting of the board of directors held on Ashwin 31 decided to distribute a 5% bonus shares worth Rs. 4,21,28,986 and a 21.31578947% cash dividend worth Rs. 179,602,521 from its paid-up capital of Rs. 84.25 Crores. The same bonus shares are now listed in NEPSE.
As of writing, SHL has an LTP of Rs. 226.
Similarly, 12,00,000 unit bonus shares of
Mero Microfinance Laghubitta Bittiya Sanstha Limited (MERO)
have been listed in NEPSE.
From the 131st meeting of the Board of Directors of Mero Microfinance Laghubitta on Poush 5, the company decided to distribute a dividend of 20% for the fiscal year 2078/79 from the paid-up capital. The company proposed a 10% bonus dividend worth Rs. 12 Crores and a 10% cash dividend (including tax) worth Rs. 12 Crores for the fiscal year 2078/79. The same bonus shares are now listed in NEPSE.
MERO closed at Rs. 643 today.
Likewise, 11,57,696 unit bonus shares of
Nepal Insurance Company Limited (NICL)
have been listed in NEPSE.
The company convened its 74th AGM on 22nd Poush, 2079. The company endorsed an 8.4211% dividend for FY 2078/79. The meeting of the board of directors held on Kartik 04, 2079 decided to distribute a 0.4211% cash dividend worth Rs. 58.06 lakhs and 8% bonus shares worth Rs. 11.57 Crores from the paid-up capital of Rs. 1.37 Arba. The same bonus shares are now listed in NEPSE.
As of writing, NICL has an LTP of 517.
17,49,451 unit bonus shares of
Premier Insurance Company (Nepal) Limited (PIC)
have also been listed in NEPSE.
The company convened its 29th AGM on 29th Poush, 2079. The AGM endorsed 14.25% bonus shares and 0.75% cash dividend (including tax) from the paid-up capital of Rs. 1.22 Arba. Thus, the bonus shares were worth Rs. 17.49 crores and cash dividends (including tax) were worth Rs 92.07 lakhs. The same bonus shares are now listed in NEPSE.
PIC closed at Rs. 649 today."
2023-02-27,Joint Transaction of Siddhartha Insurance and Premier Insurance Company to Start From Falgun 17,https://www.sharesansar.com/newsdetail/joint-transaction-of-siddhartha-insurance-and-premier-insurance-company-to-start-from-falgun-17-2023-02-27,"The final procedure for a merger between Siddhartha Insurance Limited (SIL) and Premier Insurance Company (Nepal) Limited (PIC) has been completed. The company had signed a merger deal at a swap ratio of 1:1.
""Siddhartha Premier Insurance Limited""
has been agreed upon as the name of the new bank that will be formed as a result of the merger. The banks signed the Memorandum of Understanding (MoU) on 27th Ashad, 2079.
Likewise, in accordance with the letter from Nepal Insurance Authority and the Office of the Registrar of Companies, the merger has also gained final permission. Therefore the companies will start the joint business on Falgun 17 i.e March 01, 2023.
The paid-up capital of SIL at the present is Rs. 1,403,920,000. Meanwhile, the paid-up capital of PIC is Rs. 1,402,629,900. The total paid-up capital of the newly merged company will be Rs. 2.8 Arba.
SIL and PIC also declared dividends of 9.4737% and 15% respectively for the Fiscal Year 2078/79.
Announcement"
2023-02-15,Net Profit of Non-Life Insurance Companies Increased By 28.48% in Q2; Find Out the Performance of the 16 Listed Non-Life Insurance Companies,https://www.sharesansar.com/newsdetail/net-profit-of-non-life-insurance-companies-increased-by-2848-in-q2-find-out-the-performance-of-the-16-listed-non-life-insurance-companies-2023-02-15,"When we take a careful look at the numbers of non-life insurance, it seems that this sector has been growing at a steady rate. Nepalese insurance companies are also one of the successful enterprises of Nepal, which are still running the insurance business without suffering heavy losses from the date of establishment until now.
Previously, the business penetration was quite low and was not achieving its full potential but due to the covid-19, it has brought a favorable scenario for the insurance business which can be seen by the increasing numbers.
Most companies are earning decent profit each year. However, for some companies, it is not significant and satisfactory against the volume of transactions if we give an overlook in the balance sheet and profit and loss account. The volumes of transactions are increasing tremendously year by year, but the growth of net earnings is not in the same ratio.
With the second-quarter report published by all the non-life insurance companies, it is obvious that those with a strong business model and effective marketing strategies have shown better results. So, let's dive into the major indicators of non-life insurance in the second quarter of FY 2079/2080.
Note: Everest Insurance Company Limited (EIC) and Himalayan General Insurance company Limited (HGI) have started joint transaction after successful merger from 1st of Shrawan, 2079 and published a joint financial statement from this quarter onwards.
Also, Sanima General Insurance Limited and General Insurance Company Nepal Limited has completed their merger process at a swap ratio of 1:1 and they have also published joint Q2 report of FY 79/80. Since, HEI and SGIC are newly merged companies, the net profit of previous year second quarter has been not taken into account for this analysis.
The following non-life insurance companies are also undergoing merger/acquisition procedure-
Ajod Insurance Limited and United Insurance Company (Nepal) Limited.
Lumbini General Insurance Company Limited and Sagarmatha Insurance Company Limited.
Siddhartha Insurance Limited and Premier Insurance Company (Nepal) Limited.
IME General Insurance Limited and Prudential Insurance Company Limited
Net Profit:
Rastriya Beema Company Limited (RBCL)
posted the highest net profit of Rs.37.429 crores till Q2 of 2079/80. The second highest profit of Rs 24.07 crore was reported by
Shikhar Insurance Company Limited (SICL)
.
The industry average net profit stands at Rs 14.15 crore.
Among the 16 Non-life Insurance Companies companies, 2 companies reported a decline in net profit in compared to the corresponding quarter of the previous year. The highest fall in net profit for FY 79/80 is
Prudential Insurance Company Nepal Limited (PICL)
whose earnings reduced by 43.24%.
Paid-Up Capital:
The board of directors of Insurance Authority has decided to raise the paid-up capital of life insurance companies to Rs. 5 Arba and that of non-life insurance companies to Rs. 2.5 Arba by the end of Chaitra 2079.
Shikhar Insurance Company Limited (SICL)
reported the highest paid-up capital worth 2.29 Arba. Himalayan Everest Insurance Company Limited (HEI) after the joint transaction has reported the second highest capital of Rs. 2.24 Arba.
Neco Insurance Company Limited (NIL)
reported the third highest capital worth Rs. 2.01 Arba.
Reserve and Surplus, Insurance Fund, and Contingent Fund:
The reserve and surplus have an outlier at the upper end. RBCL has the highest reserves of Rs 3.57 arba which also impacts the industry average figure.
Following RBCL, SICL has the highest reserves of Rs 97 Crores.
Likewise, RBCL and SICL has the highest insurance fund of Rs 2.85 arba and Rs 1.53 arba respectively. The industry average insurance fund stands at Rs 1.04 Arba.
Likewise, SICL has the maximum amount of contingent fund which stands at Rs. 13.09 Crores for the second quarter.
Claim Paid (Gross) and Claim Payment (Net):
Net claim payment signifies how much money the company paid in claims over a certain period of time.
Rastriya Beema Company Limited (RBCL)
reported the lowest claim payment in this quarter amounting to Rs. 3.40 crores.
Likewise,
Sagarmatha Insurance Company Limited (SIC)
has reported highest amount of net claims paid. It shows that the company paid Rs. 44.60 Crores as a net payment in the Fiscal Year 2079/80.
Number of Policies and Renewed Number of Policies:
In terms of the number of policies,
Neco Insurance Company Limited (NIL)
has issued the highest number of policies reaching 154,620 policies. Likewise,
Shikhar Insurance Company Limited (SICL)
has issued the second highest number of policies reaching 124,875 policies.
Note:- Investors of all insurance companies should understand the quality of insurance policies is important rather than number of insurance policies. Moreover, these policies might include scheme such as foreign employment insurance policy which provides less net premium so some insurance companies do not prefer such policies. Hence, judging an insurance company based only on number of insurance policies would be absurd.
Total Premium Earned and Net Premium:
Net premium is the main source of earning for insurance companies. The average net earnings from premium stood at Rs 46.95 crore till Q2 of 2079/80.
Neco Insurance Company Limited (NIL)
collected highest amount of Net Premium which stands at Rs. 87.26 Crores
where as
Shikhar Insurance Company Limited (SICL)
collected highest total premium of Rs. 2.65 Arba.
On the other side,
Prudential Insurance Company (PICL)
managed to collect Net premium of only Rs. 20.48 Crores during the review period.
Unpaid Claims:
As per the report published by the companies,
Lumbini General Insurance Limited (LGIL)
has the lowest number of unpaid claims of 2,655.
On the other hand,
IME General
insurance Limited (IGI)
has the lowest amount of unpaid claims worth Rs. 1.28 Crores.
In the same vein, SICL has the highest number of unpaid claims which stands at around 15,109.
Major Indicators:
Earning per share (EPS):
Rastriya Beema Company Limited (RBCL)
has reported the highest annualized earnings per share in this quarter with Rs. 280.67 per share.
Sagarmatha Insurance Company Limited (SIC)
and
Premier Insurance Company Limited (PIC)
have reported an EPS of Rs. 26.20 per share and Rs. 22.27 per share respectively.
Net Worth per share:
The highest net worth per share is reported by
Rastriya Beema Company Limited (RBCL)
at Rs. 2,510.14 per share. RBCL is followed by
Sagarmatha Insurance Company Limited (SIC)
with a net worth per share of Rs. 244.05 per share.
NLG
Insurance Company Limited (NLG)
has reported a net worth of Rs. 221.15 per share making it the third-highest.
The average Net worth per share stood at Rs. 334.41 per share.
Price to Earnings Ratio (PE Ratio) and Price to Book Ratio (PB Ratio):
In terms of Price to Earnings ratio,
Nepal Insurance Company Limited (NICL)
has reported the lowest P/E of 22.40 times.
The lower P/E suggests that the investors have to pay relatively lower for a rupee of earnings than their competitors. The highest P/E stood is reported by
Prudential Insurance Limited (PICL)
which has P/E ratio of 70.11.
The Price-to-Book (P/B) ratio is used
compare a company's market capitalization to its book value. Traditionally, any value under 1 or 3 (Max) is considered a good P/B value, indicating a potentially undervalued stock.
Accordingly,
Lumbini General Insurance Limited (LGIL)
has the lowest P/B ratio of 2.04 times and
Rastriya Beema Company Limited (RBCL)
has the highest P/B ratio of 5.58 times
.
Finally, the below table illustrated the overall picture with the major indicators of 16 non-life insurance companies as of the second quarter of FY 2079/2080.
Note - All figures are in Rs. Crores, whereas the Capital figures are in Rs Arba."
2023-02-08,Net Premium of Premier Insurance Decreased by 8.01% in Q2; PIC to Merge With Siddhartha Insurance at 1:1 Swap Ratio,https://www.sharesansar.com/newsdetail/net-premium-of-premier-insurance-decreased-by-801-in-q2-pic-to-merge-with-siddhartha-insurance-at-11-swap-ratio-2023-02-08,"Premier Insurance Company Limited
(PIC)
has earned a net profit of Rs 15.61 crore till the Q2 of FY 2079/80. The profit of the company has declined by 0.34% in this quarter compared to the corresponding quarter of the last fiscal year.
The company's provision for possible losses has increased by 129.97% as compared to the corresponding quarter of the previous year which led to a decline in Net Profit in this quarter.
As per the unaudited report published today, the net premium has decreased by 8.01% to Rs 42.40 crores from Rs 46.09 crores in the corresponding quarter of the last fiscal year.
The insurance company has a paid-up capital of Rs 1.40 Arba with a reserve of Rs 30.08 crore in Q2 of 2079/80.
Likewise, the company’s insurance fund has increased to Rs 1.09 Arba from Rs 91.67 crore in the corresponding quarter of the last fiscal year.
The insurance company has issued a total of 75,065 insurance policies.
As per the second-quarter report, the annualized EPS of the insurance company stands at Rs 22.27with a net worth per share of Rs 126.30. The quarter-end Price to Earnings
Ratio stands at 29.50 times.
PIC also endorsed 14.25% bonus shares and 0.75% cash dividend from the profit of the previous fiscal year and also endorsed the decision to merge with Siddhartha Insurance so as to form Siddhartha Premier Insurance in share swap ratio of 1:1.
Click here for the Q2 report
Major Highlights:
Particulars (In Rs '000)
Premier Insurance
Q2 2079/80
Q2 2078/79
Difference
Paid Up Capital
1,402,630.00
1,074,560.00
30.53%
Reserve and Surplus
300,814.00
466,536.00
-35.52%
Insurance Fund
1,093,024.00
916,745.00
19.23%
Contingent Fund
68,089.00
50,557.00
34.68%
Net Premium
424,063.00
460,985.00
-8.01%
Re-Insurance Income
113,144.00
129,905.00
-12.90%
Income from Investment, Loan and others
58,990.00
41,690.00
41.50%
Claim Payment (Net)
224,575.00
188,362.00
19.23%
Provision for Losses
24,966.00
10,856.00
129.97%
Agent Commission
13,689.00
14,211.00
-3.67%
Net Profit
156,185.00
155,659.00
0.34%
No of Policies
75,065.00
84,142.00
-10.79%
EPS (In Rs.)
22.27
28.97
-23.13%
Net Worth per Share (In Rs.)
126.30
148.12
-14.73%
PE Ratio
29.50
-"
