Date,Headline,Link,Full Content
2016-10-25,Civil Bank trading resumes from today; trading started from Rs 255 in Nepse,https://www.sharesansar.com/newsdetail/civil-bank-trading-resumes-from-today-trading-started-from-rs-255-in-nepse,"Civil Bank Limited (CBL) has resumed its trading in Nepal Stock Exchange Limited (NEPSE) from today (Kartik 9, 2073). The trading of the bank was halted due to the merger process with International Leasing & Finance Company Limited (ILFC).

The trading of the Civil Bank has resumed after the successful merger with ILFC. The bank had commenced joint operation from Kartik 1, 2073 as Civil Bank Limited.

The trading of the scrip opened at Rs 255.

The share swap ratio of Civil: International Leasing & Finance for the merger was fixed at 1:0.74.72. Investors having 100 units shares of Civil Bank  will get 100 units shares of Civil Bank and investors having 100 units shares of ILFC will get 74.72 units shares of Civil Bank

The paid up capital of Civil Bank stands at Rs 3.08 arba. It had earned net profit of Rs 33.66 crore in the fourth quarter of the fiscal year 2072/73.

The paid up capital of International Leasing and Finance stands at Rs 2 arba. The bank had earned net profit of Rs 12.48 crore in the fourth quarter of the fiscal year 2072/73.

Before the merger process, Civil Bank Last Traded Price (LTP) stood at Rs 255 as on January 26, 2016.

Recently, Civil Bank had also signed Memorandum of Understanding (MOU) for the acquisition process with Unique Finance and Hama Merchant & Finance."
2016-10-17,Civil Bank & International Leasing & Finance joint transaction starts from today as Civil Bank,https://www.sharesansar.com/newsdetail/civil-bank-international-leasing-finance-joint-transaction-starts-from-today-as-civil-bank,"Nepal Rastra Bank had given final approval for the merger of Civil Bank Limited (CBL) and International Leasing and Finance Limited (ILFC) on Ashwin 11, 2073. The joint transaction of both companies starts from today (Kartik 1, 2073).

The merged entity will be named as Civil Bank Limited and will start the integrated business. The merged entity will publish combined quarterly report from the upcoming quarter after their joint operation.

The share swap ratio of Civil Bank and ILFC was fixed at 1:0.83.

The transaction of both banks remained closed on Ashwin 30, 2073 for the process of system integration to start joint operation.

Everything related to banking services such as ATM services, Internet Banking, Mobile banking, etc. was closed from Ashwin 30 till today. Also withdrawing of money from ILFC’s ATM/ Debit Card is being dismissed from today.

The paid up capital of Civil Bank stands at Rs 3.08 arba. It had earned net profit of Rs 33.66 crore in the fourth quarter of the fiscal year 2072/73.

The paid up capital of International Leasing and Finance stands at Rs 2 arba. The bank had earned net profit of Rs 12.48 crore in the fourth quarter of the fiscal year 2072/73.

Civil Bank had also signed memorandum of Understanding (MOU) for the acquisition process with Unique finance and Hama Merchant & Finance."
2016-10-02,Civil Bank & International Leasing & Finance joint transaction to start from Kartik 1 as Civil Bank,https://www.sharesansar.com/newsdetail/civil-bank-international-leasing-finance-joint-transaction-to-start-from-kartik-1-as-civil-bank,"Nepal Rastra Bank had given final approval for the merger of Civil Bank Limited (CBL) and International Leasing and Finance Limited (ILFC) on Ashwin 11, 2073. The joint transaction of both companies will start from Kartik 1, 2073.

The merged entity will be named as Civil Bank Limited and will start the integrated business. The merged entity will publish combined quarterly report from the upcoming quarter after their joint operation.

The share swap ratio of Civil Bank and ILFC was fixed at 1:0.83.

The transaction of both banks will remain closed on Ashwin 30, 2073 for the process of system integration to start joint operation.

Everything related to banking services such as ATM services, Internet Banking, Mobile banking, etc. will be closed on Ashwin 30 and Kartik 1, 2073.Also withdrawing of money from ILFC’s ATM/ Debit Card will be dismissed from Kartik 1, 2073.

The paid up capital of Civil Bank stands at Rs 3.08 arba. It had earned net profit of Rs 33.66 crore in the fourth quarter of the fiscal year 2072/73.

The paid up capital of International Leasing and Finance stands at Rs 2 arba. The bank had earned net profit of Rs 12.48 crore in the fourth quarter of the fiscal year 2072/73.

Recently, Civil Bank had signed memorandum of Understanding (MOU) for the acquisition process with  Unique finance and Hama Merchant & Finance."
2016-08-26,International Leasing & Finance 19th & 20th AGM today; to endorse merger process with Civil Bank,https://www.sharesansar.com/newsdetail/international-leasing-finance-19th-20th-agm-on-today-to-endorse-merger-process-with-civil-bank,"International Leasing and Finance Company Limited (ILFC) is convening its 19
th
and 20
th
Annual General Meeting (AGM) today (Bhadra 10, 2073). The AGM is being held at United World Trade Center, Tripureswor, Kathmandu at 10: 00 AM.

The main agenda of the AGM are:
Authorized BOD to initiate merger process with Civil Bank Limited.
The Due Diligence Audit Report (DDA) has set the value of International Leasing and Finance and Civil Bank. The share swap ratio of ILFC and Civil Bank has been fixed at 1:0.83. Also to endorse Rs 34.14 crore as premium share to the shareholders of Civil Bank before the merger process
After the merger process, the new merged entity will be named as Civil Bank Limited.
To appoint auditor to do Due Diligence Audit for the purpose of merger.
The tenure of existing BOD member will dissolve after the formation of new BOD with the completion of merger process and amend article of association accordingly.
To amend article of association and memorandum of association as per directed by registrar officer or Nepal Rastra Bank.
Other agendas of the AGM include financial highlights of 2071/72 and appointment of auditor, to endorse help provided to earthquake victim and to elect 3 BOD members from public shareholders group.

The register of their shareholders was closed from Shrawan 27, 2073 till Btoday (Bhadra 10, 2073) for the purpose of its AGM.

Since, trading of International Leasing and Finance Company has been suspended in Nepal Stock Exchange Limited (NEPSE) from January 25, 2016."
2016-08-26,Civil Bank SGM today; to endorse merger with International Leasing & Finance Company,https://www.sharesansar.com/newsdetail/civil-bank-sgm-today-to-endorse-merger-with-international-leasing-finance-company,"Civil Bank Limited (CBL) is convening its Special General Meeting (SGM) today (Bhadra 10, 2073). The SGM is going to be held at Amritbhog, Kalikasthan, Dillibazar, Kathmandu at 11: 00 AM.

The main agenda of the SGM are:
Authorized BOD to initiate merger process with International Leasing and Finance Limited (ILFC).
The Due Diligence Audit Report (DDA) has set the value of International Leasing and Finance and Civil Bank. The share swap ratio of ILFC and Civil Bank has been fixed at 1:0.83.
To endorse Memorandum of Understanding (MOU), Due Diligence Audit (DDA) and Final Scheme of Arrangement for the merger process.
After the completion of merger process to increase issued capital and paid up capital.
After the merger process, the newly merged entity will be named as Civil Bank Limited.
To amend article of association and memorandum of association as per directed by registrar officer or Nepal Rastra Bank.
The trading of Civil Bank has been suspended in Nepal Stock Exchange Limited (NEPSE) from Poush 12, 2072 following the merger process.

Civil Bank had earned net profit of Rs. 33.66 crore in the fourth quarter of the fiscal year 2072/73."
2016-08-03,Civil Bank SGM on Bhadra 10; to endorse merger with International Leasing & Finance Company,https://www.sharesansar.com/newsdetail/civil-bank-sgm-on-bhadra-10-to-endorse-merger-with-international-leasing-finance-company,"Civil Bank Limited (CBL) will be convening its Special General Meeting (SGM) on Bhadra 10, 2073. The SGM is going to be held at Amritbhog, Kalikasthan, Dillibazar, Kathmandu at 11: 00 AM.

The main agenda of the SGM are:
Authorized BOD to initiate merger process with International Leasing and Finance Limited (ILFC).
The Due Diligence Audit Report (DDA) has set the value of International Leasing and Finance and Civil Bank. The share swap ratio of ILFC and Civil Bank has been fixed at 1:0.83.
To endorse Memorandum of Understanding (MOU), Due Diligence Audit (DDA) and Final Scheme of Arrangement for the merger process.
After the completion of merger process to increase issued capital and paid up capital.
After the merger process, the newly merged entity will be named as Civil Bank Limited.
To amend article of association and memorandum of association as per directed by registrar officer or Nepal Rastra Bank.
The trading of Civil Bank has been suspended in Nepal Stock Exchange Limited (NEPSE) from Poush 12, 2072 following the merger process.

Civil bank had earned net profit of Rs. 20.01 crore in the third quarter of the  fiscal year 2072/73."
2016-01-25,Civil Bank & ILFC sign MoU for merger; Paid up to cross Rs 5 arba,https://www.sharesansar.com/newsdetail/civil-bank-ilfc-sign-mou-for-merger-paid-up-to-cross-rs-5-arba,"Civil bank Ltd. (CBL) and International Finance and Leasing Co. Ltd. (ILFC) have signed a Memorandum of Understanding (MoU) to enter into merger process. The Chairman of CBL Mr. Ichhya Bahadur Tamang and the Chairman of ILFC Mr. Anjay Bahadur Shah signed the MoU.
ILFC has been in sight of many commercial banks for merger as it has paid up capital up of Rs 2.88 arba. This kind of deal would have been great relief for any commercial banks planning to reach paid up capital of Rs 8 arba. However, ILFC does come with downside of whopping Non Performing Loan of 17%.
The paid up capital of CBL will reach Rs 3.08 arba after distribution of 6.75% bonus share endorsed by the 5th AGM of the bank. The paid up capital of the merged entity will cross Rs 5 arba. The swap ratio for the merger will be set after the DDA.  The merged entity plans to start joint operation by the first week of Jestha 2073 at the latest. The trading of both companies will be halted from tomorrow, January 26, due to ongoing merger process.
CBL has earned net profit of Rs. 5.87 crore in first quarter of the fiscal year 2072/73."
2015-12-16,"ILFCO & Business Universal to sell 2, 44,255 & 2, 94,362 units promoter shares respectively to existing promoters of respective BFI",https://www.sharesansar.com/newsdetail/ilfco-business-universal-to-sell-2-44255-2-94362-units-promoter-shares-respectively-to-existing-promoters-of-respective-bfi,"International Leasing And Finance Company Limited (ILFCO)
is selling 2, 44,255 units promoter shares to the existing promoter shareholders.

Thus, ILFCO has published notice to sell its promoter shares.

If any existing promoter shareholder is interested to buy promoter shares then the respective person should submit an application at Bank’s central office at New Baneswor, Kathmandu within 35 days of the notice published.

Similarly,
Business Universal Development Bank Limited (BUDBL)
has published a notice stating that promoter shareholders of the bank, Mr and Mrs. Naresh Shankar Palikhe intends to sell their 2,94,362 promoter shares to existing promoter shareholder at a reasonable price.

As per the direction of Nepal Rastra Bank (NRB) for buying or selling promoter shares of the bank, promoter shareholders of the bank should be given the first priority and if the shares are not bought by promoter shareholders only then other person or institution can buy those under the direction of NRB."
2015-11-26,CDSC rounds up thirteen more companies for Demat trading from Mangsir 28,https://www.sharesansar.com/newsdetail/cdsc-rounds-up-thirteen-more-companies-for-demat-trading-from-mangsir-28,"CDS and Clearing adds thirteen more companies for trading their shares in de-materialized form from Mangsir 28.

Starting Mangsir 13 the shares of these companies can be sold in both materialized and dematerialized form. However, buyer can only receive such shares in dematerialized form.

Seller can only sell dematerialized shares of these 13 companies from Mangsir 28.

The following is the list of 13 companies whose shares would be traded in dematerialized form only starting Mangsir 28:
Innovative Development Bank Ltd.
Western Development Bank Ltd.
Nepal Community Development Bank Ltd.
Araniko Development Bank Ltd.
Chhimek Laghubitta Bikash Bank Ltd.
Sindhu Bikash bank Ltd.
Tourism Development Bank Ltd.
Salt Trading Corporation
Narayani National Finance Ltd.
International Leasing and Finance Company Ltd.
Surya Life Insurance Company Ltd.
Life Insurance Corporation (Nepal) Ltd.
Nabil Balance Fund 1
Click here for CDSC Press Release"
2015-11-15,International Leasing & Finance Co. earns Rs.49.69 lakh in Q1; NPL increases to 17.11%,https://www.sharesansar.com/newsdetail/international-leasing-finance-co-earns-rs-49-69-lakh-in-q1-npl-increases-to-17-11,"International Leasing & Finance Company Limited (ILFCO) has earned net profit of Rs.49.69 lakh in Q1 of the fiscal year 2072/73. The net profit increased by 2.67 %.

As per the unaudited financial report for the first quarter published today, the finance company has stated that its net profit rose to Rs.49.67 lakh in first quarter, up from Rs.48.40 lakh as compared to the corresponding quarter of the previous fiscal year 2071/72.

The finance company has collected deposits of Rs.1.38 arba in Q1 decreasing from Rs.1.40 arba in the corresponding quarter of the previous fiscal year. It has floated loans of Rs.1.69 arba, down from Rs.2.05 arba in the corresponding quarter of the previous fiscal year.

ILFCO’s net interest income rose to Rs.5.01 crore from Rs.3.77 crore in Q1 of the fiscal year 2072/73.

It’s paid up capital remains at Rs.2 arba in Q1.It has a borrowings of Rs.99.78 lakh.

ILFCO’s NPL increased to 17.11 % from 14.75 % in Q1.

Its Credit to Deposit Ratio (CD ratio) stood at 46.28 %.
Click Here For Announcement"
