S.N.,Date,Open,High,Low,Close,% Change,Qty,Turnover
1,1/12/2026,"1,218.00","1,252.90","1,216.00","1,240.00",1.14,"20,400.00","25,270,360.00"
2,1/8/2026,"1,230.00","1,240.00","1,221.10","1,226.00",-1.74,"9,157.00","11,263,204.20"
3,1/7/2026,"1,251.00","1,270.00","1,230.00","1,247.70",-0.34,"19,756.00","24,756,182.60"
4,1/6/2026,"1,275.10","1,297.00","1,252.00","1,252.00",-1.73,"21,383.00","27,330,660.30"
5,1/5/2026,"1,220.00","1,275.00","1,215.00","1,274.00",4,"36,693.00","46,159,073.90"
6,1/4/2026,"1,197.00","1,228.00","1,181.10","1,225.00",2.34,"15,078.00","18,172,284.00"
7,1/1/2026,"1,202.10","1,222.00","1,196.00","1,197.00",-1.85,"7,083.00","8,545,388.60"
8,12/31/2025,"1,205.00","1,220.00","1,200.50","1,219.50",1.2,"6,880.00","8,323,447.00"
9,12/29/2025,"1,229.00","1,229.00","1,205.00","1,205.00",-1.95,"6,814.00","8,262,807.20"
10,12/28/2025,"1,212.00","1,229.00","1,200.00","1,229.00",0.9,"5,210.00","6,308,312.00"
11,12/24/2025,"1,211.00","1,218.00","1,196.60","1,218.00",-0.08,"4,903.00","5,895,791.30"
12,12/23/2025,"1,215.00","1,246.00","1,181.00","1,219.00",1.75,"6,983.00","8,394,248.50"
13,12/22/2025,"1,201.00","1,214.90","1,191.40","1,198.00",-1.32,"8,009.00","9,606,826.40"
14,12/21/2025,"1,220.00","1,230.00","1,195.00","1,214.00",-1.14,"11,718.00","14,140,257.80"
15,12/18/2025,"1,234.10","1,249.00","1,228.00","1,228.00",-1.13,"9,060.00","11,184,746.10"
16,12/17/2025,"1,255.00","1,279.00","1,242.00","1,242.00",-1.34,"9,939.00","12,442,578.10"
17,12/16/2025,"1,265.90","1,289.00","1,228.00","1,258.90",1.43,"8,504.00","10,643,744.00"
18,12/15/2025,"1,249.90","1,287.90","1,221.00","1,241.10",0.25,"13,421.00","16,690,397.50"
19,12/14/2025,"1,255.00","1,319.00","1,235.00","1,238.00",-2.52,"17,195.00","21,666,081.20"
20,12/11/2025,"1,295.00","1,309.00","1,268.00","1,270.00",-1.93,"8,814.00","11,293,584.30"
21,12/10/2025,"1,280.00","1,315.00","1,276.30","1,295.00",0.08,"10,910.00","14,143,580.00"
22,12/9/2025,"1,270.00","1,305.00","1,270.00","1,294.00",1.49,"19,989.00","25,869,492.40"
23,12/8/2025,"1,255.40","1,297.00","1,255.40","1,275.00",-0.39,"24,023.00","30,812,349.40"
24,12/7/2025,"1,255.00","1,301.70","1,255.00","1,280.00",1.35,"25,013.00","32,108,829.60"
25,12/3/2025,"1,257.50","1,308.00","1,240.00","1,263.00",0.4,"9,786.00","12,423,872.50"
26,12/2/2025,"1,247.00","1,260.00","1,246.00","1,258.00",-0.08,"4,265.00","5,339,320.80"
27,12/1/2025,"1,279.70","1,279.70","1,240.10","1,259.00",-0.08,"7,242.00","9,044,608.00"
28,11/30/2025,"1,255.00","1,279.90","1,249.00","1,260.00",0.39,"13,614.00","17,224,313.70"
29,11/27/2025,"1,280.00","1,284.90","1,246.00","1,255.10",-0.7,"14,446.00","18,207,976.40"
30,11/26/2025,"1,282.50","1,290.00","1,263.00","1,264.00",-1.4,"11,460.00","14,539,615.70"
31,11/25/2025,"1,280.00","1,300.00","1,260.20","1,282.00",-1.16,"10,842.00","13,865,728.70"
32,11/24/2025,"1,302.00","1,349.00","1,261.00","1,297.00",1.33,"16,923.00","21,955,689.30"
33,11/23/2025,"1,250.00","1,295.20","1,242.00","1,280.00",2.4,"16,058.00","20,514,247.10"
34,11/20/2025,"1,217.00","1,259.00","1,217.00","1,250.00",1.21,"19,628.00","24,462,680.00"
35,11/19/2025,"1,240.00","1,254.00","1,211.10","1,235.00",-0.87,"3,670.00","4,490,258.50"
36,11/18/2025,"1,213.00","1,256.90","1,213.00","1,245.90",0.72,"7,048.00","8,702,306.40"
37,11/17/2025,"1,249.00","1,249.00","1,210.00","1,237.00",1,"5,303.00","6,506,403.70"
38,11/16/2025,"1,238.20","1,238.20","1,203.00","1,224.80",-1.08,"4,716.00","5,730,791.60"
39,11/13/2025,"1,214.00","1,238.20","1,181.10","1,238.20",1.93,"15,129.00","18,162,283.90"
40,11/12/2025,"1,206.00","1,254.00","1,180.00","1,214.80",-1.24,"13,778.00","16,531,453.20"
41,11/11/2025,"1,216.00","1,289.00","1,216.00","1,230.00",-0.81,"5,804.00","7,137,917.80"
42,11/10/2025,"1,230.00","1,259.00","1,212.00","1,240.00",0.02,"8,662.00","10,674,662.00"
43,11/9/2025,"1,295.70","1,299.20","1,239.80","1,239.80",-4.47,"14,513.00","18,272,029.40"
44,11/6/2025,"1,325.00","1,325.00","1,280.00","1,297.80",-0.55,"14,470.00","18,697,315.40"
