Date_Stock,Close,Date_News,Sentiment_Score,Prediction
2015-11-10,343.0,,0.0,Neutral
2015-11-29,376.0,,0.0,Neutral
2015-11-30,383.0,,0.0,Neutral
2015-12-01,404.0,,0.0,Neutral
2015-12-02,420.0,,0.0,Neutral
2015-12-03,436.0,,0.0,Neutral
2015-12-07,479.0,,0.0,Neutral
2015-12-08,526.0,,0.0,Neutral
2015-12-09,578.0,,0.0,Neutral
2015-12-10,635.0,,0.0,Neutral
2015-12-13,698.0,,0.0,Neutral
2015-12-14,767.0,,0.0,Neutral
2015-12-15,843.0,,0.0,Neutral
2015-12-16,927.0,,0.0,Neutral
2015-12-17,1019.0,2015-12-17,0.9204099774360656,Strongly Positive
2015-12-20,980.0,,0.0,Neutral
2015-12-21,951.0,,0.0,Neutral
2015-12-22,1020.0,,0.0,Neutral
2015-12-23,1050.0,,0.0,Neutral
2015-12-24,1155.0,,0.0,Neutral
2015-12-27,1161.0,,0.0,Neutral
2015-12-28,1153.0,,0.0,Neutral
2015-12-29,1170.0,,0.0,Neutral
2015-12-31,1200.0,,0.0,Neutral
2016-01-03,1225.0,2016-01-03,0.2890769243240356,Positive
2016-01-04,1195.0,,0.0,Neutral
2016-01-05,1184.0,,0.0,Neutral
2016-01-06,1136.0,,0.0,Neutral
2016-01-07,1136.0,,0.0,Neutral
2016-01-10,1175.0,,0.0,Neutral
2016-01-11,1161.0,,0.0,Neutral
2016-01-12,1201.0,,0.0,Neutral
2016-01-13,1228.0,,0.0,Neutral
2016-01-14,1249.0,,0.0,Neutral
2016-01-31,1373.0,,0.0,Neutral
2016-02-01,1503.0,,0.0,Neutral
2016-02-02,1475.0,,0.0,Neutral
2016-02-03,1470.0,,0.0,Neutral
2016-02-04,1440.0,,0.0,Neutral
2016-02-07,1412.0,,0.0,Neutral
2016-02-14,1439.0,,0.0,Neutral
2016-02-15,1370.0,,0.0,Neutral
2016-02-16,1360.0,2016-02-16,-0.909696102142334,Strongly Negative
2016-02-18,1387.0,,0.0,Neutral
2016-02-21,1335.0,,0.0,Neutral
2016-02-22,1330.0,,0.0,Neutral
2016-02-23,1279.0,,0.0,Neutral
2016-02-24,1254.0,,0.0,Neutral
2016-02-25,1240.0,,0.0,Neutral
2016-02-28,1250.0,,0.0,Neutral
2016-02-29,1335.0,,0.0,Neutral
2016-03-01,1340.0,,0.0,Neutral
2016-03-02,1393.0,,0.0,Neutral
2016-03-06,1420.0,,0.0,Neutral
2016-03-10,1559.0,,0.0,Neutral
2016-03-13,1605.0,,0.0,Neutral
2016-03-14,1559.0,,0.0,Neutral
2016-03-15,1501.0,,0.0,Neutral
2016-03-16,1500.0,,0.0,Neutral
2016-03-17,1475.0,,0.0,Neutral
2016-03-20,1461.0,,0.0,Neutral
2016-03-21,1465.0,,0.0,Neutral
2016-03-23,1440.0,,0.0,Neutral
2016-03-24,1385.0,,0.0,Neutral
2016-03-27,1346.0,,0.0,Neutral
2016-03-28,1385.0,,0.0,Neutral
2016-03-29,1450.0,,0.0,Neutral
2016-03-30,1421.0,,0.0,Neutral
2016-03-31,1400.0,,0.0,Neutral
2016-04-03,1415.0,,0.0,Neutral
2016-04-04,1385.0,,0.0,Neutral
2016-04-05,1370.0,,0.0,Neutral
2016-04-06,1370.0,,0.0,Neutral
2016-04-10,1342.0,,0.0,Neutral
2016-04-11,1350.0,,0.0,Neutral
2016-04-12,1345.0,,0.0,Neutral
2016-04-14,1405.0,,0.0,Neutral
2016-04-17,1390.0,,0.0,Neutral
2016-04-18,1385.0,,0.0,Neutral
2016-04-19,1376.0,,0.0,Neutral
2016-04-20,1376.0,,0.0,Neutral
2016-04-21,1372.0,,0.0,Neutral
2016-04-24,1370.0,,0.0,Neutral
2016-04-25,1380.0,,0.0,Neutral
2016-04-26,1388.0,,0.0,Neutral
2016-04-27,1450.0,,0.0,Neutral
2016-04-28,1443.0,,0.0,Neutral
2016-05-02,1430.0,,0.0,Neutral
2016-05-03,1400.0,,0.0,Neutral
2016-05-04,1373.0,,0.0,Neutral
