Date_Stock,Close,Date_News,Sentiment_Score,Prediction
2011-06-05,109.0,,0.0,Neutral
2011-08-15,107.0,,0.0,Neutral
2011-11-08,108.0,,0.0,Neutral
2013-02-04,110.0,,0.0,Neutral
2014-04-15,108.0,,0.0,Neutral
2014-08-18,106.0,,0.0,Neutral
2015-07-01,306.0,,0.0,Neutral
2015-07-02,279.0,,0.0,Neutral
2015-07-05,254.0,,0.0,Neutral
2015-07-07,230.0,,0.0,Neutral
2015-07-08,210.0,,0.0,Neutral
2015-07-16,190.0,,0.0,Neutral
2015-08-12,187.0,,0.0,Neutral
2016-07-28,706.0,,0.0,Neutral
2017-03-21,350.0,,0.0,Neutral
2017-05-16,350.0,,0.0,Neutral
2017-06-15,350.0,,0.0,Neutral
2017-06-27,350.0,,0.0,Neutral
2017-07-02,350.0,,0.0,Neutral
2017-10-09,215.0,,0.0,Neutral
2017-10-10,211.0,,0.0,Neutral
2017-10-25,203.0,,0.0,Neutral
2017-10-29,200.0,,0.0,Neutral
2017-11-05,200.0,,0.0,Neutral
2017-11-06,196.0,,0.0,Neutral
2017-12-13,196.0,,0.0,Neutral
2017-12-31,195.0,,0.0,Neutral
2018-01-07,195.0,,0.0,Neutral
2018-01-09,195.0,,0.0,Neutral
2018-02-04,195.0,,0.0,Neutral
2018-02-12,195.0,,0.0,Neutral
2018-03-20,195.0,,0.0,Neutral
2018-04-26,195.0,,0.0,Neutral
2018-05-27,195.0,,0.0,Neutral
2018-07-03,195.0,,0.0,Neutral
2018-11-13,195.0,,0.0,Neutral
2018-12-17,195.0,,0.0,Neutral
2019-03-18,162.0,,0.0,Neutral
2019-03-24,165.0,,0.0,Neutral
2019-04-10,162.0,,0.0,Neutral
2019-07-15,200.0,,0.0,Neutral
2019-07-28,200.0,,0.0,Neutral
2019-07-30,196.0,,0.0,Neutral
2019-08-19,196.0,,0.0,Neutral
2019-09-24,196.0,,0.0,Neutral
2019-12-02,193.0,,0.0,Neutral
2019-12-03,190.0,,0.0,Neutral
2020-03-12,190.0,,0.0,Neutral
2020-07-05,190.0,,0.0,Neutral
2020-07-06,190.0,,0.0,Neutral
2020-07-14,190.0,,0.0,Neutral
2020-07-26,190.0,,0.0,Neutral
2020-11-08,190.0,,0.0,Neutral
2020-12-03,190.0,,0.0,Neutral
2020-12-31,190.0,,0.0,Neutral
2021-01-04,190.0,,0.0,Neutral
2021-02-08,190.0,,0.0,Neutral
2021-04-04,190.0,,0.0,Neutral
2021-07-05,270.0,,0.0,Neutral
2021-08-26,264.6,,0.0,Neutral
2021-09-02,265.0,,0.0,Neutral
2021-11-15,275.0,,0.0,Neutral
2021-12-14,275.0,,0.0,Neutral
2021-12-20,275.0,,0.0,Neutral
2021-12-23,270.0,,0.0,Neutral
2021-12-27,270.0,,0.0,Neutral
2022-01-20,270.0,,0.0,Neutral
2022-02-10,270.0,,0.0,Neutral
2022-03-07,270.0,,0.0,Neutral
2022-04-28,270.0,,0.0,Neutral
2022-07-03,193.0,,0.0,Neutral
2022-08-07,193.0,,0.0,Neutral
2022-08-09,193.0,,0.0,Neutral
2022-09-13,193.0,,0.0,Neutral
2022-11-17,175.0,,0.0,Neutral
2022-12-27,171.5,,0.0,Neutral
2023-01-29,171.5,,0.0,Neutral
2023-03-12,161.6,,0.0,Neutral
2023-03-16,160.0,,0.0,Neutral
2023-03-19,160.0,,0.0,Neutral
2023-04-18,156.8,,0.0,Neutral
2023-05-31,156.8,,0.0,Neutral
2023-06-11,153.7,,0.0,Neutral
2023-06-19,150.7,,0.0,Neutral
2023-06-28,150.7,,0.0,Neutral
2023-08-21,148.0,,0.0,Neutral
2023-10-30,145.1,,0.0,Neutral
2023-10-31,145.1,,0.0,Neutral
2024-01-22,135.0,,0.0,Neutral
2024-02-18,135.0,,0.0,Neutral
2024-02-22,135.0,,0.0,Neutral
2024-04-21,135.0,,0.0,Neutral
2024-07-10,137.7,,0.0,Neutral
2024-07-11,137.7,,0.0,Neutral
2024-07-21,137.7,,0.0,Neutral
2025-07-03,175.0,,0.0,Neutral
2025-07-06,175.0,,0.0,Neutral
2025-07-14,175.0,,0.0,Neutral
2025-07-17,172.0,,0.0,Neutral
2025-08-18,172.0,,0.0,Neutral
2025-09-07,169.0,,0.0,Neutral
