Date_Stock,Close,Date_News,Sentiment_Score,Prediction
2017-11-08,100.0,,0.0,Neutral
2017-11-14,100.0,,0.0,Neutral
2017-11-20,100.0,,0.0,Neutral
2017-11-23,100.0,,0.0,Neutral
2018-01-01,100.0,,0.0,Neutral
2018-01-31,100.0,,0.0,Neutral
2018-03-20,100.0,,0.0,Neutral
2018-04-24,100.0,,0.0,Neutral
2018-05-24,100.0,,0.0,Neutral
2018-06-10,100.0,,0.0,Neutral
2018-08-07,100.0,,0.0,Neutral
2018-08-13,100.0,,0.0,Neutral
2018-09-17,100.0,,0.0,Neutral
2018-09-27,100.0,,0.0,Neutral
2018-10-02,100.0,,0.0,Neutral
2018-10-25,100.0,,0.0,Neutral
2018-10-29,100.0,,0.0,Neutral
2019-06-27,100.0,,0.0,Neutral
2021-01-21,176.0,,0.0,Neutral
2021-05-09,259.0,,0.0,Neutral
2021-07-20,649.0,,0.0,Neutral
2021-08-04,649.0,,0.0,Neutral
2022-04-25,258.0,,0.0,Neutral
2022-05-31,255.0,,0.0,Neutral
2022-07-14,255.0,,0.0,Neutral
2022-08-10,255.0,,0.0,Neutral
2022-12-15,284.0,,0.0,Neutral
2023-05-07,289.0,,0.0,Neutral
2024-03-27,432.0,,0.0,Neutral
2024-06-19,355.0,,0.0,Neutral
2024-09-09,474.0,,0.0,Neutral
2024-09-16,474.0,,0.0,Neutral
2024-12-19,385.0,,0.0,Neutral
2025-04-21,331.0,,0.0,Neutral
