Date_Stock,Close,Date_News,Sentiment_Score,Prediction
2017-01-09,306.0,2017-01-09,0.901376247406006,Strongly Positive
2017-01-10,284.0,,0.0,Neutral
2017-01-11,284.0,,0.0,Neutral
2017-01-12,280.0,2017-01-12,0.0911905765533447,Slightly Positive
2017-01-15,276.0,,0.0,Neutral
2017-01-16,260.0,,0.0,Neutral
2017-01-17,273.0,,0.0,Neutral
2017-01-18,270.0,,0.0,Neutral
2017-01-19,269.0,,0.0,Neutral
2017-01-22,268.0,,0.0,Neutral
2017-01-23,255.0,,0.0,Neutral
2017-01-24,240.0,,0.0,Neutral
2017-01-25,225.0,,0.0,Neutral
2017-01-26,219.0,,0.0,Neutral
2017-01-30,202.0,,0.0,Neutral
2017-01-31,206.0,,0.0,Neutral
2017-02-01,226.0,,0.0,Neutral
2017-02-02,227.0,,0.0,Neutral
2017-02-05,226.0,2017-02-05,-0.8967936038970947,Strongly Negative
2017-02-06,234.0,,0.0,Neutral
2017-02-07,232.0,,0.0,Neutral
2017-02-08,245.0,,0.0,Neutral
2017-02-09,240.0,,0.0,Neutral
2017-02-12,221.0,,0.0,Neutral
2017-02-13,228.0,,0.0,Neutral
2017-02-14,224.0,,0.0,Neutral
2017-02-15,236.0,,0.0,Neutral
2017-02-16,240.0,,0.0,Neutral
2017-02-19,240.0,,0.0,Neutral
2017-02-20,235.0,,0.0,Neutral
2017-02-21,235.0,,0.0,Neutral
2017-02-22,251.0,,0.0,Neutral
2017-02-23,260.0,,0.0,Neutral
2017-02-26,259.0,,0.0,Neutral
2017-02-28,248.0,,0.0,Neutral
2017-03-01,250.0,,0.0,Neutral
2017-03-02,250.0,,0.0,Neutral
2017-03-05,256.0,,0.0,Neutral
2017-03-06,249.0,,0.0,Neutral
2017-03-07,251.0,,0.0,Neutral
2017-03-09,248.0,,0.0,Neutral
2017-03-13,240.0,,0.0,Neutral
2017-03-14,228.0,2017-03-14,0.836470901966095,Strongly Positive
2017-08-13,240.0,,0.0,Neutral
2017-08-15,264.0,,0.0,Neutral
2017-08-16,253.0,,0.0,Neutral
2017-08-17,255.0,,0.0,Neutral
2017-08-20,249.0,,0.0,Neutral
2017-08-21,246.0,,0.0,Neutral
2017-08-22,248.0,,0.0,Neutral
2017-08-23,245.0,,0.0,Neutral
2017-08-24,248.0,,0.0,Neutral
2017-08-27,245.0,,0.0,Neutral
2017-08-28,238.0,,0.0,Neutral
2017-08-30,234.0,,0.0,Neutral
2017-08-31,230.0,,0.0,Neutral
2017-09-04,230.0,,0.0,Neutral
2017-09-06,233.0,,0.0,Neutral
2017-09-07,227.0,,0.0,Neutral
2017-09-10,220.0,,0.0,Neutral
2017-09-11,223.0,,0.0,Neutral
2017-09-12,219.0,,0.0,Neutral
2017-09-13,218.0,,0.0,Neutral
2017-09-14,220.0,,0.0,Neutral
2017-09-17,225.0,,0.0,Neutral
2017-09-18,228.0,,0.0,Neutral
2017-09-20,224.0,,0.0,Neutral
2017-09-24,222.0,,0.0,Neutral
2017-09-25,223.0,,0.0,Neutral
2017-09-26,224.0,,0.0,Neutral
2017-10-03,226.0,,0.0,Neutral
2017-10-04,222.0,,0.0,Neutral
2017-10-08,220.0,,0.0,Neutral
2017-10-09,219.0,,0.0,Neutral
2017-10-10,220.0,,0.0,Neutral
2017-10-11,218.0,,0.0,Neutral
2017-10-12,217.0,,0.0,Neutral
2017-10-15,220.0,,0.0,Neutral
2017-10-16,227.0,,0.0,Neutral
2017-10-17,224.0,,0.0,Neutral
2017-10-18,227.0,,0.0,Neutral
2017-10-22,227.0,,0.0,Neutral
2017-10-23,226.0,,0.0,Neutral
2017-10-24,224.0,,0.0,Neutral
2017-10-25,223.0,,0.0,Neutral
2017-10-29,224.0,,0.0,Neutral
2017-10-30,223.0,,0.0,Neutral
2017-10-31,222.0,,0.0,Neutral
2017-11-01,221.0,,0.0,Neutral
