Date_Stock,Open,High,Low,Close,Volume,MA5,MA10,MA20,RSI,MACD,MACD_signal,Volatility,Date_News,Sentiment_Score,Prediction
2017-11-20,121.0,121.0,121.0,121.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Neutral
2017-11-21,121.0,121.0,121.0,121.0,29864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Neutral
2017-11-27,121.0,121.0,121.0,121.0,82126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Neutral
2017-11-28,121.0,121.0,121.0,121.0,8959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Neutral
2017-12-14,121.0,120.0,120.0,120.0,26057.0,120.8,0.0,0.0,0.0,-0.07977207977207001,-0.015954415954414002,0.0,,0.0,Neutral
2018-01-23,120.0,120.0,120.0,120.0,15000.0,120.6,0.0,0.0,0.0,-0.14136248894081405,-0.04103603055169401,0.0,,0.0,Neutral
2018-02-22,120.0,120.0,120.0,120.0,33988.0,120.4,0.0,0.0,0.0,-0.18800611448395443,-0.07043004733814609,0.0,,0.0,Neutral
2018-04-08,121.0,121.0,121.0,121.0,10386.0,120.4,0.0,0.0,0.0,-0.14263566595528232,-0.08487117106157334,0.0,,0.0,Neutral
2018-09-27,121.0,121.0,121.0,121.0,165607.0,120.4,0.0,0.0,0.0,-0.10546354057291296,-0.08898964496384126,0.0,,0.0,Neutral
2018-11-28,121.0,121.0,121.0,121.0,9838.0,120.6,120.7,0.0,0.0,-0.07513821680527144,-0.08621935933212731,0.4830458915396454,,0.0,Neutral
2018-12-04,121.0,121.0,121.0,121.0,6309.0,120.8,120.7,0.0,0.0,-0.05052278403226751,-0.07908004427215536,0.4830458915396454,,0.0,Neutral
2018-12-10,121.0,121.0,121.0,121.0,20000.0,121.0,120.7,0.0,0.0,-0.030661430332258988,-0.06939632148417609,0.4830458915396454,,0.0,Neutral
2019-04-04,115.0,115.0,115.0,115.0,65211.0,119.8,120.1,0.0,0.0,-0.4933836013042594,-0.15419377744819276,1.8529256146249744,,0.0,Neutral
2019-04-24,115.0,115.0,115.0,115.0,33798.0,118.6,119.5,0.0,0.0,-0.8502926115950942,-0.29341354427757305,2.4152294576982447,,0.0,Neutral
2019-06-18,116.0,116.0,116.0,116.0,37330.0,117.6,119.1,0.0,22.222222187654324,-1.0404601539984952,-0.4428228662217575,2.6436506745197863,,0.0,Neutral
2019-07-08,116.0,116.0,116.0,116.0,20000.0,116.6,118.7,0.0,22.222222187654324,-1.1775947225026044,-0.5897772374779269,2.7908580918579386,,0.0,Neutral
2019-07-11,116.0,116.0,116.0,116.0,20952.0,115.6,118.3,0.0,22.222222187654324,-1.2716164531254748,-0.7261450806074365,2.869378562220989,,0.0,Neutral
2019-07-29,116.0,116.0,116.0,116.0,7086.0,115.8,117.8,0.0,22.222222187654324,-1.3307888465977982,-0.8470738338055088,2.7808871486152404,,0.0,Neutral
2019-09-16,116.0,116.0,116.0,116.0,40316.0,116.0,117.3,0.0,24.999999956250008,-1.3619832990721505,-0.9500557268588372,2.5841396591085903,,0.0,Neutral
2020-03-05,125.0,125.0,125.0,125.0,95000.0,117.8,117.7,119.2,64.70588229965398,-0.6529535020184483,-0.8906352818907595,3.400980250849266,,0.0,Neutral
2020-03-19,118.0,118.0,118.0,118.0,33502.0,118.2,117.4,119.05,45.833333306597225,-0.6484093191186275,-0.8421900893363331,3.204163957519457,,0.0,Neutral
2020-07-21,110.0,110.0,110.0,110.0,23953.0,117.0,116.3,118.5,32.25806450156088,-1.2756364200476327,-0.9288793554785931,3.683295625749691,,0.0,Neutral
2020-09-13,107.0,107.0,107.0,107.0,8708.0,115.2,115.5,117.8,29.41176469377163,-1.991832736501408,-1.141470031683156,4.719934086168785,,0.0,Neutral
2020-10-08,107.0,107.0,107.0,107.0,1195.0,113.4,114.7,117.1,29.41176469377163,-2.530256258093388,-1.4192272769652026,5.437523946307446,,0.0,Neutral
2020-11-04,109.0,109.0,109.0,109.0,211686.0,110.2,114.0,116.55,33.33333332037037,-2.7637190598182286,-1.6881256335358077,5.696002496878379,,0.0,Neutral
2020-12-10,109.0,109.0,109.0,109.0,30101.0,108.4,113.3,116.0,33.33333332037037,-2.9151361374109968,-1.9335277343108457,5.850925852660729,,0.0,Neutral
2020-12-13,109.0,109.0,109.0,109.0,20000.0,108.2,112.6,115.45,39.999999981333325,-3.000546826266742,-2.146931552702025,5.910442735813768,,0.0,Neutral
2020-12-21,109.0,109.0,109.0,109.0,1792.0,108.6,111.9,114.85,39.999999981333325,-3.0332697668088144,-2.324199195523383,5.8774522069043575,,0.0,Neutral
2020-12-27,109.0,109.0,109.0,109.0,8858.0,109.0,111.2,114.25,37.93103446444709,-3.024340221457905,-2.4642274007102873,5.750362307426132,,0.0,Neutral
2020-12-28,109.0,109.0,109.0,109.0,18000.0,109.0,109.6,113.65,37.93103446444709,-2.982878723288877,-2.567957665226005,3.098386676966034,,0.0,Neutral
2021-02-11,109.0,109.0,109.0,109.0,39210.0,109.0,108.7,113.05,37.93103446444709,-2.9164017236033004,-2.6376464769014647,0.9486832980508635,,0.0,Neutral
2021-02-16,109.0,109.0,109.0,109.0,20000.0,109.0,108.6,112.45,37.93103446444709,-2.8310832569139848,-2.6763338329039685,0.8432740427119635,,0.0,Neutral
2021-02-18,109.0,109.0,109.0,109.0,10007.0,109.0,108.8,112.15,37.93103446444709,-2.7319752473207757,-2.68746211578733,0.6324555320342007,,0.0,Neutral
2021-03-02,110.0,110.0,110.0,110.0,3000.0,109.2,109.1,111.9,14.285714276190475,-2.5434208210318587,-2.658653856836236,0.3162277660178753,,0.0,Neutral
2021-06-10,220.0,220.0,220.0,220.0,55000.0,131.4,120.2,117.1,91.12903224777575,6.408220633422786,-0.8452789587844316,35.06755385442979,,0.0,Neutral
2021-12-27,315.0,315.0,315.0,315.0,14583.0,172.6,140.8,127.05,98.57819904559197,20.92693435832689,3.509163704637833,70.4316847890367,,0.0,Neutral
2022-04-13,229.0,229.0,229.0,229.0,4703.0,196.6,152.8,132.7,70.74829931635892,25.203112526176795,7.847953468945626,74.51591925368848,,0.0,Neutral
2022-08-16,211.0,211.0,211.0,211.0,940.0,217.0,163.0,137.45,66.66666666367522,26.830282173054343,11.64441920976737,74.83463250542641,,0.0,Neutral
2023-02-09,189.2,189.2,189.2,189.2,7746.0,232.84,171.02,141.10999999999999,62.08559372854371,26.060340646556057,14.52760349712511,72.67066961451657,,0.0,Neutral
2023-04-02,189.2,189.2,189.2,189.2,25000.0,226.68,179.04000000000002,144.32,62.08559372854371,25.16012616686021,16.65410803107213,69.41826848892156,,0.0,Neutral
2023-05-17,185.5,185.5,185.5,185.5,2003.0,200.78,186.69,147.695,61.40089418521725,23.872948142404965,18.097876053338698,64.9110237170852,,0.0,Neutral
2023-06-15,181.8,181.8,174.7,174.7,189277.0,189.92,193.26,150.93,59.48599479978976,21.73088048059634,18.824476938790227,59.25213920188871,,0.0,Neutral
2023-07-12,174.7,174.7,174.7,174.7,2461.0,182.66,199.82999999999998,154.315,59.48599479978976,19.804976979400465,19.020576946912275,52.07944892181557,,0.0,Neutral
2023-07-16,174.7,174.7,174.7,174.7,2400.0,179.76,206.3,157.7,59.48599479978976,18.07038048154726,18.830537653839272,42.88732006341989,,0.0,Neutral
2023-07-18,171.3,171.3,171.3,171.3,81.0,176.18,201.43,160.815,58.90763511345523,16.234210798254338,18.311272282722285,43.911579085450505,,0.0,Neutral
2023-08-07,167.9,167.9,164.6,164.6,350000.0,172.0,186.39,163.595,57.80022446462064,14.076138131306806,17.46424545243919,19.86154576058968,,0.0,Neutral
2023-10-18,161.4,161.4,161.4,161.4,40000.0,169.33999999999997,179.63,166.215,57.28587319020578,11.969657971945594,16.365327956340472,14.538229297652089,,0.0,Neutral
2023-11-30,161.4,161.4,161.4,161.4,150000.0,166.68,174.67000000000002,168.83499999999998,57.16675961851552,10.182875420059219,15.128837449084223,10.564516079783242,,0.0,Neutral
2023-12-03,158.2,158.2,158.2,158.2,46867.0,163.38000000000002,171.57,171.29500000000002,37.728355835868946,8.411659740717369,13.785401907410854,10.373690011005888,,0.0,Neutral
2024-06-18,158.2,158.2,158.2,158.2,46508.0,160.76,168.47,173.755,0.0,6.92809577837582,12.413940681603847,9.069858506797804,,0.0,Neutral
2024-06-30,155.1,155.1,155.1,155.1,97000.0,158.85999999999999,165.42999999999998,176.06,0.0,5.439513234907366,11.01905519226455,7.722125498994534,,0.0,Neutral
2024-07-29,155.0,155.0,155.0,155.0,78000.0,157.57999999999998,163.45999999999998,178.35999999999999,0.0,4.203278897604093,9.65589993333246,7.6064592434470955,,0.0,Neutral
2024-07-30,155.0,155.0,155.0,155.0,7000.0,156.3,161.49,180.66,0.0,3.186818617408022,8.362083670147573,6.889194437668293,,0.0,Neutral
2024-09-16,155.0,155.0,155.0,155.0,75000.0,155.66,159.51999999999998,182.91,0.0,2.3541295817283583,7.16049285246373,5.332874980304293,,0.0,Neutral
2025-07-24,232.0,232.0,232.0,232.0,74736.0,170.42000000000002,165.59,183.51,71.6279069674159,7.817360342016656,7.291866350374316,23.575149345585615,,0.0,Neutral
2025-10-15,206.0,206.0,206.0,206.0,36460.0,180.6,169.73000000000002,178.06,62.7546862194086,9.934508540624108,7.820394788424275,26.79693390421123,,0.0,Neutral
2025-10-26,202.0,202.0,202.0,202.0,149474.0,190.0,173.79000000000002,176.70999999999998,60.77348065626813,11.16094079263138,8.488503989265697,28.42105831167364,,0.0,Neutral
2026-01-01,198.0,198.0,198.0,198.0,350000.0,198.6,177.45,176.06,58.91354245734667,11.67554223460138,9.125911638332834,28.99897507767391,,0.0,Neutral
2026-01-04,198.0,198.0,198.0,198.0,50000.0,207.2,181.43,176.5,60.48703848509961,11.945665390166482,9.689862388699563,28.79390560517966,,0.0,Neutral
2026-01-29,195.0,195.0,195.0,195.0,100000.0,199.8,185.10999999999999,176.79,62.29773462077534,11.781851162872272,10.108260143534105,27.830616633883952,,0.0,Neutral
2026-02-12,193.0,193.0,193.0,193.0,420000.0,197.2,188.9,177.165,62.90849672483072,11.359696413136106,10.358547397454505,25.795994521113712,,0.0,Neutral
2026-02-23,193.0,193.0,193.0,193.0,257155.0,195.4,192.7,178.07999999999998,62.90849672483072,10.899493160059222,10.46673654997545,22.881579199580205,,0.0,Neutral
